name,chr,start,end,PrL.prob,geneName,location
prL28332,chr18,84664609.0,84665608.0,0.6937,Cndp2,downstream
prL28333,chr2,127838265.0,127839264.0,0.6937,Acoxl,overlapTSS
prL28334,chr6,125070983.0,125071982.0,0.6937,Lpar5,genic
prL28335,chr7,19226652.0,19227651.0,0.6937,Opa3,upstream
prL28336,chr9,106644670.0,106645669.0,0.6937,Grm2,genic
prL28337,chr10,60794253.0,60795252.0,0.6936,Unc5b,genic
prL28338,chr11,66526499.0,66527498.0,0.6936,Shisa6,upstream
prL28339,chr12,106010791.0,106011790.0,0.6936,Vrk1,genic
prL28340,chr14,67009164.0,67010163.0,0.6936,Bnip3l,upstream
prL28341,chr18,56678347.0,56679346.0,0.6936,Lmnb1,intergenic
prL28342,chr5,129065126.0,129066125.0,0.6936,Gpr133,intergenic
prL28343,chr7,127933487.0,127934486.0,0.6936,Prss36,genic
prL28344,chr9,75303194.0,75304193.0,0.6936,Myo5c,genic
prL28345,chr10,93534256.0,93535255.0,0.6935,Amdhd1,genic
prL28346,chr7,46201631.0,46202630.0,0.6935,Ush1c,genic
prL28347,chr7,145243096.0,145244095.0,0.6935,Tpcn2,downstream
prL28348,chr10,7582203.0,7583202.0,0.6934,Lrp11,upstream
prL28349,chr10,127548945.0,127549944.0,0.6934,Lrp1,genic
prL28350,chr12,108462791.0,108463790.0,0.6934,Eml1,genic
prL28351,chr14,29722815.0,29723814.0,0.6934,Cacna2d3,upstream
prL28352,chr16,8790908.0,8791907.0,0.6934,Usp7,genic
prL28353,chr16,94328394.0,94329393.0,0.6934,Ripply3,overlapTSS
prL28354,chr17,27043056.0,27044055.0,0.6934,Ggnbp1,downstream
prL28355,chr4,97772310.0,97773309.0,0.6934,E130114P18Rik,genic
prL28356,chr4,138319086.0,138320085.0,0.6934,Pink1,genic
prL28357,chr4,138456086.0,138457085.0,0.6934,Camk2n1,genic
prL28358,chr5,110415982.0,110416981.0,0.6934,Fbrsl1,genic
prL28359,chr8,70618102.0,70619101.0,0.6934,Lrrc25,genic
prL28360,chr11,100563687.0,100564686.0,0.6933,Ttc25,genic
prL28361,chr9,22001557.0,22002556.0,0.6933,Ccdc151,genic
prL28362,chr11,88822687.0,88823686.0,0.6932,Akap1,downstream
prL28363,chr13,54055632.0,54056631.0,0.6932,Drd1a,overlapTSS
prL28364,chr14,70598194.0,70599193.0,0.6932,Fam160b2,genic
prL28365,chr16,32515915.0,32516914.0,0.6932,Zdhhc19,genic
prL28366,chr17,28930056.0,28931055.0,0.6932,RP24-318I24.2,genic
prL28367,chr4,118261396.0,118262395.0,0.6932,Ptprf,genic
prL28368,chr9,40454416.0,40455415.0,0.6932,Gramd1b,genic
prL28369,chr1,74415427.0,74416426.0,0.6931,Vil1,genic
prL28370,chr1,89931426.0,89932425.0,0.6931,Gbx2,upstream
prL28371,chr14,8175487.0,8176486.0,0.6931,Pdhb,upstream
prL28372,chr15,85610571.0,85611570.0,0.6931,AC115763.2,intergenic
prL28373,chr17,87472661.0,87473660.0,0.6931,SNORA17,intergenic
prL28374,chr3,106001083.0,106002082.0,0.6931,1700027A23Rik,overlapTSS
prL28375,chr8,83783102.0,83784101.0,0.6931,7SK,intergenic
prL28376,chr8,87977102.0,87978101.0,0.6931,Zfp423,intergenic
prL28377,chr1,60042157.0,60043156.0,0.693,Ica1l,overlapTSS
prL28378,chr14,20451779.0,20452778.0,0.693,Ttc18,overlapTSS
prL28379,chr15,98107570.0,98108569.0,0.693,Pfkm,overlapTSS
prL28380,chr16,65105175.0,65106174.0,0.693,Htr1f,overlapTSS
prL28381,chr19,4001001.0,4002000.0,0.693,Nudt8,genic
prL28382,chr2,168669501.0,168670500.0,0.693,Atp9a,genic
prL28383,chr7,19136652.0,19137651.0,0.693,Fbxo46,genic
prL28384,chr8,119912101.0,119913100.0,0.693,Usp10,genic
prL28385,chr10,78159256.0,78160255.0,0.6929,D10Jhu81e,downstream
prL28386,chr14,120388779.0,120389778.0,0.6929,Mbnl2,genic
prL28387,chr15,89159571.0,89160570.0,0.6929,Plxnb2,genic
prL28388,chr2,69591944.0,69592943.0,0.6929,Lrp2,upstream
prL28389,chr2,157456265.0,157457264.0,0.6929,Src,genic
prL28390,chr2,167633501.0,167634500.0,0.6929,RP23-118A2.10,genic
prL28391,chr5,113595047.0,113596046.0,0.6929,AC121909.1,downstream
prL28392,chr6,134639983.0,134640982.0,0.6929,Loh12cr1,overlapTSS
prL28393,chr10,127619945.0,127620944.0,0.6928,Lrp1,genic
prL28394,chr2,34642481.0,34643480.0,0.6928,RP23-14N22.3,downstream
prL28395,chr2,164404501.0,164405500.0,0.6928,Matn4,overlapTSS
prL28396,chr7,81341115.0,81342114.0,0.6928,Rps17,downstream
prL28397,chr8,12947001.0,12948000.0,0.6928,Mcf2l,genic
prL28398,chr8,23409529.0,23410528.0,0.6928,Sfrp1,upstream
prL28399,chr9,109874497.0,109875496.0,0.6928,Cdc25a,upstream
prL28400,chr16,38538917.0,38539916.0,0.6927,Ktelc1,genic
prL28401,chr19,5473001.0,5474000.0,0.6927,Efemp2,upstream
prL28402,chr19,38055511.0,38056510.0,0.6927,Cep55,genic
prL28403,chr2,71637944.0,71638943.0,0.6927,Gm1631,intergenic
prL28404,chr4,43558129.0,43559128.0,0.6927,Tln1,genic
prL28405,chr8,84202102.0,84203101.0,0.6927,mmu-mir-23a,upstream
prL28406,chr9,66220194.0,66221193.0,0.6927,Dapk2,genic
prL28407,chr11,98484687.0,98485686.0,0.6926,Ikzf3,genic
prL28408,chr19,7269511.0,7270510.0,0.6926,Rcor2,genic
prL28409,chr5,35739352.0,35740351.0,0.6926,Sh3tc1,intergenic
prL28410,chr5,75075976.0,75076975.0,0.6926,Gsx2,genic
prL28411,chr5,108774982.0,108775981.0,0.6926,Tmed11,downstream
prL28412,chr5,139546047.0,139547046.0,0.6926,Uncx,genic
prL28413,chr6,125410983.0,125411982.0,0.6926,Plekhg6,intergenic
prL28414,chr6,128797983.0,128798982.0,0.6926,Klrb1c,upstream
prL28415,chr7,143154096.0,143155095.0,0.6926,Kcnq1,genic
prL28416,chr11,70321499.0,70322498.0,0.6925,Alox12e,genic
prL28417,chr14,31204815.0,31205814.0,0.6925,Nisch,genic
prL28418,chr15,102934570.0,102935569.0,0.6925,Hoxc12,upstream
prL28419,chr1,136172424.0,136173423.0,0.6924,Kif21b,genic
prL28420,chr11,100265687.0,100266686.0,0.6924,Krt42,overlapTSS
prL28421,chr11,116624687.0,116625686.0,0.6924,Rhbdf2,genic
prL28422,chr12,33174136.0,33175135.0,0.6924,Atxn7l1,genic
prL28423,chr14,60723164.0,60724163.0,0.6924,Spata13,genic
prL28424,chr17,27632056.0,27633055.0,0.6924,Rps10,genic
prL28425,chr3,93520079.0,93521078.0,0.6924,S100a11,overlapTSS
prL28426,chr3,116836083.0,116837082.0,0.6924,Agl,intergenic
prL28427,chr5,142718048.0,142719047.0,0.6924,Slc29a4,genic
prL28428,chr7,28446982.0,28447981.0,0.6924,Gmfg,genic
prL28429,chr8,34079947.0,34080946.0,0.6924,Dctn6,downstream
prL28430,chr9,21795557.0,21796556.0,0.6924,Kank2,genic
prL28431,chr9,21932557.0,21933556.0,0.6924,Ccdc159,genic
prL28432,chr1,138847424.0,138848423.0,0.6923,Lhx9,overlapTSS
prL28433,chr14,70457194.0,70458193.0,0.6923,Phyhip,overlapTSS
prL28434,chr14,70623194.0,70624193.0,0.6923,Epb4.9,genic
prL28435,chr7,79130115.0,79131114.0,0.6923,Hapln3,overlapTSS
prL28436,chr9,41934918.0,41935917.0,0.6923,Sorl1,intergenic
prL28437,chr1,182508870.0,182509869.0,0.6922,Capn2,genic
prL28438,chr11,120216687.0,120217686.0,0.6922,RP23-37J21.8,overlapTSS
prL28439,chr16,22433928.0,22434927.0,0.6922,Etv5,genic
prL28440,chr17,47504052.0,47505051.0,0.6922,Taf8,upstream
prL28441,chr4,130251757.0,130252756.0,0.6922,Serinc2,downstream
prL28442,chr9,102624671.0,102625670.0,0.6922,Cep63,genic
prL28443,chr1,86587426.0,86588425.0,0.6921,Cops7b,genic
prL28444,chr11,101172687.0,101173686.0,0.6921,Cntnap1,genic
prL28445,chr14,55831164.0,55832163.0,0.6921,Nfatc4,genic
prL28446,chr15,12196246.0,12197245.0,0.6921,Mtmr12,upstream
prL28447,chr16,18695908.0,18696907.0,0.6921,6-Sep,intergenic
prL28448,chr19,10345511.0,10346510.0,0.6921,Dagla,intergenic
prL28449,chr5,118531992.0,118532991.0,0.6921,Med13l,intergenic
prL28450,chr7,30088982.0,30089981.0,0.6921,Zfp82,genic
prL28451,chr9,44505918.0,44506917.0,0.6921,Bcl9l,genic
prL28452,chr10,60193253.0,60194252.0,0.6920000000000001,Chst3,upstream
prL28453,chr16,24393915.0,24394914.0,0.6920000000000001,Lpp,genic
prL28454,chr3,123113083.0,123114082.0,0.6920000000000001,Synpo2,genic
prL28455,chr5,116789992.0,116790991.0,0.6920000000000001,4930569F06Rik,intergenic
prL28456,chr1,75428426.0,75429425.0,0.6919,Speg,genic
prL28457,chr13,95327046.0,95328045.0,0.6919,Zbed3,genic
prL28458,chr2,172871500.0,172872499.0,0.6919,Bmp7,genic
prL28459,chr3,32364079.0,32365078.0,0.6919,Zmat3,genic
prL28460,chr5,122070992.0,122071991.0,0.6919,AC140353.3,intergenic
prL28461,chr7,45916631.0,45917630.0,0.6919,Tmem143,genic
prL28462,chrX,42148824.0,42149823.0,0.6919,Stag2,overlapTSS
prL28463,chr10,70110253.0,70111252.0,0.6918,Ccdc6,genic
prL28464,chr15,75708571.0,75709570.0,0.6918,Rhpn1,genic
prL28465,chr15,102003570.0,102004569.0,0.6918,Krt8,overlapTSS
prL28466,chr16,30067915.0,30068914.0,0.6918,Hes1,downstream
prL28467,chr5,113313981.0,113314980.0,0.6918,Sgsm1,upstream
prL28468,chr6,119414983.0,119415982.0,0.6918,Adipor2,genic
prL28469,chr10,91169256.0,91170255.0,0.6917,Tmpo,genic
prL28470,chr11,60384499.0,60385498.0,0.6917,Lrrc48,genic
prL28471,chr15,96700570.0,96701569.0,0.6917,Slc38a2,upstream
prL28472,chr3,89803079.0,89804078.0,0.6917,Ube2q1,intergenic
prL28473,chr6,100214007.0,100215006.0,0.6917,Rybp,intergenic
prL28474,chr9,20694557.0,20695556.0,0.6917,Olfm2,genic
prL28475,chr12,99563791.0,99564790.0,0.6916,AC133083.3,overlapTSS
prL28476,chr16,91726756.0,91727755.0,0.6916,Atp5o,genic
prL28477,chr17,9669136.0,9670135.0,0.6916,Pabpc6,overlapTSS
prL28478,chr18,86712609.0,86713608.0,0.6916,Cbln2,genic
prL28479,chr19,4809001.0,4810000.0,0.6916,Rbm14,genic
prL28480,chr3,94918079.0,94919078.0,0.6916,U6,downstream
prL28481,chr4,130047757.0,130048756.0,0.6916,RP23-198O15.6,overlapTSS
prL28482,chr5,65975762.0,65976761.0,0.6916,Chrna9,genic
prL28483,chr8,121272101.0,121273100.0,0.6916,Galnt2,genic
prL28484,chr9,70502194.0,70503193.0,0.6916,Rnf111,genic
prL28485,chr1,119189424.0,119190423.0,0.6915,Gli2,intergenic
prL28486,chr1,134326424.0,134327423.0,0.6915,Ppfia4,genic
prL28487,chr11,84943499.0,84944498.0,0.6915,Car4,intergenic
prL28488,chr15,89497570.0,89498569.0,0.6915,Shank3,upstream
prL28489,chr17,25774056.0,25775055.0,0.6915,Narfl,genic
prL28490,chr19,4059001.0,4060000.0,0.6915,BC021614,overlapTSS
prL28491,chr2,157420265.0,157421264.0,0.6915,Src,genic
prL28492,chr5,127620631.0,127621630.0,0.6915,Slc15a4,genic
prL28493,chr6,91286007.0,91287006.0,0.6915,Fbln2,intergenic
prL28494,chr8,46294647.0,46295646.0,0.6915,Helt,overlapTSS
prL28495,chr9,75435194.0,75436193.0,0.6915,Leo1,upstream
prL28496,chr10,67998253.0,67999252.0,0.6914,Rtkn2,genic
prL28497,chr11,95019687.0,95020686.0,0.6914,Samd14,genic
prL28498,chr12,86868051.0,86869050.0,0.6914,6430527G18Rik,intergenic
prL28499,chr4,142014086.0,142015085.0,0.6914,Fhad1,overlapTSS
prL28500,chr10,80400256.0,80401255.0,0.6913,Mbd3,upstream
prL28501,chr11,85828499.0,85829498.0,0.6913,RP23-324M14.1,genic
prL28502,chr2,93190844.0,93191843.0,0.6913,Trp53i11,genic
prL28503,chr4,41754128.0,41755127.0,0.6913,Il11ra1,genic
prL28504,chr5,115403992.0,115404991.0,0.6913,RP24-132L16.6,genic
prL28505,chr5,144457132.0,144458131.0,0.6913,Bri3,intergenic
prL28506,chr7,44427631.0,44428630.0,0.6913,Lrrc4b,upstream
prL28507,chrX,93674662.0,93675661.0,0.6913,Pcyt1b,genic
prL28508,chr16,59472175.0,59473174.0,0.6912,Mina,genic
prL28509,chr2,153080265.0,153081264.0,0.6912,BC020535,genic
prL28510,chr2,180726296.0,180727295.0,0.6912,Slc17a9,genic
prL28511,chr4,109657396.0,109658395.0,0.6912,RP23-320F19.2,overlapTSS
prL28512,chr8,4494001.0,4495000.0,0.6912,Lass4,genic
prL28513,chr8,91806102.0,91807101.0,0.6912,AC151834.1,genic
prL28514,chr10,93081256.0,93082255.0,0.6911,4930485B16Rik,overlapTSS
prL28515,chr13,104228921.0,104229920.0,0.6911,Cenpk,overlapTSS
prL28516,chr15,8108001.0,8109000.0,0.6911,Nup155,upstream
prL28517,chr19,4509001.0,4510000.0,0.6911,Pcx,upstream
prL28518,chr19,47412511.0,47413510.0,0.6911,Sh3pxd2a,genic
prL28519,chr2,174917500.0,174918499.0,0.6911,RP23-101P8.4,intergenic
prL28520,chr7,58398631.0,58399630.0,0.6911,AC102205.1,upstream
prL28521,chr1,133204424.0,133205423.0,0.691,Plekha6,intergenic
prL28522,chr2,127207265.0,127208264.0,0.691,1810024B03Rik,genic
prL28523,chr4,25280854.0,25281853.0,0.691,1810074P20Rik,overlapTSS
prL28524,chr4,127169757.0,127170756.0,0.691,Dlgap3,genic
prL28525,chr11,95383687.0,95384686.0,0.6909,Slc35b1,upstream
prL28526,chr14,55855164.0,55856163.0,0.6909,Nynrin,upstream
prL28527,chr16,5243908.0,5244907.0,0.6909,Alg1,genic
prL28528,chr19,10277511.0,10278510.0,0.6909,Dagla,genic
prL28529,chr2,166141501.0,166142500.0,0.6909,Sulf2,genic
prL28530,chr4,125609757.0,125610756.0,0.6909,Grik3,genic
prL28531,chr4,126323757.0,126324756.0,0.6909,Tekt2,genic
prL28532,chr8,60889204.0,60890203.0,0.6909,2700029M09Rik,upstream
prL28533,chr15,56694446.0,56695445.0,0.6908,Has2,overlapTSS
prL28534,chr16,32509915.0,32510914.0,0.6908,Zdhhc19,genic
prL28535,chr18,37020347.0,37021346.0,0.6908,Pcdha11,genic
prL28536,chr4,46195129.0,46196128.0,0.6908,Xpa,genic
prL28537,chr5,71700762.0,71701761.0,0.6908,Gabrb1,genic
prL28538,chr5,137775773.0,137776772.0,0.6908,2010007H12Rik,upstream
prL28539,chr6,124801983.0,124802982.0,0.6908,Spsb2,upstream
prL28540,chr9,21451557.0,21452556.0,0.6908,Dnm2,genic
prL28541,chr9,80066194.0,80067193.0,0.6908,Senp6,overlapTSS
prL28542,chr18,32938347.0,32939346.0,0.6907,AC140983.2,overlapTSS
prL28543,chr4,133092086.0,133093085.0,0.6907,Gm10151,downstream
prL28544,chr1,89071426.0,89072425.0,0.6906,Sh3bp4,genic
prL28545,chr13,56112640.0,56113639.0,0.6906,H2afy,genic
prL28546,chr17,6779652.0,6780651.0,0.6906,Ezr,genic
prL28547,chr19,43616511.0,43617510.0,0.6906,Nkx2-3,downstream
prL28548,chr3,96501078.0,96502077.0,0.6906,U1,intergenic
prL28549,chr5,25526183.0,25527182.0,0.6906,Cct8l1,downstream
prL28550,chr6,125039983.0,125040982.0,0.6906,AC164563.2,genic
prL28551,chr11,101673687.0,101674686.0,0.6905,Arl4d,downstream
prL28552,chr11,119603687.0,119604686.0,0.6905,Rptor,genic
prL28553,chr17,26584056.0,26585055.0,0.6905,Ergic1,genic
prL28554,chr17,26841056.0,26842055.0,0.6905,Nkx2-5,overlapTSS
prL28555,chr17,83874661.0,83875660.0,0.6905,Haao,intergenic
prL28556,chr2,38287481.0,38288480.0,0.6905,Dennd1a,upstream
prL28557,chr5,149112425.0,149113424.0,0.6905,AC122546.3,downstream
prL28558,chr7,19768652.0,19769651.0,0.6905,Bcam,genic
prL28559,chr10,84758256.0,84759255.0,0.6904,Rfx4,genic
prL28560,chr12,3573001.0,3574000.0,0.6904,Dtnb,genic
prL28561,chr18,37805347.0,37806346.0,0.6904,Pcdhga2,genic
prL28562,chr4,150685892.0,150686891.0,0.6904,RP23-354C15.2,upstream
prL28563,chr10,5550539.0,5551538.0,0.6903,Syne1,overlapTSS
prL28564,chr11,5970998.0,5971997.0,0.6903,Camk2b,genic
prL28565,chr11,33512001.0,33513000.0,0.6903,Ranbp17,genic
prL28566,chr13,116705194.0,116706193.0,0.6903,5S_rRNA,intergenic
prL28567,chr15,38391246.0,38392245.0,0.6903,Klf10,intergenic
prL28568,chr15,38517246.0,38518245.0,0.6903,Azin1,genic
prL28569,chr17,47820052.0,47821051.0,0.6903,Mdfi,genic
prL28570,chr18,35937347.0,35938346.0,0.6903,AC141471.1,intergenic
prL28571,chr18,75307347.0,75308346.0,0.6903,Dym,intergenic
prL28572,chr7,70358115.0,70359114.0,0.6903,Nr2f2,genic
prL28573,chr9,64049194.0,64050193.0,0.6903,AC114674.2,overlapTSS
prL28574,chr11,83849499.0,83850498.0,0.6902,Hnf1b,overlapTSS
prL28575,chr12,84971051.0,84972050.0,0.6902,Fcf1,genic
prL28576,chr13,37477132.0,37478131.0,0.6902,CT030182.1,intergenic
prL28577,chr14,31131815.0,31132814.0,0.6902,Nt5dc2,upstream
prL28578,chr14,52314326.0,52315325.0,0.6902,Sall2,genic
prL28579,chr15,38662246.0,38663245.0,0.6902,Atp6v1c1,genic
prL28580,chr16,55966888.0,55967887.0,0.6902,Rpl24,genic
prL28581,chr18,12741492.0,12742491.0,0.6902,Cabyr,genic
prL28582,chr5,92896975.0,92897974.0,0.6902,Shroom3,genic
prL28583,chr5,114674992.0,114675991.0,0.6902,Gltp,genic
prL28584,chr5,134746131.0,134747130.0,0.6902,Eln,genic
prL28585,chr14,24148779.0,24149778.0,0.6901,Dlg5,genic
prL28586,chr15,35295246.0,35296245.0,0.6901,Osr2,overlapTSS
prL28587,chr18,60602347.0,60603346.0,0.6901,Synpo,genic
prL28588,chr9,96824582.0,96825581.0,0.6901,Acpl2,genic
prL28589,chr1,75477426.0,75478425.0,0.69,Chpf,genic
prL28590,chr1,155236871.0,155237870.0,0.69,BC034090,upstream
prL28591,chr11,106275687.0,106276686.0,0.69,Tcam1,overlapTSS
prL28592,chr15,74588571.0,74589570.0,0.69,Bai1,genic
prL28593,chr4,133257086.0,133258085.0,0.69,Sytl1,genic
prL28594,chr13,25269132.0,25270131.0,0.6899,Nrsn1,overlapTSS
prL28595,chr19,10939511.0,10940510.0,0.6899,Gpr44,genic
prL28596,chr3,8510001.0,8511000.0,0.6899,Stmn2,genic
prL28597,chr9,78107194.0,78108193.0,0.6899,Fbxo9,genic
prL28598,chr1,131797424.0,131798423.0,0.6898,Pm20d1,genic
prL28599,chr11,55461499.0,55462498.0,0.6898,Atox1,upstream
prL28600,chr11,69156499.0,69157498.0,0.6898,Alox12b,overlapTSS
prL28601,chr15,81479571.0,81480570.0,0.6898,Rbx1,downstream
prL28602,chr17,28486056.0,28487055.0,0.6898,Fkbp5,overlapTSS
prL28603,chr5,115537992.0,115538991.0,0.6898,Pxn,genic
prL28604,chr5,149229425.0,149230424.0,0.6898,Uspl1,intergenic
prL28605,chrX,84442662.0,84443661.0,0.6898,Dmd,genic
prL28606,chr10,23784195.0,23785194.0,0.6897,Rps12,downstream
prL28607,chr10,128225945.0,128226944.0,0.6897,Mip,genic
prL28608,chr11,97059687.0,97060686.0,0.6897,Osbpl7,genic
prL28609,chr11,106035687.0,106036686.0,0.6897,Dcaf7,upstream
prL28610,chr15,76089571.0,76090570.0,0.6897,Nrbp2,genic
prL28611,chr15,93115570.0,93116569.0,0.6897,7SK,intergenic
prL28612,chr4,119113396.0,119114395.0,0.6897,Slc2a1,genic
prL28613,chr1,87185426.0,87186425.0,0.6896,AC102611.2,upstream
prL28614,chr10,127080945.0,127081944.0,0.6896,Agap2,genic
prL28615,chr15,12038246.0,12039245.0,0.6896,Sub1,intergenic
prL28616,chr2,29737481.0,29738480.0,0.6896,Rapgef1,genic
prL28617,chr5,35389352.0,35390351.0,0.6896,Hmx1,genic
prL28618,chr8,108696101.0,108697100.0,0.6896,AC122865.1,downstream
prL28619,chr10,127739945.0,127740944.0,0.6895,Zbtb39,genic
prL28620,chr18,61624347.0,61625346.0,0.6895,AC148011.4,intergenic
prL28621,chr2,35282481.0,35283480.0,0.6895,Gsn,genic
prL28622,chr8,25100529.0,25101528.0,0.6895,Plekha2,genic
prL28623,chr8,25720529.0,25721528.0,0.6895,Ppapdc1b,genic
prL28624,chr11,74832499.0,74833498.0,0.6894,Mnt,genic
prL28625,chr11,96286687.0,96287686.0,0.6894,Hoxb7,genic
prL28626,chr11,97308687.0,97309686.0,0.6894,Mrpl45,upstream
prL28627,chr18,77040262.0,77041261.0,0.6894,Katnal2,genic
prL28628,chr2,30902481.0,30903480.0,0.6894,Ptges,overlapTSS
prL28629,chr2,71538944.0,71539943.0,0.6894,Dlx1as,upstream
prL28630,chr4,148039892.0,148040891.0,0.6894,Mthfr,genic
prL28631,chr6,129048983.0,129049982.0,0.6894,Klrb1f,genic
prL28632,chr7,12817652.0,12818651.0,0.6894,Zfp329,genic
prL28633,chr8,36536947.0,36537946.0,0.6894,6430573F11Rik,intergenic
prL28634,chr9,69758194.0,69759193.0,0.6894,Foxb1,genic
prL28635,chr9,123258883.0,123259882.0,0.6894,Tmem158,genic
prL28636,chrX,36112006.0,36113005.0,0.6894,Il13ra1,overlapTSS
prL28637,chr12,101014791.0,101015790.0,0.6893,Ccdc88c,genic
prL28638,chr13,60737640.0,60738639.0,0.6893,Dapk1,genic
prL28639,chr17,46081052.0,46082051.0,0.6893,Mrps18a,intergenic
prL28640,chr2,180281296.0,180282295.0,0.6893,BC066135,genic
prL28641,chr7,19011652.0,19012651.0,0.6893,Foxa3,downstream
prL28642,chr1,61419157.0,61420156.0,0.6892,RP23-280M7.1,intergenic
prL28643,chr11,106319687.0,106320686.0,0.6892,Scn4a,genic
prL28644,chr16,31905915.0,31906914.0,0.6892,Mfi2,downstream
prL28645,chr17,29661056.0,29662055.0,0.6892,Ftsjd2,genic
prL28646,chr19,24900511.0,24901510.0,0.6892,Foxd4,overlapTSS
prL28647,chr2,165884501.0,165885500.0,0.6892,Zmynd8,overlapTSS
prL28648,chr5,121863992.0,121864991.0,0.6892,Cux2,genic
prL28649,chr7,25376982.0,25377981.0,0.6892,4732471J01Rik,genic
prL28650,chr7,34774982.0,34775981.0,0.6892,Chst8,genic
prL28651,chr7,65871115.0,65872114.0,0.6892,Pcsk6,genic
prL28652,chr8,122518101.0,122519100.0,0.6892,Galnt2,genic
prL28653,chr12,20415140.0,20416139.0,0.6891,BC099486,genic
prL28654,chr12,86806051.0,86807050.0,0.6891,7SK,upstream
prL28655,chr15,103162570.0,103163569.0,0.6891,Smug1,overlapTSS
prL28656,chr17,31276056.0,31277055.0,0.6891,Rsph1,genic
prL28657,chr18,11048003.0,11049002.0,0.6891,AC130654.1,downstream
prL28658,chr18,76544262.0,76545261.0,0.6891,Smad2,intergenic
prL28659,chr2,122147265.0,122148264.0,0.6891,Patl2,genic
prL28660,chr7,3424240.0,3425239.0,0.6891,Cacng6,overlapTSS
prL28661,chr12,110706791.0,110707790.0,0.6890000000000001,Hsp90aa1,upstream
prL28662,chr17,32416056.0,32417055.0,0.6890000000000001,Pglyrp2,genic
prL28663,chr5,33533352.0,33534351.0,0.6890000000000001,Fam53a,intergenic
prL28664,chr5,53557762.0,53558761.0,0.6890000000000001,Rbpj,genic
prL28665,chr6,59426007.0,59427006.0,0.6890000000000001,Gprin3,overlapTSS
prL28666,chr6,120198983.0,120199982.0,0.6890000000000001,Ninj2,genic
prL28667,chr10,127538945.0,127539944.0,0.6889,Lrp1,genic
prL28668,chr15,59079446.0,59080445.0,0.6889,Mtss1,genic
prL28669,chr15,99723570.0,99724569.0,0.6889,RP24-258K6.2,overlapTSS
prL28670,chr16,37915915.0,37916914.0,0.6889,Gpr156,overlapTSS
prL28671,chr3,88150079.0,88151078.0,0.6889,Mef2d,genic
prL28672,chr4,127988757.0,127989756.0,0.6889,Csmd2,genic
prL28673,chr4,129190757.0,129191756.0,0.6889,Yars,genic
prL28674,chr1,36785156.0,36786155.0,0.6888,Zap70,downstream
prL28675,chr10,79664256.0,79665255.0,0.6888,Madcam1,overlapTSS
prL28676,chr11,118909687.0,118910686.0,0.6888,D11Bwg0517e,genic
prL28677,chr12,112796790.0,112797789.0,0.6888,Ahnak2,genic
prL28678,chr12,113087790.0,113088789.0,0.6888,Tex22,genic
prL28679,chr13,51793632.0,51794631.0,0.6888,Sema4d,overlapTSS
prL28680,chr16,5006908.0,5007907.0,0.6888,Rogdi,downstream
prL28681,chr18,60712347.0,60713346.0,0.6888,Ndst1,genic
prL28682,chr15,25751246.0,25752245.0,0.6887,Myo10,genic
prL28683,chr17,23743034.0,23744033.0,0.6887,Kremen2,genic
prL28684,chr6,18031001.0,18032000.0,0.6887,Wnt2,upstream
prL28685,chr8,121104101.0,121105100.0,0.6887,Galnt2,genic
prL28686,chr8,122524101.0,122525100.0,0.6887,Galnt2,genic
prL28687,chr9,22485557.0,22486556.0,0.6887,Bbs9,genic
prL28688,chrX,71363826.0,71364825.0,0.6887,Mtmr1,overlapTSS
prL28689,chr17,27389056.0,27390055.0,0.6886,Grm4,intergenic
prL28690,chr6,135322983.0,135323982.0,0.6886,Pbp2,intergenic
prL28691,chr11,70225499.0,70226498.0,0.6885,Bcl6b,genic
prL28692,chr14,87417194.0,87418193.0,0.6885,Tdrd3,genic
prL28693,chr15,96936570.0,96937569.0,0.6885,Slc38a4,intergenic
prL28694,chr2,130905265.0,130906264.0,0.6885,4930402H24Rik,genic
prL28695,chr2,157436265.0,157437264.0,0.6885,Src,genic
prL28696,chr5,118066992.0,118067991.0,0.6885,Gm9754,genic
prL28697,chr6,122662983.0,122663982.0,0.6885,RP23-180N22.3,intergenic
prL28698,chr7,46794631.0,46795630.0,0.6885,Hps5,genic
prL28699,chr9,62362194.0,62363193.0,0.6885,Anp32a,genic
prL28700,chr11,63956499.0,63957498.0,0.6884,Cox10,downstream
prL28701,chr14,33955815.0,33956814.0,0.6884,Rbp3,genic
prL28702,chr15,79041571.0,79042570.0,0.6884,Galr3,overlapTSS
prL28703,chr17,45518052.0,45519051.0,0.6884,Aars2,genic
prL28704,chr17,65558661.0,65559660.0,0.6884,Tmem232,intergenic
prL28705,chr19,10402511.0,10403510.0,0.6884,Syt7,genic
prL28706,chr19,47327511.0,47328510.0,0.6884,Sh3pxd2a,genic
prL28707,chr4,141287086.0,141288085.0,0.6884,RP23-18M1.5,downstream
prL28708,chr9,67048194.0,67049193.0,0.6884,Tpm1,genic
prL28709,chrX,169987069.0,169988068.0,0.6884,Mid1,genic
prL28710,chr10,13323195.0,13324194.0,0.6883,Phactr2,genic
prL28711,chr10,81413256.0,81414255.0,0.6883,Nfic,genic
prL28712,chr11,117289687.0,117290686.0,0.6883,10-Sep,genic
prL28713,chr12,57539014.0,57540013.0,0.6883,Foxa1,downstream
prL28714,chr15,85582571.0,85583570.0,0.6883,AC115763.2,genic
prL28715,chr17,15381037.0,15382036.0,0.6883,AC154378.1,downstream
