name,chr,start,end,length,cpgNum,gcNum,perCpg,perGc,obsExp
CpG: 79,chr10,80900135,80901004,869,79,557,18.2,64.1,0.91
CpG: 56,chr10,80917873,80918303,430,56,295,26,68.6,1.11
CpG: 25,chr10,80928679,80928886,207,25,150,24.2,72.5,0.93
CpG: 70,chr10,80929720,80930661,941,70,558,14.9,59.3,0.85
CpG: 18,chr10,80932193,80932449,256,18,153,14.1,59.8,0.83
CpG: 25,chr10,80985711,80986034,323,25,218,15.5,67.5,0.69
CpG: 20,chr10,81014881,81015142,261,20,175,15.3,67,0.71
CpG: 45,chr10,81021813,81022391,578,45,354,15.6,61.2,0.84
CpG: 43,chr10,81031112,81031665,553,43,370,15.6,66.9,0.7
CpG: 39,chr10,81059875,81060305,430,39,267,18.1,62.1,0.96
CpG: 46,chr10,81069901,81070295,394,46,266,23.4,67.5,1.03
CpG: 23,chr10,81079911,81080224,313,23,197,14.7,62.9,0.75
CpG: 69,chr10,81105725,81106291,566,69,402,24.4,71,0.97
CpG: 25,chr10,81135307,81135560,253,25,176,19.8,69.6,0.82
CpG: 194,chr10,81136019,81138167,2148,194,1379,18.1,64.2,0.88
CpG: 91,chr10,81143965,81144997,1032,91,688,17.6,66.7,0.79
CpG: 45,chr10,81147994,81148594,600,45,320,15,53.3,1.06
CpG: 76,chr10,81153378,81154366,988,76,615,15.4,62.2,0.79
CpG: 55,chr10,81167490,81167973,483,55,344,22.8,71.2,0.95
CpG: 70,chr10,81176456,81177055,599,70,411,23.4,68.6,0.99
CpG: 33,chr10,81182870,81183179,309,33,193,21.4,62.5,1.14
CpG: 40,chr10,81190014,81190475,461,40,282,17.4,61.2,0.93
CpG: 100,chr10,81192359,81193075,716,100,522,27.9,72.9,1.06
CpG: 18,chr10,81194489,81194691,202,18,132,17.8,65.3,0.9
CpG: 32,chr10,81233023,81233302,279,32,203,22.9,72.8,0.89
CpG: 26,chr10,81239944,81240211,267,26,197,19.5,73.8,0.73
CpG: 51,chr10,81257266,81257857,591,51,394,17.3,66.7,0.78
CpG: 38,chr10,81266602,81266974,372,38,247,20.4,66.4,0.93
CpG: 45,chr10,81285716,81286098,382,45,262,23.6,68.6,1
CpG: 80,chr10,81292797,81293513,716,80,482,22.3,67.3,0.99
CpG: 21,chr10,81320246,81320558,312,21,184,13.5,59,0.85
CpG: 55,chr10,81320669,81321281,612,55,384,18,62.7,0.93
CpG: 20,chr10,81322538,81322776,238,20,162,16.8,68.1,0.73
CpG: 51,chr10,81325244,81325950,706,51,433,14.4,61.3,0.77
CpG: 67,chr10,81332456,81333187,731,67,497,18.3,68,0.79
CpG: 40,chr10,81337880,81338283,403,40,228,19.9,56.6,1.29
CpG: 57,chr10,81342975,81343543,568,57,366,20.1,64.4,0.97
CpG: 53,chr10,81346554,81347061,507,53,343,20.9,67.7,0.91
CpG: 63,chr10,81350076,81350696,620,63,402,20.3,64.8,0.99
CpG: 81,chr10,81357375,81357954,579,81,424,28,73.2,1.05
CpG: 70,chr10,81363994,81364952,958,70,555,14.6,57.9,0.87
CpG: 82,chr10,81378147,81379056,909,82,590,18,64.9,0.86
CpG: 44,chr10,81384188,81384648,460,44,278,19.1,60.4,1.05
CpG: 43,chr10,81420266,81420785,519,43,328,16.6,63.2,0.84
CpG: 139,chr10,81430029,81431239,1210,139,780,23,64.5,1.11
CpG: 39,chr10,81464207,81464741,534,39,373,14.6,69.9,0.65
CpG: 44,chr10,81482358,81482796,438,44,269,20.1,61.4,1.09
CpG: 61,chr10,81496043,81496501,458,61,316,26.6,69,1.12
CpG: 25,chr10,81499183,81499537,354,25,235,14.1,66.4,0.64
CpG: 38,chr10,81502810,81503100,290,38,196,26.2,67.6,1.15
CpG: 105,chr10,81544537,81545375,838,105,555,25.1,66.2,1.14
CpG: 24,chr10,81570859,81571092,233,24,158,20.6,67.8,0.96
CpG: 27,chr10,81575172,81575397,225,27,172,24,76.4,0.82
CpG: 27,chr10,81587685,81588086,401,27,262,13.5,65.3,0.63
CpG: 19,chr10,81600962,81601183,221,19,145,17.2,65.6,0.8
CpG: 26,chr10,81627410,81627647,237,26,148,21.9,62.4,1.14
CpG: 75,chr10,81643291,81643935,644,75,437,23.3,67.9,1.02
CpG: 36,chr10,81649033,81649387,354,36,239,20.3,67.5,0.91
CpG: 38,chr10,81687361,81687748,387,38,255,19.6,65.9,0.93
CpG: 32,chr10,81704878,81705157,279,32,191,22.9,68.5,0.98
CpG: 30,chr10,81770844,81771138,294,30,190,20.4,64.6,0.99
CpG: 38,chr10,81812129,81812504,375,38,252,20.3,67.2,0.92
CpG: 38,chr10,81846465,81846852,387,38,255,19.6,65.9,0.93
CpG: 32,chr10,81863987,81864266,279,32,191,22.9,68.5,0.98
CpG: 30,chr10,81930182,81930476,294,30,190,20.4,64.6,0.99
CpG: 39,chr10,81978620,81978995,375,39,253,20.8,67.5,0.94
CpG: 32,chr10,81997095,81997374,279,32,191,22.9,68.5,0.98
CpG: 29,chr10,82048213,82048478,265,29,180,21.9,67.9,0.95
CpG: 32,chr10,82083367,82083670,303,32,198,21.1,65.3,1
CpG: 39,chr10,82127959,82128352,393,39,261,19.8,66.4,0.93
CpG: 28,chr10,82178292,82178540,248,28,167,22.6,67.3,1.01
CpG: 25,chr10,82354365,82354618,253,25,163,19.8,64.4,0.96
CpG: 53,chr10,82622660,82623248,588,53,392,18,66.7,0.81
CpG: 83,chr10,82629705,82630318,613,83,448,27.1,73.1,1.01
CpG: 95,chr10,82698982,82699824,842,95,595,22.6,70.7,0.91
CpG: 87,chr10,82763362,82764321,959,87,511,18.1,53.3,1.28
CpG: 50,chr10,82811956,82812375,419,50,312,23.9,74.5,0.87
CpG: 40,chr10,82858991,82859430,439,40,279,18.2,63.6,0.93
CpG: 43,chr10,82860219,82860691,472,43,310,18.2,65.7,0.86
CpG: 35,chr10,82954363,82954671,308,35,231,22.7,75,0.81
CpG: 67,chr10,82985164,82985876,712,67,452,18.8,63.5,0.94
CpG: 32,chr10,83191291,83191713,422,32,253,15.2,60,0.86
CpG: 86,chr10,83337154,83337977,823,86,520,20.9,63.2,1.06
CpG: 79,chr10,83360008,83360820,812,79,554,19.5,68.2,0.85
CpG: 65,chr10,83543760,83544352,592,65,375,22,63.3,1.1
CpG: 50,chr10,83648461,83648917,456,50,338,21.9,74.1,0.8
CpG: 50,chr10,83722674,83723229,555,50,345,18,62.2,0.94
CpG: 113,chr10,84440223,84441455,1232,113,824,18.3,66.9,0.83
CpG: 63,chr10,84533767,84534328,561,63,372,22.5,66.3,1.03
CpG: 82,chr10,84576273,84577460,1187,82,729,13.8,61.4,0.73
CpG: 38,chr10,84622230,84622676,446,38,271,17,60.8,0.93
CpG: 32,chr10,84754839,84755076,237,32,174,27,73.4,1
CpG: 32,chr10,84758991,84759369,378,32,225,16.9,59.5,0.96
CpG: 25,chr10,84760085,84760328,243,25,165,20.6,67.9,0.91
CpG: 46,chr10,84917514,84917973,459,46,289,20,63,1.02
CpG: 77,chr10,85102420,85103238,818,77,493,18.8,60.3,1.04
CpG: 167,chr10,85184251,85185490,1239,167,887,27,71.6,1.05
CpG: 133,chr10,85386746,85388256,1510,133,956,17.6,63.3,0.88
CpG: 15,chr10,85388358,85388559,201,15,122,14.9,60.7,0.84
CpG: 23,chr10,85598645,85598868,223,23,149,20.6,66.8,0.93
CpG: 35,chr10,85829330,85829651,321,35,225,21.8,70.1,0.89
CpG: 46,chr10,85871823,85872309,486,46,321,18.9,66,0.87
CpG: 97,chr10,85916422,85917222,800,97,585,24.2,73.1,0.92
CpG: 64,chr10,85928425,85928918,493,64,338,26,68.6,1.1
CpG: 43,chr10,85957403,85957884,481,43,305,17.9,63.4,0.89
CpG: 80,chr10,86021770,86022417,647,80,457,24.7,70.6,0.99
CpG: 52,chr10,86300264,86300837,573,52,360,18.2,62.8,0.92
CpG: 37,chr10,86685463,86685798,335,37,228,22.1,68.1,0.96
CpG: 93,chr10,86704861,86705966,1105,93,691,16.8,62.5,0.87
CpG: 49,chr10,86779015,86779531,516,49,290,19,56.2,1.2
CpG: 31,chr10,86908739,86909118,379,31,251,16.4,66.2,0.86
CpG: 25,chr10,87058383,87058611,228,25,166,21.9,72.8,0.83
CpG: 138,chr10,87492445,87493953,1508,138,936,18.3,62.1,0.95
CpG: 55,chr10,88146618,88147197,579,55,370,19,63.9,0.93
CpG: 47,chr10,88356816,88357303,487,47,299,19.3,61.4,1.03
CpG: 85,chr10,88379072,88379755,683,85,501,24.9,73.4,0.93
CpG: 34,chr10,88459494,88459991,497,34,329,13.7,66.2,0.67
CpG: 36,chr10,88730607,88731150,543,36,298,13.3,54.9,0.88
CpG: 78,chr10,88731275,88732090,815,78,530,19.1,65,0.92
CpG: 37,chr10,88826481,88826892,411,37,265,18,64.5,0.88
CpG: 59,chr10,88885817,88886555,738,59,468,16,63.4,0.8
CpG: 58,chr10,89344623,89345135,512,58,374,22.7,73,0.85
CpG: 64,chr10,89685735,89686433,698,64,488,18.3,69.9,0.75
CpG: 37,chr10,89732032,89732462,430,37,239,17.2,55.6,1.11
CpG: 94,chr10,89744948,89745809,861,94,589,21.8,68.4,0.93
CpG: 60,chr10,89873018,89873556,538,60,387,22.3,71.9,0.87
CpG: 30,chr10,90049795,90050172,377,30,218,15.9,57.8,0.95
CpG: 27,chr10,90135095,90135391,296,27,207,18.2,69.9,0.75
CpG: 111,chr10,90828917,90829902,985,111,643,22.5,65.3,1.06
CpG: 29,chr10,90969903,90970147,244,29,174,23.8,71.3,0.95
CpG: 99,chr10,91082300,91083380,1080,99,723,18.3,66.9,0.82
CpG: 21,chr10,91101978,91102217,239,21,122,17.6,51,1.37
CpG: 82,chr10,91123427,91124193,766,82,535,21.4,69.8,0.88
CpG: 165,chr10,91170701,91172103,1402,165,939,23.5,67,1.05
CpG: 55,chr10,91181499,91182011,512,55,316,21.5,61.7,1.14
CpG: 46,chr10,92722069,92722472,403,46,273,22.8,67.7,1
CpG: 135,chr10,93160440,93161666,1226,135,820,22,66.9,0.99
CpG: 37,chr10,93310112,93310563,451,37,305,16.4,67.6,0.73
CpG: 50,chr10,93453370,93453888,518,50,342,19.3,66,0.93
CpG: 21,chr10,93539787,93539997,210,21,147,20,70,0.84
CpG: 54,chr10,93589243,93589698,455,54,289,23.7,63.5,1.18
CpG: 77,chr10,93640822,93641527,705,77,498,21.8,70.6,0.89
CpG: 78,chr10,93833670,93834392,722,78,499,21.6,69.1,0.92
CpG: 38,chr10,93845880,93846433,553,38,298,13.7,53.9,0.95
CpG: 58,chr10,93889173,93889865,692,58,426,16.8,61.6,0.89
CpG: 128,chr10,94035339,94036559,1220,128,822,21,67.4,0.93
CpG: 63,chr10,94147799,94148388,589,63,419,21.4,71.1,0.85
CpG: 26,chr10,94198898,94199118,220,26,148,23.6,67.3,1.05
CpG: 50,chr10,94311884,94312475,591,50,394,16.9,66.7,0.76
CpG: 102,chr10,94514696,94515538,842,102,628,24.2,74.6,0.87
CpG: 95,chr10,94688296,94689126,830,95,591,22.9,71.2,0.9
CpG: 185,chr10,94943600,94945566,1966,185,1201,18.8,61.1,1.01
CpG: 43,chr10,95323488,95324002,514,43,310,16.7,60.3,0.93
CpG: 210,chr10,95414386,95417095,2709,210,1699,15.5,62.7,0.79
CpG: 27,chr10,95501716,95501973,257,27,167,21,65,1.01
CpG: 141,chr10,95514662,95515893,1231,141,833,22.9,67.7,1
CpG: 117,chr10,95563245,95564357,1112,117,705,21,63.4,1.05
CpG: 88,chr10,95940560,95941332,772,88,535,22.8,69.3,0.95
CpG: 128,chr10,96616484,96617784,1300,128,844,19.7,64.9,0.94
CpG: 17,chr10,96618035,96618239,204,17,108,16.7,52.9,1.2
CpG: 222,chr10,98913833,98915907,2074,222,1317,21.4,63.5,1.06
CpG: 106,chr10,99106781,99107741,960,106,652,22.1,67.9,0.96
CpG: 195,chr10,99261496,99264181,2685,195,1555,14.5,57.9,0.87
CpG: 97,chr10,100015456,100016640,1184,97,777,16.4,65.6,0.77
CpG: 58,chr10,100487147,100487810,663,58,429,17.5,64.7,0.84
CpG: 31,chr10,100588950,100589339,389,31,246,15.9,63.2,0.8
CpG: 39,chr10,103028165,103028662,497,39,309,15.7,62.2,0.81
CpG: 19,chr10,103367568,103367772,204,19,149,18.6,73,0.7
CpG: 79,chr10,105573440,105574450,1010,79,552,15.6,54.7,1.07
CpG: 21,chr10,105574850,105575058,208,21,122,20.2,58.7,1.24
CpG: 25,chr10,105799833,105800159,326,25,195,15.3,59.8,0.87
CpG: 78,chr10,105841082,105841866,784,78,516,19.9,65.8,0.92
CpG: 55,chr10,107271870,107272607,737,55,497,14.9,67.4,0.66
CpG: 149,chr10,108161582,108162873,1291,149,888,23.1,68.8,0.98
CpG: 152,chr10,108332143,108333308,1165,152,824,26.1,70.7,1.04
CpG: 49,chr10,110455608,110456050,442,49,248,22.2,56.1,1.41
CpG: 88,chr10,110744922,110745773,851,88,532,20.7,62.5,1.06
CpG: 58,chr10,110919752,110920283,531,58,357,21.8,67.2,0.97
CpG: 104,chr10,111009455,111010438,983,104,618,21.2,62.9,1.07
CpG: 113,chr10,111164482,111165676,1194,113,806,18.9,67.5,0.84
CpG: 41,chr10,111298434,111298840,406,41,272,20.2,67,0.9
CpG: 95,chr10,111472968,111473826,858,95,572,22.1,66.7,1.01
CpG: 84,chr10,111506137,111506897,760,84,506,22.1,66.6,1
CpG: 49,chr10,111972630,111973268,638,49,382,15.4,59.9,0.87
CpG: 25,chr10,112270163,112270423,260,25,181,19.2,69.6,0.79
CpG: 42,chr10,112271836,112272249,413,42,279,20.3,67.6,0.89
CpG: 40,chr10,112928728,112929096,368,40,230,21.7,62.5,1.13
CpG: 150,chr10,114800439,114802201,1762,150,1133,17,64.3,0.82
CpG: 58,chr10,115251058,115251685,627,58,393,18.5,62.7,0.94
CpG: 52,chr10,115315154,115315707,553,52,318,18.8,57.5,1.15
CpG: 44,chr10,115362064,115362593,529,44,302,16.6,57.1,1.02
CpG: 156,chr10,115384251,115385961,1710,156,1096,18.2,64.1,0.89
CpG: 44,chr10,115587398,115587909,511,44,344,17.2,67.3,0.76
CpG: 65,chr10,116113438,116114341,903,65,576,14.4,63.8,0.72
CpG: 24,chr10,116301376,116301579,203,24,132,23.6,65,1.14
CpG: 20,chr10,116418100,116418397,297,20,185,13.5,62.3,0.7
CpG: 123,chr10,116472993,116474365,1372,123,789,17.9,57.5,1.09
CpG: 120,chr10,116581167,116582169,1002,120,684,24,68.3,1.04
CpG: 112,chr10,116949738,116950599,861,112,582,26,67.6,1.14
CpG: 59,chr10,117063294,117063896,602,59,406,19.6,67.4,0.86
CpG: 18,chr10,117073886,117074092,206,18,123,17.5,59.7,0.99
CpG: 103,chr10,117147828,117148852,1024,103,686,20.1,67,0.91
CpG: 59,chr10,117224057,117224549,492,59,342,24,69.5,0.99
CpG: 156,chr10,117375820,117377176,1356,156,890,23,65.6,1.07
CpG: 76,chr10,117629216,117629990,774,76,527,19.6,68.1,0.85
CpG: 15,chr10,117667882,117668099,217,15,111,13.8,51.2,1.08
CpG: 109,chr10,117709874,117710932,1058,109,637,20.6,60.2,1.14
CpG: 52,chr10,117746137,117746486,349,52,248,29.8,71.1,1.2
CpG: 68,chr10,117792294,117793054,760,68,482,17.9,63.4,0.89
CpG: 71,chr10,117845802,117846391,589,71,348,24.1,59.1,1.41
CpG: 80,chr10,118141542,118142296,754,80,516,21.2,68.4,0.93
CpG: 155,chr10,118867982,118869486,1504,155,943,20.6,62.7,1.05
CpG: 135,chr10,119239198,119240393,1195,135,851,22.6,71.2,0.9
CpG: 145,chr10,119453410,119454752,1342,145,937,21.6,69.8,0.89
CpG: 20,chr10,120089622,120089870,248,20,151,16.1,60.9,0.87
CpG: 23,chr10,120105431,120105744,313,23,178,14.7,56.9,0.93
CpG: 53,chr10,120112608,120113331,723,53,425,14.7,58.8,0.85
CpG: 65,chr10,120201290,120201968,678,65,438,19.2,64.6,0.92
CpG: 27,chr10,120208701,120208952,251,27,167,21.5,66.5,0.99
CpG: 54,chr10,120226998,120227574,576,54,380,18.8,66,0.87
CpG: 20,chr10,120414651,120414898,247,20,138,16.2,55.9,1.05
CpG: 214,chr10,120474919,120477610,2691,214,1585,15.9,58.9,0.92
CpG: 61,chr10,120552439,120553188,749,61,488,16.3,65.2,0.8
CpG: 100,chr10,120898367,120899190,823,100,592,24.3,71.9,0.94
CpG: 23,chr10,121033870,121034143,273,23,167,16.8,61.2,0.94
CpG: 78,chr10,121310231,121311024,793,78,549,19.7,69.2,0.83
CpG: 69,chr10,121351001,121351542,541,69,395,25.5,73,0.96
CpG: 67,chr10,121364966,121365648,682,67,460,19.6,67.4,0.87
CpG: 113,chr10,121475503,121476794,1291,113,860,17.5,66.6,0.81
CpG: 21,chr10,121586242,121586510,268,21,155,15.7,57.8,0.99
CpG: 45,chr10,121586706,121587024,318,45,230,28.3,72.3,1.09
CpG: 18,chr10,121606018,121606232,214,18,137,16.8,64,0.88
CpG: 19,chr10,121606892,121607129,237,19,133,16,56.1,1.04
CpG: 94,chr10,121625915,121626707,792,94,557,23.7,70.3,0.96
CpG: 64,chr10,121641588,121642085,497,64,343,25.8,69,1.1
CpG: 45,chr10,121739650,121740164,514,45,324,17.5,63,0.88
CpG: 78,chr10,122047373,122047900,527,78,385,29.6,73.1,1.11
CpG: 67,chr10,122096631,122097215,584,67,401,22.9,68.7,0.98
CpG: 67,chr10,122448598,122449321,723,67,468,18.5,64.7,0.88
CpG: 99,chr10,122678629,122679478,849,99,625,23.3,73.6,0.86
CpG: 28,chr10,122802275,122802612,337,28,223,16.6,66.2,0.76
CpG: 141,chr10,122985224,122986608,1384,141,771,20.4,55.7,1.33
CpG: 59,chr10,123076025,123076570,545,59,349,21.7,64,1.06
CpG: 102,chr10,123196325,123197341,1016,102,645,20.1,63.5,1
CpG: 133,chr10,123264440,123265789,1349,133,894,19.7,66.3,0.9
CpG: 36,chr10,125388967,125389366,399,36,254,18,63.7,0.92
CpG: 97,chr10,125966085,125966921,836,97,581,23.2,69.5,0.96
CpG: 54,chr10,126900951,126901454,503,54,372,21.5,74,0.79
CpG: 25,chr10,126905771,126906066,295,25,165,16.9,55.9,1.08
CpG: 29,chr10,126928336,126928636,300,29,218,19.3,72.7,0.73
CpG: 176,chr10,126978410,126980162,1752,176,1195,20.1,68.2,0.87
CpG: 35,chr10,127030576,127030856,280,35,202,25,72.1,0.99
CpG: 93,chr10,127040964,127042234,1270,93,809,14.6,63.7,0.72
CpG: 21,chr10,127049020,127049263,243,21,141,17.3,58,1.03
CpG: 102,chr10,127059284,127060460,1176,102,659,17.3,56,1.1
CpG: 20,chr10,127063628,127063839,211,20,145,19,68.7,0.81
CpG: 80,chr10,127079603,127080375,772,80,564,20.7,73.1,0.78
CpG: 26,chr10,127081526,127081730,204,26,153,25.5,75,0.94
CpG: 88,chr10,127090960,127091967,1007,88,674,17.5,66.9,0.78
CpG: 20,chr10,127121033,127121283,250,20,152,16,60.8,0.91
CpG: 135,chr10,127164980,127166258,1278,135,896,21.1,70.1,0.86
CpG: 49,chr10,127170598,127171211,613,49,398,16,64.9,0.78
CpG: 23,chr10,127180239,127180475,236,23,170,19.5,72,0.76
CpG: 37,chr10,127188512,127188857,345,37,262,21.4,75.9,0.78
CpG: 23,chr10,127189837,127190100,263,23,191,17.5,72.6,0.67
CpG: 33,chr10,127195381,127195717,336,33,242,19.6,72,0.76
CpG: 57,chr10,127211218,127211758,540,57,357,21.1,66.1,0.97
CpG: 20,chr10,127239295,127239520,225,20,135,17.8,60,0.99
CpG: 30,chr10,127262819,127263131,312,30,203,19.2,65.1,0.93
CpG: 61,chr10,127266238,127266876,638,61,442,19.1,69.3,0.87
CpG: 37,chr10,127288692,127289174,482,37,274,15.4,56.8,0.95
CpG: 37,chr10,127290360,127290708,348,37,240,21.3,69,0.93
CpG: 56,chr10,127311492,127312038,546,56,337,20.5,61.7,1.08
CpG: 77,chr10,127326332,127327247,915,77,605,16.8,66.1,0.77
CpG: 50,chr10,127380387,127380653,266,50,210,37.6,78.9,1.26
CpG: 38,chr10,127511688,127512121,433,38,281,17.6,64.9,0.84
CpG: 31,chr10,127512785,127513196,411,31,245,15.1,59.6,0.85
CpG: 60,chr10,127526221,127526946,725,60,473,16.6,65.2,0.78
CpG: 33,chr10,127534110,127534472,362,33,243,18.2,67.1,0.82
CpG: 26,chr10,127535010,127535219,209,26,148,24.9,70.8,0.99
CpG: 18,chr10,127544437,127544693,256,18,159,14.1,62.1,0.75
CpG: 19,chr10,127593772,127593990,218,19,129,17.4,59.2,1
CpG: 18,chr10,127621648,127621902,254,18,169,14.2,66.5,0.64
CpG: 65,chr10,127666490,127667185,695,65,386,18.7,55.5,1.24
CpG: 57,chr10,127676862,127677409,547,57,364,20.8,66.5,0.99
CpG: 44,chr10,127739625,127740040,415,44,263,21.2,63.4,1.06
CpG: 95,chr10,128035278,128036310,1032,95,659,18.4,63.9,0.9
CpG: 129,chr10,128058706,128059869,1163,129,782,22.2,67.2,0.99
CpG: 57,chr10,128083247,128083990,743,57,461,15.3,62,0.8
CpG: 54,chr10,128092858,128093472,614,54,427,17.6,69.5,0.76
CpG: 82,chr10,128096761,128097485,724,82,541,22.7,74.7,0.81
CpG: 115,chr10,128194009,128195213,1204,115,827,19.1,68.7,0.82
CpG: 20,chr10,128211740,128211946,206,20,125,19.4,60.7,1.06
CpG: 19,chr10,128213199,128213400,201,19,122,18.9,60.7,1.03
CpG: 46,chr10,128232070,128232435,365,46,262,25.2,71.8,1
CpG: 38,chr10,128270359,128270771,412,38,267,18.4,64.8,0.89
CpG: 23,chr10,128303133,128303455,322,23,179,14.3,55.6,0.92
CpG: 32,chr10,128322413,128322847,434,32,281,14.7,64.7,0.72
CpG: 47,chr10,128337602,128338095,493,47,340,19.1,69,0.8
CpG: 66,chr10,128368484,128369261,777,66,450,17,57.9,1.02
CpG: 83,chr10,128376744,128377541,797,83,548,20.8,68.8,0.88
CpG: 18,chr10,128409748,128409952,204,18,137,17.6,67.2,0.81
CpG: 42,chr10,128411345,128411845,500,42,330,16.8,66,0.78
CpG: 95,chr10,128458564,128459458,894,95,550,21.3,61.5,1.13
CpG: 19,chr10,128459651,128459860,209,19,128,18.2,61.2,0.97
CpG: 58,chr10,128525060,128525800,740,58,490,15.7,66.2,0.72
CpG: 56,chr10,128547283,128548018,735,56,462,15.2,62.9,0.77
CpG: 31,chr10,128548861,128549223,362,31,214,17.1,59.1,0.99
CpG: 92,chr10,128565283,128566452,1169,92,729,15.7,62.4,0.81
CpG: 19,chr10,128570120,128570359,239,19,149,15.9,62.3,0.82
CpG: 81,chr10,128589595,128590569,974,81,606,16.6,62.2,0.86
CpG: 37,chr10,128626155,128626554,399,37,240,18.5,60.2,1.04
CpG: 19,chr10,128645754,128645956,202,19,138,18.8,68.3,0.83
CpG: 35,chr10,128668967,128669418,451,35,284,15.5,63,0.79
CpG: 20,chr10,128673785,128673993,208,20,129,19.2,62,1.02
CpG: 28,chr10,128695892,128696208,316,28,232,17.7,73.4,0.7
CpG: 61,chr10,128704529,128705218,689,61,459,17.7,66.6,0.81
CpG: 37,chr10,128743785,128744155,370,37,263,20,71.1,0.8
CpG: 63,chr10,128747783,128748685,902,63,543,14,60.2,0.77
CpG: 71,chr10,128804987,128805758,771,71,510,18.4,66.1,0.84
CpG: 46,chr10,128821444,128822073,629,46,374,14.6,59.5,0.83
CpG: 57,chr10,128891065,128891677,612,57,400,18.6,65.4,0.88
CpG: 66,chr10,128909881,128910349,468,66,359,28.2,76.7,1.01
CpG: 38,chr10,128923104,128923546,442,38,297,17.2,67.2,0.77
CpG: 42,chr10,128933615,128934211,596,42,374,14.1,62.8,0.73
CpG: 18,chr10,130444795,130445008,213,18,143,16.9,67.1,0.75
CpG: 33,chr10,130470357,130470638,281,33,202,23.5,71.9,0.91
CpG: 99,chr11,6291320,6292275,955,99,635,20.7,66.5,0.94
CpG: 93,chr11,4848796,4849787,991,93,648,18.8,65.4,0.88
CpG: 61,chr11,59506008,59506805,797,61,496,15.3,62.2,0.8
CpG: 69,chr11,73137871,73138390,519,69,373,26.6,71.9,1.03
CpG: 52,chr11,78511866,78512482,616,52,365,16.9,59.3,0.97
CpG: 46,chr11,96861685,96862289,604,46,371,15.2,61.4,0.81
CpG: 57,chr11,106036775,106037324,549,57,368,20.8,67,0.93
CpG: 170,chr11,108920190,108922170,1980,170,1220,17.2,61.6,0.91
CpG: 40,chr11,3123323,3123768,445,40,293,18,65.8,0.88
CpG: 54,chr11,3192997,3193699,702,54,421,15.4,60,0.86
CpG: 91,chr11,3202282,3203193,911,91,581,20,63.8,0.98
CpG: 80,chr11,3265989,3266686,697,80,484,23,69.4,0.95
CpG: 19,chr11,3288696,3288937,241,19,139,15.8,57.7,0.95
CpG: 164,chr11,3289165,3291061,1896,164,1210,17.3,63.8,0.86
CpG: 72,chr11,3331816,3332496,680,72,474,21.2,69.7,0.88
CpG: 53,chr11,3408802,3409339,537,53,363,19.7,67.6,0.88
CpG: 48,chr11,3452179,3452683,504,48,312,19,61.9,1
CpG: 21,chr11,3517025,3517261,236,21,158,17.8,66.9,0.8
CpG: 26,chr11,3535666,3535984,318,26,226,16.4,71.1,0.65
CpG: 45,chr11,3628951,3629564,613,45,390,14.7,63.6,0.73
CpG: 107,chr11,3648596,3649551,955,107,601,22.4,62.9,1.14
CpG: 25,chr11,3705400,3705644,244,25,161,20.5,66,0.94
CpG: 90,chr11,3761708,3762351,643,90,467,28,72.6,1.06
CpG: 40,chr11,3774664,3775008,344,40,256,23.3,74.4,0.84
CpG: 28,chr11,3863606,3863857,251,28,170,22.3,67.7,0.97
CpG: 55,chr11,3894617,3895477,860,55,499,12.8,58,0.77
CpG: 57,chr11,3913417,3913970,553,57,372,20.6,67.3,0.92
CpG: 79,chr11,3997985,3998819,834,79,517,18.9,62,0.99
CpG: 35,chr11,4096554,4096905,351,35,220,19.9,62.7,1.02
CpG: 34,chr11,4118464,4118842,378,34,255,18,67.5,0.79
CpG: 31,chr11,4135223,4135533,310,31,171,20,55.2,1.34
CpG: 42,chr11,4160219,4160617,398,42,267,21.1,67.1,0.94
CpG: 65,chr11,4186642,4187203,561,65,405,23.2,72.2,0.9
CpG: 46,chr11,4218123,4218614,491,46,342,18.7,69.7,0.77
CpG: 56,chr11,4266612,4267106,494,56,347,22.7,70.2,0.92
CpG: 79,chr11,4594212,4594952,740,79,524,21.4,70.8,0.86
CpG: 26,chr11,4637621,4637919,298,26,206,17.4,69.1,0.74
CpG: 100,chr11,4745938,4746987,1049,100,662,19.1,63.1,0.96
CpG: 43,chr11,4895282,4895833,551,43,345,15.6,62.6,0.8
CpG: 165,chr11,4946996,4948241,1245,165,923,26.5,74.1,0.97
CpG: 48,chr11,4986840,4987274,434,48,291,22.1,67.1,1.01
CpG: 69,chr11,5057945,5058535,590,69,419,23.4,71,0.93
CpG: 21,chr11,5059843,5060049,206,21,135,20.4,65.5,0.95
CpG: 76,chr11,5061391,5062326,935,76,654,16.3,69.9,0.67
CpG: 23,chr11,5063952,5064258,306,23,202,15,66,0.7
CpG: 30,chr11,5065018,5065397,379,30,243,15.8,64.1,0.77
CpG: 132,chr11,5098460,5099696,1236,132,845,21.4,68.4,0.91
CpG: 56,chr11,5151984,5152559,575,56,383,19.5,66.6,0.88
CpG: 86,chr11,5261162,5262087,925,86,535,18.6,57.8,1.12
CpG: 145,chr11,5443960,5445415,1455,145,895,19.9,61.5,1.07
CpG: 88,chr11,5520598,5521782,1184,88,696,14.9,58.8,0.87
CpG: 72,chr11,5541743,5542349,606,72,428,23.8,70.6,0.95
CpG: 63,chr11,5707307,5707799,492,63,367,25.6,74.6,0.92
CpG: 24,chr11,5716858,5717201,343,24,215,14,62.7,0.73
