name,chr,start,end,abs_summit,pileup,fold_enrichment
ES_H3K27me3_peak_9402,chr2,131350896,131351316,131351230,18,4.72214
ES_H3K27me3_peak_9403,chr2,131351900,131352279,131351972,17,4.47361
ES_H3K27me3_peak_9404,chr2,131470588,131470774,131470696,14,3.6884
ES_H3K27me3_peak_9405,chr2,131493115,131493734,131493376,32,4.88195
ES_H3K27me3_peak_9406,chr2,131494082,131494268,131494121,20,3.26001
ES_H3K27me3_peak_9407,chr2,131546539,131546802,131546670,27,3.38397
ES_H3K27me3_peak_9408,chr2,131547679,131548140,131547798,29,3.48396
ES_H3K27me3_peak_9409,chr2,131563587,131564070,131563710,28,2.44423
ES_H3K27me3_peak_9410,chr2,131656527,131656783,131656645,15,3.97654
ES_H3K27me3_peak_9411,chr2,131759526,131759712,131759646,16,3.2183
ES_H3K27me3_peak_9412,chr2,131910484,131910809,131910621,20,4.37856
ES_H3K27me3_peak_9413,chr2,132028540,132028732,132028597,24,2.81763
ES_H3K27me3_peak_9414,chr2,132350576,132350880,132350751,22,5.45489
ES_H3K27me3_peak_9415,chr2,132383595,132384596,132384056,48,5.14317
ES_H3K27me3_peak_9416,chr2,132436662,132436861,132436791,15,3.97654
ES_H3K27me3_peak_9417,chr2,132876942,132877128,132877058,19,3.63194
ES_H3K27me3_peak_9418,chr2,132877673,132878028,132877914,26,4.78927
ES_H3K27me3_peak_9419,chr2,132878407,132878973,132878718,24,4.29214
ES_H3K27me3_peak_9420,chr2,132935227,132935713,132935410,18,3.50994
ES_H3K27me3_peak_9421,chr2,132944427,132944663,132944592,27,3.4864
ES_H3K27me3_peak_9422,chr2,133529775,133530011,133529895,18,4.02432
ES_H3K27me3_peak_9423,chr2,133551484,133551839,133551656,57,4.69601
ES_H3K27me3_peak_9424,chr2,133553611,133554020,133553698,41,2.94565
ES_H3K27me3_peak_9425,chr2,133630240,133630426,133630383,15,3.47139
ES_H3K27me3_peak_9426,chr2,133786764,133786950,133786791,13,3.47947
ES_H3K27me3_peak_9427,chr2,133834013,133834250,133834160,19,4.97068
ES_H3K27me3_peak_9428,chr2,133972708,133972895,133972806,15,3.82867
ES_H3K27me3_peak_9429,chr2,133973286,133973629,133973449,21,5.03894
ES_H3K27me3_peak_9430,chr2,134026105,134026383,134026214,14,3.72801
ES_H3K27me3_peak_9431,chr2,134461374,134461565,134461433,13,2.63173
ES_H3K27me3_peak_9432,chr2,134504341,134504879,134504452,17,3.66726
ES_H3K27me3_peak_9433,chr2,134642796,134643039,134642932,17,4.47361
ES_H3K27me3_peak_9434,chr2,134787427,134787925,134787573,26,3.01131
ES_H3K27me3_peak_9435,chr2,135329727,135329933,135329827,13,3.2066
ES_H3K27me3_peak_9436,chr2,135613432,135613626,135613523,29,3.85203
ES_H3K27me3_peak_9437,chr2,135660188,135660418,135660301,16,4.22508
ES_H3K27me3_peak_9438,chr2,136059876,136060274,136059981,32,2.81688
ES_H3K27me3_peak_9439,chr2,136061928,136062145,136062024,36,3.48055
ES_H3K27me3_peak_9440,chr2,136099687,136099906,136099843,31,2.44295
ES_H3K27me3_peak_9441,chr2,136103314,136103516,136103404,54,3.5501
ES_H3K27me3_peak_9442,chr2,136110150,136110375,136110266,45,2.41527
ES_H3K27me3_peak_9443,chr2,136386649,136386897,136386759,32,2.71295
ES_H3K27me3_peak_9444,chr2,137205875,137206061,137205968,16,4.18019
ES_H3K27me3_peak_9445,chr2,137221436,137221696,137221550,21,5.46774
ES_H3K27me3_peak_9446,chr2,138751250,138751436,138751361,18,4.72214
ES_H3K27me3_peak_9447,chr2,139359272,139359458,139359357,17,3.85836
ES_H3K27me3_peak_9448,chr2,139420691,139420877,139420775,15,3.97654
ES_H3K27me3_peak_9449,chr2,139542828,139543077,139543007,15,3.95247
ES_H3K27me3_peak_9450,chr2,139575847,139576105,139575899,17,4.07046
ES_H3K27me3_peak_9451,chr2,139655497,139655712,139655611,19,4.21941
ES_H3K27me3_peak_9452,chr2,139675897,139676188,139676161,30,2.2178
ES_H3K27me3_peak_9453,chr2,139676571,139677004,139676731,36,2.52865
ES_H3K27me3_peak_9454,chr2,139747792,139747978,139747882,16,3.53078
ES_H3K27me3_peak_9455,chr2,140396273,140396821,140396350,20,3.37767
ES_H3K27me3_peak_9456,chr2,140397261,140397641,140397388,23,3.93114
ES_H3K27me3_peak_9457,chr2,140653130,140653316,140653174,16,4.08624
ES_H3K27me3_peak_9458,chr2,140669547,140669935,140669835,20,3.25057
ES_H3K27me3_peak_9459,chr2,141622673,141622859,141622781,13,3.38034
ES_H3K27me3_peak_9460,chr2,143032164,143032374,143032289,18,4.72214
ES_H3K27me3_peak_9461,chr2,143041899,143042539,143042058,16,4.22508
ES_H3K27me3_peak_9462,chr2,143417535,143417737,143417645,15,3.32309
ES_H3K27me3_peak_9463,chr2,143548307,143549090,143548863,35,3.6776
ES_H3K27me3_peak_9464,chr2,143579818,143580004,143579863,12,3.01631
ES_H3K27me3_peak_9465,chr2,143631976,143632165,143632017,16,4.22508
ES_H3K27me3_peak_9466,chr2,143697565,143697760,143697647,19,4.80735
ES_H3K27me3_peak_9467,chr2,143755538,143755765,143755597,15,3.77795
ES_H3K27me3_peak_9468,chr2,143861644,143862294,143861991,44,5.48814
ES_H3K27me3_peak_9469,chr2,143863523,143863788,143863684,28,3.61934
ES_H3K27me3_peak_9470,chr2,144029768,144029991,144029893,16,3.61502
ES_H3K27me3_peak_9471,chr2,144330300,144330486,144330356,24,3.31345
ES_H3K27me3_peak_9472,chr2,144343751,144344050,144343828,17,4.47361
ES_H3K27me3_peak_9473,chr2,144524653,144524994,144524811,24,4.30596
ES_H3K27me3_peak_9474,chr2,144525493,144525680,144525530,20,3.71267
ES_H3K27me3_peak_9475,chr2,144833591,144833777,144833615,13,3.47947
ES_H3K27me3_peak_9476,chr2,145168932,145169339,145169138,25,2.72368
ES_H3K27me3_peak_9477,chr2,145254750,145254976,145254896,18,4.26057
ES_H3K27me3_peak_9478,chr2,145676955,145677145,145677075,15,3.74488
ES_H3K27me3_peak_9479,chr2,146208122,146208425,146208287,26,5.85798
ES_H3K27me3_peak_9480,chr2,146219653,146220569,146220129,57,4.47255
ES_H3K27me3_peak_9481,chr2,146224376,146225165,146224764,47,3.77768
ES_H3K27me3_peak_9482,chr2,146804314,146804516,146804389,14,3.60551
ES_H3K27me3_peak_9483,chr2,146839908,146840453,146840356,44,2.96183
ES_H3K27me3_peak_9484,chr2,146902168,146902359,146902239,18,4.2966
ES_H3K27me3_peak_9485,chr2,146908980,146909591,146909313,32,3.33924
ES_H3K27me3_peak_9486,chr2,146915667,146915854,146915732,24,3.29711
ES_H3K27me3_peak_9487,chr2,146922560,146922786,146922646,16,4.18019
ES_H3K27me3_peak_9488,chr2,147034574,147034804,147034673,18,3.90072
ES_H3K27me3_peak_9489,chr2,147082425,147083551,147082984,64,3.94331
ES_H3K27me3_peak_9490,chr2,147087350,147087671,147087469,47,2.37786
ES_H3K27me3_peak_9491,chr2,147097126,147097330,147097262,22,3.15795
ES_H3K27me3_peak_9492,chr2,147179425,147179942,147179681,41,3.15237
ES_H3K27me3_peak_9493,chr2,147185336,147185604,147185495,49,2.84605
ES_H3K27me3_peak_9494,chr2,147188418,147188741,147188581,44,2.25642
ES_H3K27me3_peak_9495,chr2,147191301,147191632,147191456,50,2.64661
ES_H3K27me3_peak_9496,chr2,147192612,147193137,147192712,44,2.19468
ES_H3K27me3_peak_9497,chr2,147257441,147257696,147257591,30,6.38885
ES_H3K27me3_peak_9498,chr2,147307151,147307486,147307209,21,2.91584
ES_H3K27me3_peak_9499,chr2,147360518,147360866,147360698,44,2.46439
ES_H3K27me3_peak_9500,chr2,147361290,147361489,147361377,43,2.3998
ES_H3K27me3_peak_9501,chr2,147366632,147366855,147366711,43,2.63938
ES_H3K27me3_peak_9502,chr2,147871620,147871806,147871722,16,4.04984
ES_H3K27me3_peak_9503,chr2,147916490,147916748,147916654,16,3.94441
ES_H3K27me3_peak_9504,chr2,148037484,148037713,148037651,40,2.36396
ES_H3K27me3_peak_9505,chr2,148042984,148043396,148043149,55,3.1342
ES_H3K27me3_peak_9506,chr2,148047109,148047813,148047280,55,3.2323
ES_H3K27me3_peak_9507,chr2,148111003,148111370,148111146,17,4.36586
ES_H3K27me3_peak_9508,chr2,148405386,148405774,148405668,25,4.14448
ES_H3K27me3_peak_9509,chr2,148406637,148406879,148406696,17,2.98493
ES_H3K27me3_peak_9510,chr2,148459567,148460054,148459661,16,4.06796
ES_H3K27me3_peak_9511,chr2,148979267,148979498,148979349,19,4.97068
ES_H3K27me3_peak_9512,chr2,149157285,149157581,149157505,22,3.37456
ES_H3K27me3_peak_9513,chr2,149285340,149285662,149285479,19,4.25297
ES_H3K27me3_peak_9514,chr2,149345214,149345400,149345347,15,3.97654
ES_H3K27me3_peak_9515,chr2,149353459,149353690,149353542,18,3.99269
ES_H3K27me3_peak_9516,chr2,149490398,149490619,149490494,15,3.97654
ES_H3K27me3_peak_9517,chr2,149490725,149490926,149490842,17,4.47361
ES_H3K27me3_peak_9518,chr2,150174447,150174652,150174534,17,3.73847
ES_H3K27me3_peak_9519,chr2,150393113,150393299,150393169,16,4.22508
ES_H3K27me3_peak_9520,chr2,150499737,150499978,150499913,27,3.79574
ES_H3K27me3_peak_9521,chr2,150502401,150502687,150502559,25,3.98987
ES_H3K27me3_peak_9522,chr2,150524832,150525314,150524920,35,2.89287
ES_H3K27me3_peak_9523,chr2,150526558,150526850,150526767,32,2.59716
ES_H3K27me3_peak_9524,chr2,150546345,150546554,150546379,16,4.22508
ES_H3K27me3_peak_9525,chr2,150546799,150546985,150546952,14,3.72801
ES_H3K27me3_peak_9526,chr2,150668652,150669101,150668917,22,4.68594
ES_H3K27me3_peak_9527,chr2,150687113,150688209,150687224,33,3.57575
ES_H3K27me3_peak_9528,chr2,150747265,150747633,150747376,16,4.22508
ES_H3K27me3_peak_9529,chr2,151007480,151008424,151007992,29,5.54201
ES_H3K27me3_peak_9530,chr2,151059161,151059359,151059275,19,4.37474
ES_H3K27me3_peak_9531,chr2,151631762,151631999,151631856,29,3.21837
ES_H3K27me3_peak_9532,chr2,151632778,151633115,151632940,29,3.23133
ES_H3K27me3_peak_9533,chr2,151651302,151651502,151651406,23,4.52745
ES_H3K27me3_peak_9534,chr2,151668665,151669065,151668783,35,3.41653
ES_H3K27me3_peak_9535,chr2,151669233,151669419,151669286,28,2.74247
ES_H3K27me3_peak_9536,chr2,151703467,151704338,151703879,34,3.58915
ES_H3K27me3_peak_9537,chr2,151841505,151841753,151841655,18,2.75742
ES_H3K27me3_peak_9538,chr2,151889245,151889434,151889330,18,4.72214
ES_H3K27me3_peak_9539,chr2,151942007,151942303,151942176,30,7.70455
ES_H3K27me3_peak_9540,chr2,152058974,152059168,152059059,16,3.62945
ES_H3K27me3_peak_9541,chr2,152073046,152073235,152073159,17,2.65553
ES_H3K27me3_peak_9542,chr2,152079761,152080539,152080375,37,3.34513
ES_H3K27me3_peak_9543,chr2,152104149,152104335,152104227,13,3.19292
ES_H3K27me3_peak_9544,chr2,152377343,152377529,152377446,13,3.47947
ES_H3K27me3_peak_9545,chr2,152551725,152551960,152551882,14,3.40646
ES_H3K27me3_peak_9546,chr2,152575484,152575742,152575614,21,5.31196
ES_H3K27me3_peak_9547,chr2,152626103,152626535,152626424,28,3.70583
ES_H3K27me3_peak_9548,chr2,152627806,152628011,152627929,25,3.08646
ES_H3K27me3_peak_9549,chr2,152634903,152635109,152634984,25,3.81472
ES_H3K27me3_peak_9550,chr2,152723326,152723694,152723439,22,5.24551
ES_H3K27me3_peak_9551,chr2,152737310,152737514,152737400,19,4.07473
ES_H3K27me3_peak_9552,chr2,152944617,152944950,152944721,25,2.53961
ES_H3K27me3_peak_9553,chr2,152952008,152952195,152952071,24,3.20234
ES_H3K27me3_peak_9554,chr2,153072272,153072894,153072431,29,3.43914
ES_H3K27me3_peak_9555,chr2,153072974,153073379,153073262,31,3.63723
ES_H3K27me3_peak_9556,chr2,153109568,153109799,153109677,28,4.05464
ES_H3K27me3_peak_9557,chr2,153110058,153110247,153110136,21,3.06791
ES_H3K27me3_peak_9558,chr2,153153636,153153980,153153808,16,4.22508
ES_H3K27me3_peak_9559,chr2,153443011,153443264,153443170,26,3.50895
ES_H3K27me3_peak_9560,chr2,153445703,153446260,153446115,31,3.87616
ES_H3K27me3_peak_9561,chr2,153491483,153491669,153491511,17,3.4942
ES_H3K27me3_peak_9562,chr2,153527314,153527754,153527424,25,3.85705
ES_H3K27me3_peak_9563,chr2,153530848,153531210,153531087,28,3.86275
ES_H3K27me3_peak_9564,chr2,153531598,153531850,153531694,27,3.79574
ES_H3K27me3_peak_9565,chr2,153532280,153532476,153532327,23,3.41812
ES_H3K27me3_peak_9566,chr2,153856971,153857163,153857063,17,4.30725
ES_H3K27me3_peak_9567,chr2,153858115,153858311,153858200,17,4.23151
ES_H3K27me3_peak_9568,chr2,154071432,154071653,154071529,19,4.74338
ES_H3K27me3_peak_9569,chr2,154099221,154099477,154099382,18,4.35181
ES_H3K27me3_peak_9570,chr2,154406736,154407145,154406840,15,3.97654
ES_H3K27me3_peak_9571,chr2,154550009,154550657,154550526,38,6.17988
ES_H3K27me3_peak_9572,chr2,154550799,154551001,154550962,18,2.99297
ES_H3K27me3_peak_9573,chr2,154551169,154551842,154551329,25,4.08362
ES_H3K27me3_peak_9574,chr2,155018449,155018845,155018738,31,3.85868
ES_H3K27me3_peak_9575,chr2,155275147,155275977,155275836,23,5.96481
ES_H3K27me3_peak_9576,chr2,155380079,155380308,155380138,18,3.13133
ES_H3K27me3_peak_9577,chr2,155380427,155380932,155380627,25,4.35205
ES_H3K27me3_peak_9578,chr2,155514073,155514259,155514148,19,3.66932
ES_H3K27me3_peak_9579,chr2,155546315,155546501,155546390,17,4.47361
ES_H3K27me3_peak_9580,chr2,155629859,155630153,155629981,20,3.6523
ES_H3K27me3_peak_9581,chr2,155631462,155631946,155631743,19,3.61965
ES_H3K27me3_peak_9582,chr2,155749973,155750159,155750069,16,3.54455
ES_H3K27me3_peak_9583,chr2,155751690,155752049,155751796,16,3.65867
ES_H3K27me3_peak_9584,chr2,155774013,155774271,155774131,29,3.19911
ES_H3K27me3_peak_9585,chr2,155774542,155774741,155774633,26,2.90235
ES_H3K27me3_peak_9586,chr2,155776681,155776890,155776829,27,3.31651
ES_H3K27me3_peak_9587,chr2,156611822,156612161,156611939,15,3.0615
ES_H3K27me3_peak_9588,chr2,156612419,156612901,156612597,19,4.07473
ES_H3K27me3_peak_9589,chr2,156775733,156776301,156776105,16,3.99643
ES_H3K27me3_peak_9590,chr2,156776807,156777029,156776885,15,3.69635
ES_H3K27me3_peak_9591,chr2,156794206,156794439,156794358,15,3.3889
ES_H3K27me3_peak_9592,chr2,156801611,156801820,156801715,16,3.55842
ES_H3K27me3_peak_9593,chr2,157187788,157188013,157187939,15,3.97654
ES_H3K27me3_peak_9594,chr2,157239016,157239219,157239107,26,4.19144
ES_H3K27me3_peak_9595,chr2,157252512,157252800,157252663,21,3.81382
ES_H3K27me3_peak_9596,chr2,157497526,157497736,157497602,17,3.73847
ES_H3K27me3_peak_9597,chr2,157531309,157531567,157531472,16,3.65867
ES_H3K27me3_peak_9598,chr2,157913654,157913932,157913754,30,4.54832
ES_H3K27me3_peak_9599,chr2,157915221,157915476,157915349,23,3.3732
ES_H3K27me3_peak_9600,chr2,157915550,157915811,157915699,22,3.16608
ES_H3K27me3_peak_9601,chr2,157942128,157942412,157942261,16,3.76473
ES_H3K27me3_peak_9602,chr2,158145465,158146138,158145778,21,4.99614
ES_H3K27me3_peak_9603,chr2,158208513,158208866,158208688,15,3.97654
ES_H3K27me3_peak_9604,chr2,158230012,158230221,158230099,14,3.72801
ES_H3K27me3_peak_9605,chr2,158374664,158374894,158374762,14,3.48036
ES_H3K27me3_peak_9606,chr2,158374998,158375237,158375150,15,3.66468
ES_H3K27me3_peak_9607,chr2,158595823,158596045,158595937,20,3.86605
ES_H3K27me3_peak_9608,chr2,158612191,158612416,158612319,27,2.46078
ES_H3K27me3_peak_9609,chr2,158668897,158669085,158668984,24,2.9033
ES_H3K27me3_peak_9610,chr2,158693884,158694080,158693974,14,3.72801
ES_H3K27me3_peak_9611,chr2,159015792,159016065,159015973,15,3.72856
ES_H3K27me3_peak_9612,chr2,159065148,159065371,159065244,34,3.05091
ES_H3K27me3_peak_9613,chr2,159344753,159345162,159344921,15,3.97654
ES_H3K27me3_peak_9614,chr2,159562558,159562744,159562666,14,3.72801
ES_H3K27me3_peak_9615,chr2,159721202,159721417,159721319,16,4.22508
ES_H3K27me3_peak_9616,chr2,159795842,159796031,159795944,15,3.97654
ES_H3K27me3_peak_9617,chr2,159821052,159821321,159821183,19,4.60056
ES_H3K27me3_peak_9618,chr2,160322929,160323135,160323029,20,4.98055
ES_H3K27me3_peak_9619,chr2,160362930,160363121,160362992,37,2.30271
ES_H3K27me3_peak_9620,chr2,160363571,160364378,160363955,45,2.82592
ES_H3K27me3_peak_9621,chr2,160364910,160365161,160365121,41,2.39834
ES_H3K27me3_peak_9622,chr2,160370026,160370212,160370052,34,2.39503
ES_H3K27me3_peak_9623,chr2,160371084,160371330,160371223,39,2.90048
ES_H3K27me3_peak_9624,chr2,160467562,160467908,160467825,15,3.84588
ES_H3K27me3_peak_9625,chr2,160800726,160800913,160800788,14,3.51082
ES_H3K27me3_peak_9626,chr2,160871610,160871909,160871728,41,5.21746
ES_H3K27me3_peak_9627,chr2,160878478,160878825,160878702,23,5.59284
ES_H3K27me3_peak_9628,chr2,160910715,160911462,160911259,39,3.81647
ES_H3K27me3_peak_9629,chr2,160912797,160913109,160913009,32,3.00388
ES_H3K27me3_peak_9630,chr2,160913276,160913488,160913401,27,2.51873
ES_H3K27me3_peak_9631,chr2,160922338,160922711,160922491,18,3.84172
ES_H3K27me3_peak_9632,chr2,161189368,161189564,161189478,32,2.41583
ES_H3K27me3_peak_9633,chr2,161189964,161190377,161190134,49,3.50214
ES_H3K27me3_peak_9634,chr2,161261760,161261956,161261858,21,5.33605
ES_H3K27me3_peak_9635,chr2,161439481,161439678,161439579,13,3.47947
ES_H3K27me3_peak_9636,chr2,161982024,161982260,161982103,18,4.72214
ES_H3K27me3_peak_9637,chr2,162292500,162292908,162292625,16,3.94441
ES_H3K27me3_peak_9638,chr2,162542651,162542881,162542760,13,3.47947
ES_H3K27me3_peak_9639,chr2,162659582,162660268,162659910,36,3.80154
ES_H3K27me3_peak_9640,chr2,162839534,162839786,162839717,12,3.23094
ES_H3K27me3_peak_9641,chr2,162864244,162864453,162864358,14,3.72801
ES_H3K27me3_peak_9642,chr2,162909015,162909274,162909123,18,4.40845
ES_H3K27me3_peak_9643,chr2,162988076,162988294,162988178,15,3.10595
ES_H3K27me3_peak_9644,chr2,163203717,163203982,163203950,25,2.4807
ES_H3K27me3_peak_9645,chr2,163323506,163323887,163323657,23,4.59225
ES_H3K27me3_peak_9646,chr2,163338214,163338428,163338348,23,3.52128
ES_H3K27me3_peak_9647,chr2,163338704,163339039,163338855,21,3.23672
ES_H3K27me3_peak_9648,chr2,163340086,163340294,163340234,20,3.12398
ES_H3K27me3_peak_9649,chr2,163375152,163375449,163375267,29,4.12967
ES_H3K27me3_peak_9650,chr2,163749397,163749591,163749516,19,3.70748
ES_H3K27me3_peak_9651,chr2,163854278,163854761,163854468,54,4.89808
ES_H3K27me3_peak_9652,chr2,163919720,163919926,163919847,25,3.58829
ES_H3K27me3_peak_9653,chr2,163991394,163991715,163991472,18,3.8563
ES_H3K27me3_peak_9654,chr2,163993122,163993309,163993164,17,3.88954
ES_H3K27me3_peak_9655,chr2,164166738,164167665,164167554,47,3.34453
ES_H3K27me3_peak_9656,chr2,164169168,164169657,164169362,41,2.68506
ES_H3K27me3_peak_9657,chr2,164361555,164361741,164361636,21,4.49935
ES_H3K27me3_peak_9658,chr2,164362107,164362358,164362200,15,3.31023
ES_H3K27me3_peak_9659,chr2,164382410,164382704,164382573,15,3.88076
ES_H3K27me3_peak_9660,chr2,164388471,164388696,164388602,29,3.89884
ES_H3K27me3_peak_9661,chr2,164390087,164391136,164390263,34,4.17337
ES_H3K27me3_peak_9662,chr2,164402194,164402451,164402340,30,2.62105
ES_H3K27me3_peak_9663,chr2,164729712,164729932,164729772,13,3.47947
ES_H3K27me3_peak_9664,chr2,164784713,164785316,164785006,13,3.47947
ES_H3K27me3_peak_9665,chr2,164966750,164967484,164967019,37,3.56209
ES_H3K27me3_peak_9666,chr2,164972219,164972439,164972356,25,2.84054
ES_H3K27me3_peak_9667,chr2,165111003,165111273,165111129,21,3.00522
ES_H3K27me3_peak_9668,chr2,165111628,165111866,165111750,25,3.58829
ES_H3K27me3_peak_9669,chr2,165202759,165203179,165202846,17,3.44419
ES_H3K27me3_peak_9670,chr2,165232961,165233387,165233304,30,2.94201
ES_H3K27me3_peak_9671,chr2,165369218,165369543,165369360,19,4.52274
ES_H3K27me3_peak_9672,chr2,165387069,165387745,165387423,19,4.46608
ES_H3K27me3_peak_9673,chr2,165506409,165506645,165506545,19,4.60056
ES_H3K27me3_peak_9674,chr2,165541726,165542015,165541862,31,6.30343
ES_H3K27me3_peak_9675,chr2,165562757,165562943,165562854,17,3.21417
ES_H3K27me3_peak_9676,chr2,165594565,165594767,165594674,26,3.27051
ES_H3K27me3_peak_9677,chr2,165595946,165596447,165596323,26,3.04947
ES_H3K27me3_peak_9678,chr2,165596578,165596825,165596728,28,3.24792
ES_H3K27me3_peak_9679,chr2,165762656,165762996,165762897,26,4.40903
ES_H3K27me3_peak_9680,chr2,166316948,166317140,166317083,20,4.76904
ES_H3K27me3_peak_9681,chr2,167187797,167188024,167187915,23,3.9799
ES_H3K27me3_peak_9682,chr2,167191615,167191880,167191655,17,3.38365
ES_H3K27me3_peak_9683,chr2,167239757,167240042,167240025,18,3.77044
ES_H3K27me3_peak_9684,chr2,167349996,167350335,167350052,16,3.3121
ES_H3K27me3_peak_9685,chr2,167350589,167351112,167350750,26,5.20352
ES_H3K27me3_peak_9686,chr2,167539442,167539702,167539545,24,4.12018
ES_H3K27me3_peak_9687,chr2,167662713,167662947,167662772,15,3.42965
ES_H3K27me3_peak_9688,chr2,167663571,167663956,167663786,21,4.39842
ES_H3K27me3_peak_9689,chr2,168049965,168050151,168050059,25,3.32247
ES_H3K27me3_peak_9690,chr2,168050877,168052383,168051658,30,4.00931
ES_H3K27me3_peak_9691,chr2,168082455,168082678,168082587,18,4.72214
ES_H3K27me3_peak_9692,chr2,168285011,168285221,168285094,21,4.36577
ES_H3K27me3_peak_9693,chr2,168600745,168601030,168600912,27,4.15375
ES_H3K27me3_peak_9694,chr2,168911710,168912096,168911942,25,4.64269
ES_H3K27me3_peak_9695,chr2,169061823,169062009,169061857,14,3.52626
ES_H3K27me3_peak_9696,chr2,169163078,169163337,169163197,20,4.48344
ES_H3K27me3_peak_9697,chr2,169193458,169193822,169193643,13,3.47947
ES_H3K27me3_peak_9698,chr2,169296858,169297068,169297020,25,4.04795
ES_H3K27me3_peak_9699,chr2,169645060,169645720,169645390,20,4.46561
ES_H3K27me3_peak_9700,chr2,169737390,169737697,169737566,15,3.15172
ES_H3K27me3_peak_9701,chr2,169812499,169812685,169812578,16,4.08624
ES_H3K27me3_peak_9702,chr2,169887017,169887203,169887143,15,3.05058
ES_H3K27me3_peak_9703,chr2,169904798,169904996,169904957,21,4.44831
ES_H3K27me3_peak_9704,chr2,169932750,169933043,169932907,18,4.72214
ES_H3K27me3_peak_9705,chr2,170084198,170084404,170084313,19,4.76451
ES_H3K27me3_peak_9706,chr2,170323498,170323836,170323531,23,3.10398
ES_H3K27me3_peak_9707,chr2,170361006,170361196,170361144,19,3.72038
ES_H3K27me3_peak_9708,chr2,170410013,170410329,170410172,22,3.45029
ES_H3K27me3_peak_9709,chr2,170495562,170495983,170495695,44,4.0142
ES_H3K27me3_peak_9710,chr2,170498265,170498544,170498415,33,3.42101
ES_H3K27me3_peak_9711,chr2,170505209,170505856,170505712,22,4.96996
ES_H3K27me3_peak_9712,chr2,170732695,170732918,170732806,19,3.14125
ES_H3K27me3_peak_9713,chr2,170733584,170734071,170733953,21,3.54919
ES_H3K27me3_peak_9714,chr2,170769838,170770024,170769957,15,3.68045
ES_H3K27me3_peak_9715,chr2,170839342,170839803,170839730,13,3.47947
ES_H3K27me3_peak_9716,chr2,170898994,170899300,170899178,17,4.47361
ES_H3K27me3_peak_9717,chr2,171227482,171227715,171227606,21,4.44831
ES_H3K27me3_peak_9718,chr2,171541424,171541697,171541513,18,3.30446
ES_H3K27me3_peak_9719,chr2,171541909,171542107,171542052,17,3.23578
ES_H3K27me3_peak_9720,chr2,171575528,171575722,171575631,14,3.57339
ES_H3K27me3_peak_9721,chr2,171575780,171576130,171575948,21,5.33605
ES_H3K27me3_peak_9722,chr2,171576618,171576864,171576700,18,4.72214
ES_H3K27me3_peak_9723,chr2,171749281,171749517,171749449,20,2.8468
ES_H3K27me3_peak_9724,chr2,172043754,172044209,172044121,27,3.35365
ES_H3K27me3_peak_9725,chr2,172044675,172044919,172044853,27,3.34616
ES_H3K27me3_peak_9726,chr2,172098777,172099002,172098914,18,4.72214
ES_H3K27me3_peak_9727,chr2,172247808,172248034,172247935,19,4.17005
ES_H3K27me3_peak_9728,chr2,172532796,172533220,172533153,16,3.16232
ES_H3K27me3_peak_9729,chr2,172539955,172540161,172540058,19,3.63194
ES_H3K27me3_peak_9730,chr2,172548372,172548658,172548525,30,3.67185
ES_H3K27me3_peak_9731,chr2,172552175,172552917,172552614,23,3.59023
ES_H3K27me3_peak_9732,chr2,172607357,172607543,172607368,13,3.47947
ES_H3K27me3_peak_9733,chr2,172624232,172624565,172624415,25,5.8548
ES_H3K27me3_peak_9734,chr2,172658716,172659017,172658874,16,4.1995
ES_H3K27me3_peak_9735,chr2,172727717,172728081,172727946,29,3.08826
ES_H3K27me3_peak_9736,chr2,172729233,172729616,172729534,26,2.74248
ES_H3K27me3_peak_9737,chr2,172730568,172730774,172730644,30,3.0391
ES_H3K27me3_peak_9738,chr2,172788062,172788343,172788172,26,3.36189
ES_H3K27me3_peak_9739,chr2,172788511,172788790,172788676,25,3.17817
ES_H3K27me3_peak_9740,chr2,172938101,172938505,172938360,34,3.36341
ES_H3K27me3_peak_9741,chr2,172955946,172956179,172956046,18,4.72214
ES_H3K27me3_peak_9742,chr2,172973129,172973433,172973338,18,4.72214
ES_H3K27me3_peak_9743,chr2,172980265,172981088,172980788,26,4.5479
ES_H3K27me3_peak_9744,chr2,173021231,173021485,173021346,23,5.96481
ES_H3K27me3_peak_9745,chr2,173122780,173123003,173122833,17,3.63953
ES_H3K27me3_peak_9746,chr2,173150131,173150317,173150188,15,3.97654
ES_H3K27me3_peak_9747,chr2,173172304,173172490,173172424,16,3.70338
ES_H3K27me3_peak_9748,chr2,173213094,173213685,173213212,17,4.23151
ES_H3K27me3_peak_9749,chr2,173274177,173274375,173274238,14,3.43564
ES_H3K27me3_peak_9750,chr2,173316602,173316788,173316668,16,4.22508
ES_H3K27me3_peak_9751,chr2,173341245,173341488,173341376,18,3.8563
ES_H3K27me3_peak_9752,chr2,173348397,173348723,173348567,16,3.76473
ES_H3K27me3_peak_9753,chr2,173584757,173585317,173585081,23,3.49253
ES_H3K27me3_peak_9754,chr2,173585963,173586682,173586253,26,4.14333
ES_H3K27me3_peak_9755,chr2,174297586,174297793,174297736,14,3.49553
ES_H3K27me3_peak_9756,chr2,174326175,174326685,174326509,34,3.28087
ES_H3K27me3_peak_9757,chr2,174328103,174328304,174328178,35,3.3337
ES_H3K27me3_peak_9758,chr2,174909870,174910244,174910029,22,5.29064
ES_H3K27me3_peak_9759,chr2,174937803,174938017,174937927,17,3.81251
