name,chr,start,end,Enh.prob,geneName,location
enh9733,chr9,72871194.0,72872193.0,0.5101,Prtg,genic
enh9734,chr2,168136501.0,168137500.0,0.51,RP23-209N3.3,intergenic
enh9735,chr3,152595037.0,152596036.0,0.51,Ak5,genic
enh9736,chr9,29306416.0,29307415.0,0.51,Ntm,genic
enh9737,chr1,77502426.0,77503425.0,0.5099,Epha4,genic
enh9738,chr1,178849870.0,178850869.0,0.5099,Kif26b,genic
enh9739,chr11,28582001.0,28583000.0,0.5099,Ccdc85a,genic
enh9740,chr12,80034014.0,80035013.0,0.5099,Zfp36l1,intergenic
enh9741,chr15,88853571.0,88854570.0,0.5099,Pim3,upstream
enh9742,chr2,106622844.0,106623843.0,0.5099,RP23-300H23.1,intergenic
enh9743,chr3,149001037.0,149002036.0,0.5099,Lphn2,intergenic
enh9744,chr1,6281920.0,6282919.0,0.5098,Rb1cc1,downstream
enh9745,chr1,82007426.0,82008425.0,0.5098,AC158960.1,intergenic
enh9746,chr10,66920253.0,66921252.0,0.5098,AC153382.2,overlapTSS
enh9747,chr4,149601892.0,149602891.0,0.5098,Clstn1,genic
enh9748,chr5,96967982.0,96968981.0,0.5098,Bmp2k,intergenic
enh9749,chr7,128727487.0,128728486.0,0.5098,1110007A13Rik,genic
enh9750,chr10,17230195.0,17231194.0,0.5097,U6,intergenic
enh9751,chr10,122983945.0,122984944.0,0.5097,mmu-let-7i,downstream
enh9752,chr11,88667687.0,88668686.0,0.5097,Msi2,genic
enh9753,chr11,100558687.0,100559686.0,0.5097,Ttc25,genic
enh9754,chr16,30646915.0,30647914.0,0.5097,Fam43a,intergenic
enh9755,chr18,75463347.0,75464346.0,0.5097,Gm672,genic
enh9756,chr2,155141265.0,155142264.0,0.5097,Itch,genic
enh9757,chr11,20395998.0,20396997.0,0.5096,RP23-259J23.1,intergenic
enh9758,chr12,117685528.0,117686527.0,0.5096,Rapgef5,genic
enh9759,chr13,12912734.0,12913733.0,0.5096,Prl2c2,intergenic
enh9760,chr15,93005570.0,93006569.0,0.5096,7SK,intergenic
enh9761,chr18,38636347.0,38637346.0,0.5096,Arhgap26,genic
enh9762,chr19,29655511.0,29656510.0,0.5096,Ermp1,upstream
enh9763,chr3,60281079.0,60282078.0,0.5096,U6,intergenic
enh9764,chr5,146376425.0,146377424.0,0.5096,Wasf3,upstream
enh9765,chr11,97979687.0,97980686.0,0.5095,Plxdc1,genic
enh9766,chr17,4164001.0,4165000.0,0.5095,4930470H14Rik,intergenic
enh9767,chr19,29484511.0,29485510.0,0.5095,AC093339.1,genic
enh9768,chr6,84050007.0,84051006.0,0.5095,Dysf,genic
enh9769,chr7,109834487.0,109835486.0,0.5095,Scube2,genic
enh9770,chr8,84177102.0,84178101.0,0.5095,Nanos3,upstream
enh9771,chr9,50049896.0,50050895.0,0.5095,U6,intergenic
enh9772,chr10,126888945.0,126889944.0,0.5094,Xrcc6bp1,genic
enh9773,chr19,57658511.0,57659510.0,0.5094,Atrnl1,genic
enh9774,chr5,104001982.0,104002981.0,0.5094,Hsd17b11,genic
enh9775,chr1,182088870.0,182089869.0,0.5093,Srp9,intergenic
enh9776,chr17,28131056.0,28132055.0,0.5093,Scube3,intergenic
enh9777,chr2,31164481.0,31165480.0,0.5093,Gpr107,genic
enh9778,chr6,92811007.0,92812006.0,0.5093,Adamts9,genic
enh9779,chr17,47710052.0,47711051.0,0.5092,Frs3,downstream
enh9780,chr2,49371481.0,49372480.0,0.5092,SNORA29,intergenic
enh9781,chr8,12760001.0,12761000.0,0.5092,Atp11a,genic
enh9782,chr8,48739647.0,48740646.0,0.5092,Odz3,genic
enh9783,chr1,133033424.0,133034423.0,0.5091,AC137948.1,downstream
enh9784,chr11,78622499.0,78623498.0,0.5091,Nlk,genic
enh9785,chr17,27627056.0,27628055.0,0.5091,Rps10,downstream
enh9786,chr6,89485007.0,89486006.0,0.5091,Chchd6,genic
enh9787,chr6,108797007.0,108798006.0,0.5091,Arl8b,genic
enh9788,chr19,23090511.0,23091510.0,0.509,AC132389.1,intergenic
enh9789,chr4,95548310.0,95549309.0,0.509,Fggy,upstream
enh9790,chr4,142362086.0,142363085.0,0.509,RP23-300I3.1,intergenic
enh9791,chr7,131655160.0,131656159.0,0.509,Fgfr2,genic
enh9792,chr1,105071424.0,105072423.0,0.5089,Cdh20,intergenic
enh9793,chr4,106924396.0,106925395.0,0.5089,Ssbp3,genic
enh9794,chr8,31123529.0,31124528.0,0.5089,Rnf122,genic
enh9795,chr12,8520195.0,8521194.0,0.5088,Slc7a15,downstream
enh9796,chr12,86994051.0,86995050.0,0.5088,Zdhhc22,upstream
enh9797,chr13,109611805.0,109612804.0,0.5088,Pde4d,genic
enh9798,chr2,25283481.0,25284480.0,0.5088,Anapc2,genic
enh9799,chr4,62209967.0,62210966.0,0.5088,Zfp37,upstream
enh9800,chr5,41844762.0,41845761.0,0.5088,Bod1l,upstream
enh9801,chr8,24974529.0,24975528.0,0.5088,Adam9,genic
enh9802,chr14,76585194.0,76586193.0,0.5087,Serp2,intergenic
enh9803,chr14,118696779.0,118697778.0,0.5087,Abcc4,genic
enh9804,chr17,28012056.0,28013055.0,0.5087,Anks1,genic
enh9805,chr2,164788501.0,164789500.0,0.5087,Snx21,genic
enh9806,chr3,30999079.0,31000078.0,0.5087,Prkci,genic
enh9807,chr4,11017854.0,11018853.0,0.5087,Plekhf2,upstream
enh9808,chr5,53564762.0,53565761.0,0.5087,Rbpj,genic
enh9809,chr8,11528001.0,11529000.0,0.5087,Cars2,genic
enh9810,chr1,189781122.0,189782121.0,0.5086,Ptpn14,genic
enh9811,chr15,93489570.0,93490569.0,0.5086,Pphln1,downstream
enh9812,chr2,71804944.0,71805943.0,0.5086,Itga6,genic
enh9813,chr5,119354992.0,119355991.0,0.5086,5S_rRNA,intergenic
enh9814,chr6,93952007.0,93953006.0,0.5086,Magi1,genic
enh9815,chr8,111964101.0,111965100.0,0.5086,Adat1,downstream
enh9816,chr1,180264870.0,180265869.0,0.5085,Psen2,upstream
enh9817,chr11,8578998.0,8579997.0,0.5085,Tns3,genic
enh9818,chr13,108039807.0,108040806.0,0.5085,2810008M24Rik,upstream
enh9819,chr14,76469194.0,76470193.0,0.5085,Tsc22d1,genic
enh9820,chr19,28634511.0,28635510.0,0.5085,Glis3,genic
enh9821,chr8,117894101.0,117895100.0,0.5085,AC122036.1,intergenic
enh9822,chr9,95886582.0,95887581.0,0.5085,Atr,genic
enh9823,chr1,54930157.0,54931156.0,0.5084,Ankrd44,upstream
enh9824,chr15,77109571.0,77110570.0,0.5084,Rbm9,genic
enh9825,chr17,49875676.0,49876675.0,0.5084,Kif6,genic
enh9826,chr17,67242661.0,67243660.0,0.5084,Ptprm,genic
enh9827,chr7,79818115.0,79819114.0,0.5084,Anpep,downstream
enh9828,chr9,45396918.0,45397917.0,0.5084,Fxyd6,downstream
enh9829,chr15,98113570.0,98114569.0,0.5083,Pfkm,genic
enh9830,chr18,37800347.0,37801346.0,0.5083,Pcdhga2,genic
enh9831,chr18,37823347.0,37824346.0,0.5083,Pcdhga2,genic
enh9832,chr19,57647511.0,57648510.0,0.5083,Atrnl1,genic
enh9833,chr2,154338265.0,154339264.0,0.5083,Cdk5rap1,genic
enh9834,chr1,58402157.0,58403156.0,0.5082,Bzw1,genic
enh9835,chr11,88590499.0,88591498.0,0.5082,Msi2,genic
enh9836,chr3,102104078.0,102105077.0,0.5082,Casq2,genic
enh9837,chr10,21986195.0,21987194.0,0.5081,Sgk1,genic
enh9838,chr16,7796908.0,7797907.0,0.5081,A2bp1,intergenic
enh9839,chr19,44696511.0,44697510.0,0.5081,Pax2,intergenic
enh9840,chr2,6074955.0,6075954.0,0.5081,Upf2,intergenic
enh9841,chr8,111540101.0,111541100.0,0.5081,Znrf1,genic
enh9842,chr1,134433424.0,134434423.0,0.5079,Adipor1,downstream
enh9843,chr10,24810195.0,24811194.0,0.5079,Enpp3,genic
enh9844,chr11,88630687.0,88631686.0,0.5079,Msi2,genic
enh9845,chr13,86043396.0,86044395.0,0.5079,Cox7c,downstream
enh9846,chr15,59068446.0,59069445.0,0.5079,Mtss1,genic
enh9847,chr2,30494481.0,30495480.0,0.5079,Ier5l,intergenic
enh9848,chr11,77741499.0,77742498.0,0.5078,Nufip2,genic
enh9849,chr9,61292194.0,61293193.0,0.5078,Gm10655,intergenic
enh9850,chr13,42865632.0,42866631.0,0.5077,Phactr1,genic
enh9851,chr16,48610888.0,48611887.0,0.5077,Morc1,genic
enh9852,chr4,40905968.0,40906967.0,0.5077,RP23-28I8.1,downstream
enh9853,chr5,134329131.0,134330130.0,0.5077,Gtf2i,intergenic
enh9854,chr1,36943156.0,36944155.0,0.5076,Tmem131,upstream
enh9855,chr11,10086998.0,10087997.0,0.5076,AL663103.1,intergenic
enh9856,chr17,83545661.0,83546660.0,0.5076,Cox7a2l,intergenic
enh9857,chr7,49447631.0,49448630.0,0.5076,Nav2,genic
enh9858,chr1,188854122.0,188855121.0,0.5075,Ush2a,genic
enh9859,chr12,81664014.0,81665013.0,0.5075,Ttc9,genic
enh9860,chr14,105861784.0,105862783.0,0.5075,Spry2,intergenic
enh9861,chr15,62047446.0,62048445.0,0.5075,Pvt1,genic
enh9862,chr3,9082001.0,9083000.0,0.5075,AC161056.1,downstream
enh9863,chr9,88484163.0,88485162.0,0.5075,Syncrip,upstream
enh9864,chr1,12748920.0,12749919.0,0.5074,Sulf1,genic
enh9865,chr12,4356001.0,4357000.0,0.5074,Ncoa1,genic
enh9866,chr13,51062632.0,51063631.0,0.5074,AC160122.1,intergenic
enh9867,chr2,119250265.0,119251264.0,0.5074,Spint1,downstream
enh9868,chr5,64234762.0,64235761.0,0.5074,Tbc1d1,genic
enh9869,chr6,125419983.0,125420982.0,0.5074,Plekhg6,intergenic
enh9870,chr15,6045001.0,6046000.0,0.5073,SNORA17,intergenic
enh9871,chr2,162856265.0,162857264.0,0.5073,RP23-206I14.5,downstream
enh9872,chr7,133023318.0,133024317.0,0.5073,Fgfr2,genic
enh9873,chr8,44896647.0,44897646.0,0.5073,AC119214.1,intergenic
enh9874,chr15,10471246.0,10472245.0,0.5072,Dnajc21,upstream
enh9875,chr18,77009262.0,77010261.0,0.5072,Katnal2,genic
enh9876,chr11,20466998.0,20467997.0,0.5071,RP23-259J23.1,intergenic
enh9877,chr12,117682528.0,117683527.0,0.5071,Rapgef5,genic
enh9878,chr14,27044815.0,27045814.0,0.5071,Il17rd,genic
enh9879,chr3,88604079.0,88605078.0,0.5071,Ssr2,intergenic
enh9880,chr8,111651101.0,111652100.0,0.5071,Zfp1,genic
enh9881,chr12,25108136.0,25109135.0,0.507,Id2,intergenic
enh9882,chr13,111046793.0,111047792.0,0.507,CT010480.1,intergenic
enh9883,chr17,73853661.0,73854660.0,0.507,Ehd3,intergenic
enh9884,chr2,15012374.0,15013373.0,0.507,Nsun6,genic
enh9885,chr2,59384944.0,59385943.0,0.507,RP23-151F21.1,genic
enh9886,chr3,86950079.0,86951078.0,0.507,U1,intergenic
enh9887,chr6,82766007.0,82767006.0,0.507,Hk2,genic
enh9888,chr6,127268983.0,127269982.0,0.507,RP23-387P23.1,intergenic
enh9889,chr8,12503001.0,12504000.0,0.507,Gm5607,intergenic
enh9890,chr1,130669424.0,130670423.0,0.5069,C4bp,upstream
enh9891,chr12,31726136.0,31727135.0,0.5069,Cog5,genic
enh9892,chr17,24023034.0,24024033.0,0.5069,SNORA17,genic
enh9893,chr17,31802056.0,31803055.0,0.5069,Sik1,intergenic
enh9894,chr19,41495511.0,41496510.0,0.5069,Lcor,genic
enh9895,chr4,154672892.0,154673891.0,0.5069,Actrt2,upstream
enh9896,chr9,40322416.0,40323415.0,0.5069,Gramd1b,genic
enh9897,chr11,76389499.0,76390498.0,0.5068,Nxn,genic
enh9898,chr2,158385265.0,158386264.0,0.5068,Snhg11,genic
enh9899,chr4,109253396.0,109254395.0,0.5068,Calr4,genic
enh9900,chr4,149600892.0,149601891.0,0.5067,Clstn1,genic
enh9901,chr5,29698461.0,29699460.0,0.5067,7SK,intergenic
enh9902,chr7,136238318.0,136239317.0,0.5067,AC147124.1,upstream
enh9903,chr17,24046034.0,24047033.0,0.5066,Prss27,downstream
enh9904,chr2,144159265.0,144160264.0,0.5066,RP23-17O9.4,intergenic
enh9905,chr4,131709086.0,131710085.0,0.5066,RP23-94L5.3,genic
enh9906,chr4,149118892.0,149119891.0,0.5066,Dffa,genic
enh9907,chr7,79210115.0,79211114.0,0.5066,Mfge8,intergenic
enh9908,chr8,111538101.0,111539100.0,0.5066,Znrf1,genic
enh9909,chr1,12833920.0,12834919.0,0.5065,Sulf1,genic
enh9910,chr15,31561246.0,31562245.0,0.5065,Cmbl,upstream
enh9911,chr15,95584570.0,95585569.0,0.5065,U6,intergenic
enh9912,chr16,22408928.0,22409927.0,0.5065,Etv5,genic
enh9913,chr18,25389500.0,25390499.0,0.5065,AW554918,genic
enh9914,chr3,21963079.0,21964078.0,0.5065,2810416G20Rik,intergenic
enh9915,chr7,3585401.0,3586400.0,0.5065,Oscar,intergenic
enh9916,chr8,24445529.0,24446528.0,0.5065,AC164300.1,downstream
enh9917,chr8,72337102.0,72338101.0,0.5065,Eps15l1,downstream
enh9918,chr9,83788394.0,83789393.0,0.5065,Elovl4,genic
enh9919,chr1,191666122.0,191667121.0,0.5064,Ints7,intergenic
enh9920,chr19,46819511.0,46820510.0,0.5064,Cnnm2,genic
enh9921,chr2,168959501.0,168960500.0,0.5064,Zfp64,upstream
enh9922,chr3,95758078.0,95759077.0,0.5064,Rprd2,downstream
enh9923,chr4,11016854.0,11017853.0,0.5064,Plekhf2,upstream
enh9924,chr5,114748992.0,114749991.0,0.5064,Git2,genic
enh9925,chr5,124189992.0,124190991.0,0.5064,Pitpnm2,genic
enh9926,chr8,36577947.0,36578946.0,0.5064,Dlc1,genic
enh9927,chr17,71479661.0,71480660.0,0.5063,Smchd1,upstream
enh9928,chr19,42322511.0,42323510.0,0.5063,Crtac1,genic
enh9929,chr2,59779944.0,59780943.0,0.5063,Tanc1,genic
enh9930,chr3,88561079.0,88562078.0,0.5063,Ubqln4,genic
enh9931,chr4,20008854.0,20009853.0,0.5063,Ttpa,genic
enh9932,chr6,39443002.0,39444001.0,0.5063,Dennd2a,intergenic
enh9933,chr1,156565870.0,156566869.0,0.5062,Abl2,genic
enh9934,chr10,40419195.0,40420194.0,0.5062,Cdk19,genic
enh9935,chr10,53525195.0,53526194.0,0.5062,Mcm9,intergenic
enh9936,chr12,81531014.0,81532013.0,0.5062,Synj2bp,genic
enh9937,chr2,116020265.0,116021264.0,0.5062,Meis2,genic
enh9938,chr3,129575083.0,129576082.0,0.5062,Elovl6,genic
enh9939,chr4,141518086.0,141519085.0,0.5062,Spen,genic
enh9940,chr9,44126918.0,44127917.0,0.5062,Gm10687,genic
enh9941,chr1,63107427.0,63108426.0,0.5061,Ino80d,genic
enh9942,chr1,74307427.0,74308426.0,0.5061,Pnkd,genic
enh9943,chr10,68132253.0,68133252.0,0.5061,Arid5b,genic
enh9944,chr12,85777051.0,85778050.0,0.5061,Mfsd7c,genic
enh9945,chr2,20726374.0,20727373.0,0.5061,Etl4,genic
enh9946,chr3,22990079.0,22991078.0,0.5061,AC138200.1,intergenic
enh9947,chr3,28371079.0,28372078.0,0.5061,Tnik,genic
enh9948,chr9,114784883.0,114785882.0,0.5061,RP24-66I20.1,downstream
enh9949,chr1,72807427.0,72808426.0,0.506,Igfbp2,intergenic
enh9950,chr1,156992870.0,156993869.0,0.506,Gm10531,intergenic
enh9951,chr10,9625203.0,9626202.0,0.506,Samd5,downstream
enh9952,chr10,108193945.0,108194944.0,0.506,Ppp1r12a,genic
enh9953,chr13,55021640.0,55022639.0,0.506,Hk3,upstream
enh9954,chr17,80256661.0,80257660.0,0.506,Dhx57,genic
enh9955,chr19,14678511.0,14679510.0,0.506,U4,intergenic
enh9956,chr2,170152501.0,170153500.0,0.506,Zfp217,upstream
enh9957,chr3,147297037.0,147298036.0,0.506,Ttll7,intergenic
enh9958,chr4,105189396.0,105190395.0,0.506,Ppap2b,genic
enh9959,chr5,64253762.0,64254761.0,0.506,Tbc1d1,genic
enh9960,chr8,106629101.0,106630100.0,0.506,Cdh1,genic
enh9961,chr1,184853122.0,184854121.0,0.5059,7SK,downstream
enh9962,chr10,62881253.0,62882252.0,0.5059,U6,intergenic
enh9963,chr13,67800064.0,67801063.0,0.5059,Zfp273,intergenic
enh9964,chr19,58063511.0,58064510.0,0.5059,Atrnl1,genic
enh9965,chr2,20944374.0,20945373.0,0.5059,Arhgap21,genic
enh9966,chr5,106380982.0,106381981.0,0.5059,Barhl2,intergenic
enh9967,chr6,94177007.0,94178006.0,0.5059,Magi1,genic
enh9968,chr8,85429102.0,85430101.0,0.5059,4921524J17Rik,genic
enh9969,chr10,77192256.0,77193255.0,0.5058,Col18a1,intergenic
enh9970,chr10,83344256.0,83345255.0,0.5058,Slc41a2,upstream
enh9971,chr11,21092998.0,21093997.0,0.5058,Peli1,genic
enh9972,chr12,66027014.0,66028013.0,0.5058,AC125344.1,intergenic
enh9973,chr15,98625570.0,98626569.0,0.5058,Cacnb3,upstream
enh9974,chr17,29445056.0,29446055.0,0.5058,AC163629.1,intergenic
enh9975,chr17,30103056.0,30104055.0,0.5058,Zfand3,genic
enh9976,chr19,14662511.0,14663510.0,0.5058,U4,intergenic
enh9977,chr19,38347511.0,38348510.0,0.5058,Gm9886,intergenic
enh9978,chr2,6097955.0,6098954.0,0.5058,5430407P10Rik,downstream
enh9979,chr2,31591481.0,31592480.0,0.5058,Fubp3,genic
enh9980,chr2,168195501.0,168196500.0,0.5058,Dpm1,genic
enh9981,chr4,142237086.0,142238085.0,0.5058,9030409G11Rik,genic
enh9982,chr6,22351001.0,22352000.0,0.5058,Fam3c,genic
enh9983,chr9,102947671.0,102948670.0,0.5058,Ryk,intergenic
enh9984,chr13,40648632.0,40649631.0,0.5057,Gm9979,intergenic
enh9985,chr13,67423065.0,67424064.0,0.5057,Zfp874,downstream
enh9986,chr4,105301396.0,105302395.0,0.5057,Ppap2b,intergenic
enh9987,chr6,65768007.0,65769006.0,0.5057,AC153884.1,genic
enh9988,chr6,70783007.0,70784006.0,0.5057,Rpia,genic
enh9989,chr6,72826007.0,72827006.0,0.5057,Kcmf1,intergenic
enh9990,chr11,86586499.0,86587498.0,0.5056,Tmem49,genic
enh9991,chr18,36413347.0,36414346.0,0.5056,Pfdn1,genic
enh9992,chr18,67333347.0,67334346.0,0.5056,AC109280.1,genic
enh9993,chr6,124752983.0,124753982.0,0.5056,Atn1,genic
enh9994,chr7,130533487.0,130534486.0,0.5056,Fgfr2,genic
enh9995,chr2,74134944.0,74135943.0,0.5055,RP23-238A18.2,overlapTSS
enh9996,chr6,67030007.0,67031006.0,0.5055,U1,downstream
enh9997,chr6,89509007.0,89510006.0,0.5055,Chchd6,genic
enh9998,chr8,78557102.0,78558101.0,0.5055,Slc10a7,genic
enh9999,chr10,8364203.0,8365202.0,0.5054,Ust,genic
enh10000,chr11,9982998.0,9983997.0,0.5054,AL663103.1,downstream
enh10001,chr13,36149132.0,36150131.0,0.5054,Fars2,genic
enh10002,chr13,95776046.0,95777045.0,0.5054,Iqgap2,genic
enh10003,chr15,25739246.0,25740245.0,0.5054,Myo10,genic
enh10004,chr17,78231661.0,78232660.0,0.5054,Crim1,genic
enh10005,chr18,38634347.0,38635346.0,0.5054,Arhgap26,genic
enh10006,chr2,91021844.0,91022843.0,0.5054,Cugbp1,downstream
enh10007,chr9,75716194.0,75717193.0,0.5054,Scg3,intergenic
enh10008,chr10,59565253.0,59566252.0,0.5053,Ccdc109a,genic
enh10009,chr16,30645915.0,30646914.0,0.5053,Fam43a,intergenic
enh10010,chr16,84781756.0,84782755.0,0.5053,Jam2,genic
enh10011,chr2,70126944.0,70127943.0,0.5053,Myo3b,genic
enh10012,chr4,136732086.0,136733085.0,0.5053,Ephb2,genic
enh10013,chr6,83236007.0,83237006.0,0.5053,Slc4a5,genic
enh10014,chr8,13079001.0,13080000.0,0.5053,Pcid2,genic
enh10015,chr8,36597947.0,36598946.0,0.5053,Dlc1,genic
enh10016,chr10,71228253.0,71229252.0,0.5052,Tfam,genic
enh10017,chr16,35950915.0,35951914.0,0.5052,Parp9,genic
enh10018,chr18,60735347.0,60736346.0,0.5052,Ndst1,genic
enh10019,chr3,22024079.0,22025078.0,0.5052,2810416G20Rik,intergenic
enh10020,chr5,76939976.0,76940975.0,0.5052,Ppat,genic
enh10021,chr10,43687195.0,43688194.0,0.5051,Rpl26-ps1,intergenic
enh10022,chr10,127754945.0,127755944.0,0.5051,Gpr182,upstream
enh10023,chr11,20467998.0,20468997.0,0.5051,RP23-259J23.1,intergenic
enh10024,chr18,31189347.0,31190346.0,0.5051,Rit2,genic
enh10025,chr2,19753374.0,19754373.0,0.5051,SNORA17,intergenic
enh10026,chr3,32754079.0,32755078.0,0.5051,Ndufb5,downstream
enh10027,chr3,34787079.0,34788078.0,0.5051,Sox2,intergenic
enh10028,chr3,41139079.0,41140078.0,0.5051,Pgrmc2,intergenic
enh10029,chr7,24504982.0,24505981.0,0.5051,Cadm4,downstream
enh10030,chr7,82719491.0,82720490.0,0.5051,Eftud1,genic
enh10031,chr7,140839102.0,140840101.0,0.5051,1190003J15Rik,downstream
enh10032,chr8,127343101.0,127344100.0,0.5051,Pard3,genic
enh10033,chr13,44701632.0,44702631.0,0.505,Jarid2,intergenic
enh10034,chr13,109630805.0,109631804.0,0.505,Pde4d,genic
enh10035,chr15,59524446.0,59525445.0,0.505,Nsmce2,genic
enh10036,chr17,43028052.0,43029051.0,0.505,Tnfrsf21,genic
enh10037,chr2,157569265.0,157570264.0,0.505,Blcap,upstream
enh10038,chr4,127083757.0,127084756.0,0.505,Zmym6,genic
enh10039,chr8,33871529.0,33872528.0,0.505,Rbpms,genic
enh10040,chr9,22162557.0,22163556.0,0.505,Pigyl,downstream
enh10041,chr9,108264670.0,108265669.0,0.505,Dag1,upstream
enh10042,chr9,118496883.0,118497882.0,0.505,Golga4,upstream
enh10043,chr10,21744195.0,21745194.0,0.5049,Gm5420,intergenic
enh10044,chr10,28079195.0,28080194.0,0.5049,Ptprk,genic
enh10045,chr13,56116640.0,56117639.0,0.5049,H2afy,genic
enh10046,chr13,97073046.0,97074045.0,0.5049,Fam169a,genic
enh10047,chr2,20538374.0,20539373.0,0.5049,Etl4,genic
enh10048,chr2,147293265.0,147294264.0,0.5049,RP23-191L7.4,genic
enh10049,chr2,163048265.0,163049264.0,0.5049,Ift52,downstream
enh10050,chr9,101041582.0,101042581.0,0.5049,Pccb,upstream
enh10051,chr1,153376871.0,153377870.0,0.5048,E330020D12Rik,intergenic
enh10052,chr10,4290539.0,4291538.0,0.5048,Akap12,genic
enh10053,chr11,76352499.0,76353498.0,0.5048,Nxn,genic
enh10054,chr14,73389194.0,73390193.0,0.5048,Itm2b,upstream
enh10055,chr17,83476661.0,83477660.0,0.5048,Eml4,genic
enh10056,chr18,34053347.0,34054346.0,0.5048,U7,intergenic
enh10057,chr2,3449729.0,3450728.0,0.5048,Dclre1c,genic
enh10058,chr3,89671079.0,89672078.0,0.5048,Kcnn3,downstream
enh10059,chr4,26944854.0,26945853.0,0.5048,RP23-154A10.1,intergenic
enh10060,chr4,91363310.0,91364309.0,0.5048,Elavl2,genic
enh10061,chr5,149203425.0,149204424.0,0.5048,Uspl1,genic
enh10062,chr9,30572416.0,30573415.0,0.5048,Snx19,intergenic
enh10063,chr9,97104582.0,97105581.0,0.5048,Slc25a36,genic
enh10064,chr11,88628687.0,88629686.0,0.5047,Msi2,genic
enh10065,chr12,4355001.0,4356000.0,0.5047,Ncoa1,genic
enh10066,chr17,85457661.0,85458660.0,0.5047,1700106N22Rik,genic
enh10067,chr2,52914967.0,52915966.0,0.5047,Fmnl2,genic
enh10068,chr2,65931944.0,65932943.0,0.5047,Csrnp3,genic
enh10069,chr10,4374539.0,4375538.0,0.5046,Zbtb2,genic
enh10070,chr16,94631394.0,94632393.0,0.5046,Dyrk1a,genic
enh10071,chr2,146303265.0,146304264.0,0.5046,Ralgapa2,genic
enh10072,chr2,179572296.0,179573295.0,0.5046,Cdh4,genic
enh10073,chr3,17850001.0,17851000.0,0.5046,U6atac,intergenic
enh10074,chr3,95276079.0,95277078.0,0.5046,Prune,genic
enh10075,chr4,59860129.0,59861128.0,0.5046,Snx30,genic
enh10076,chr9,78121194.0,78122193.0,0.5046,Ick,genic
enh10077,chr1,11465920.0,11466919.0,0.5045,A830018L16Rik,genic
enh10078,chr10,41959195.0,41960194.0,0.5045,Armc2,genic
enh10079,chr6,15619001.0,15620000.0,0.5045,Mdfic,intergenic
enh10080,chr9,49023896.0,49024895.0,0.5045,Usp28,genic
enh10081,chr10,4435539.0,4436538.0,0.5044,1700052N19Rik,genic
enh10082,chr13,104580921.0,104581920.0,0.5044,Sdccag10,intergenic
enh10083,chr15,40019455.0,40020454.0,0.5044,Lrp12,intergenic
enh10084,chr18,8466003.0,8467002.0,0.5044,AC141429.1,intergenic
enh10085,chr4,137770086.0,137771085.0,0.5044,Alpl,genic
enh10086,chr7,13035652.0,13036651.0,0.5044,Ube2m,genic
enh10087,chr9,72811194.0,72812193.0,0.5044,Prtg,genic
enh10088,chr9,120441883.0,120442882.0,0.5044,Myrip,genic
enh10089,chr11,87605499.0,87606498.0,0.5043,Mtmr4,genic
enh10090,chr8,36605947.0,36606946.0,0.5043,Dlc1,genic
enh10091,chr11,84269499.0,84270498.0,0.5042,Acaca,genic
enh10092,chr13,95557046.0,95558045.0,0.5042,F2rl1,intergenic
enh10093,chr13,101233046.0,101234045.0,0.5042,4932411K12Rik,intergenic
enh10094,chr17,15185037.0,15186036.0,0.5042,AC154507.1,intergenic
enh10095,chr17,35490056.0,35491055.0,0.5042,Pou5f1,intergenic
enh10096,chr17,63812652.0,63813651.0,0.5042,A930002H24Rik,intergenic
enh10097,chr8,95187101.0,95188100.0,0.5042,Kifc3,intergenic
enh10098,chr8,105962101.0,105963100.0,0.5042,Slc12a4,genic
enh10099,chr9,31019416.0,31020415.0,0.5042,Zbtb44,intergenic
enh10100,chr11,66920499.0,66921498.0,0.5041,RP23-67J22.2,genic
enh10101,chr4,83317097.0,83318096.0,0.5041,Ttc39b,genic
enh10102,chrX,8001875.0,8002874.0,0.5041,Glod5,downstream
enh10103,chr10,82794256.0,82795255.0,0.504,1700028I16Rik,intergenic
enh10104,chr13,42719632.0,42720631.0,0.504,Phactr1,genic
enh10105,chr6,108667007.0,108668006.0,0.504,Bhlhe40,downstream
enh10106,chr9,114529883.0,114530882.0,0.504,Trim71,genic
enh10107,chr17,45495052.0,45496051.0,0.5039,AC163677.2,downstream
enh10108,chr18,64388347.0,64389346.0,0.5039,Onecut2,genic
enh10109,chr3,10917001.0,10918000.0,0.5039,SNORA17,intergenic
enh10110,chr4,136808086.0,136809085.0,0.5039,Ephb2,genic
enh10111,chr6,52032002.0,52033001.0,0.5039,Skap2,intergenic
enh10112,chr8,68271102.0,68272101.0,0.5039,U7,upstream
enh10113,chr1,135699424.0,135700423.0,0.5038,Nav1,intergenic
enh10114,chr14,20212779.0,20213778.0,0.5038,SNORA70,intergenic
enh10115,chr15,102009570.0,102010569.0,0.5038,Krt8,upstream
enh10116,chr3,83994079.0,83995078.0,0.5038,D930015E06Rik,genic
enh10117,chr5,4107001.0,4108000.0,0.5038,Cyp51,upstream
enh10118,chr1,185075122.0,185076121.0,0.5037,Mark1,intergenic
enh10119,chr10,115382945.0,115383944.0,0.5037,Thap2,genic
enh10120,chr11,39678499.0,39679498.0,0.5037,RP23-76F22.1,intergenic
enh10121,chr1,89834426.0,89835425.0,0.5036,Agap1,genic
