name,chrom,start,end,strand,TPM
Peg3,chr7,6705959,6730419,-,38.0778540932
Deb1,chr9,121710388,121712921,+,38.0769925534
Pddc1,chr7,141408183,141414125,-,38.0756955694
Ccnt1,chr15,98543210,98567636,-,38.0635240606
2310033P09Rik,chr11,59208360,59210734,+,38.0557433379
Stx16,chr2,174077050,174099771,+,38.0540870048
Unc50,chr1,37430171,37439124,+,38.051380162
Ndel1,chr11,68821445,68853131,-,38.0421822672
Riok1,chr13,38036988,38061433,+,38.0161868547
Pdcd7,chr9,65346067,65359643,+,38.0151759311
Chka,chr19,3851772,3894369,+,38.0071517203
D15Ertd621e,chr15,58415467,58457801,+,38.0032778089
Tsr2,chrX,151087093,151096543,-,37.9828434259
Pcgf3,chr5,108461331,108503099,+,37.9551820508
Hacd2,chr16,35022420,35109175,+,37.9410485391
Atf5,chr7,44812255,44816658,-,37.9342086912
Trp53inp1,chr4,11156440,11174377,+,37.9338417082
Gadd45a,chr6,67035095,67037407,-,37.9301752498
Zbtb8a,chr4,129353631,129378028,-,37.9150260335
Rbbp6,chr7,122970563,123002572,+,37.9105730543
Mex3a,chr3,88532394,88541394,+,37.9035122769
Ocrl,chrX,47912455,47965866,+,37.8899871675
Ambra1,chr2,91730137,91918849,+,37.8854397331
Znhit6,chr3,145576207,145605245,+,37.8747670723
Map4k1,chr7,28982853,29003278,+,37.8666762336
Ube2g2,chr10,77622320,77645990,+,37.858084197
Snora41,chr1,63179022,63179135,+,37.838297942
Prpf39,chr12,65036333,65063386,+,37.8310012183
Ppp1r37,chr7,19530966,19562398,-,37.8148208982
Pdf,chr8,107046289,107048614,-,37.7889622552
Fam92a,chr4,12153721,12172015,-,37.7849718744
Hs1bp3,chr12,8313432,8343824,+,37.7288542155
Samhd1,chr2,157097528,157135222,-,37.7144628432
Dck,chr5,88765012,88783277,+,37.7120232142
Rps6kb2,chr19,4156976,4163245,-,37.6963169724
Smap2,chr4,120968316,121017247,-,37.6960205835
Uqcc1,chr2,155846885,155930310,-,37.6952525768
Chmp1b,chr18,67205358,67207887,+,37.6941183262
Ankrd28,chr14,31700014,31830415,-,37.6509978112
Fbxo11,chr17,87990858,88065285,-,37.6348557266
Mrpl35,chr6,71812996,71823784,-,37.620785859
Stk3,chr15,34875498,35155806,-,37.6121621057
Ric8,chr7,140857396,140863731,+,37.5902010339
Ranbp17,chr11,33211793,33513746,-,37.5897649677
Casp3,chr8,46617290,46639698,+,37.5595352159
Ccdc34,chr2,110017816,110045325,+,37.5333450726
Gm10416,chr5,109833500,109834142,-,37.5325661171
Tonsl,chr15,76626236,76639929,-,37.5127535315
Fam188a,chr2,12347263,12419460,-,37.5105695825
A230046K03Rik,chr10,83543940,83596473,+,37.5072448328
Mir1949,chr18,35554566,35554636,+,37.4895377681
Zbtb12,chr17,34894558,34896844,+,37.4724689929
Mettl17,chr14,51884841,51891868,+,37.4543031901
Tsen2,chr6,115544703,115578336,+,37.4450554989
Rcbtb1,chr14,59201227,59237265,+,37.4229562705
Cldnd1,chr16,58727909,58734247,+,37.4217082186
Gm13152,chr4,147175865,147513420,+,37.4211801911
Lhpp,chr7,132610642,132706419,+,37.393245543
Apip,chr2,103073674,103092649,+,37.391607408
Ntmt1,chr2,30807976,30823014,+,37.3511464959
Ndor1,chr2,25244812,25255414,-,37.3475598878
Kdm2a,chr19,4316146,4397077,-,37.3440752971
Wrnip1,chr13,32802029,32822610,+,37.3326552362
Saraf,chr8,34154562,34170847,+,37.3280068293
Snora28,chr12,111540945,111541066,+,37.3237173107
2900011O08Rik,chr16,13986636,14101494,+,37.3111162685
Luzp1,chr4,136469760,136549318,+,37.2980083293
AI837181,chr19,5425143,5427316,+,37.290585012
Rab12,chr17,66494511,66519670,-,37.2830997938
Ogfr,chr2,180589406,180595837,+,37.2516934828
Yipf3,chr17,46248079,46252537,+,37.2392809094
Tbce,chr13,13997950,14039638,-,37.2141557962
Traip,chr9,107950962,107972268,+,37.2022401528
Ctdp1,chr18,80407958,80469667,-,37.1966233791
AU015836,chrX,93968655,93975470,+,37.1868950246
Chd1l,chr3,97560747,97610190,-,37.1807719097
Mboat7,chr7,3677788,3693525,-,37.1768684502
Casc4,chr2,121866969,121936207,+,37.1743531727
Ipo13,chr4,117894492,117914999,-,37.1614763206
Sbk1,chr7,126272618,126294999,+,37.1549047969
Gjb5,chr4,127354808,127358164,-,37.1545581882
Ptk2,chr15,73205104,73423191,-,37.139047436
Tspyl1,chr10,34282189,34284885,+,37.124898189
Helb,chr10,120083607,120112965,-,37.1200631856
Mbip,chr12,56328306,56345894,-,37.1125053286
Zfp141,chr7,42473385,42505753,-,37.0546930708
Ints1,chr5,139751281,139775678,-,37.0453121101
Mtif2,chr11,29526396,29545447,+,37.0399333005
Prr12,chr7,45027706,45052881,-,37.0241967352
Evl,chr12,108554719,108688515,+,37.00560067
Wbp1,chr6,83119043,83121461,-,36.995849784
Rab24,chr13,55319222,55321980,-,36.9891144576
Plk3,chr4,117128654,117133952,-,36.9836023418
Mri1,chr8,84250575,84257324,-,36.9828607041
Cep57l1,chr10,41718839,41809868,-,36.9802439596
Etv4,chr11,101769741,101785310,-,36.9355471019
Natd1,chr11,60902245,60913792,-,36.9230247005
Akt2,chr7,27591559,27639453,+,36.9045937614
Uggt1,chr1,36140027,36244302,-,36.8969007192
Peo1,chr19,45006557,45012762,+,36.8907772486
Foxk2,chr11,121259986,121309896,+,36.8859761055
Man2c1,chr9,57130776,57142210,+,36.8831773174
Csrp2bp,chr2,144369031,144407675,+,36.8549131562
Mgme1,chr2,144270903,144281227,+,36.8430264683
Faf2,chr13,54621783,54664063,+,36.8251665717
Bvht,chr18,61639652,61647485,+,36.820716088
Smc5,chr19,23206440,23273897,-,36.8079920035
Snapc5,chr9,64179296,64182688,+,36.8014137711
Rap1gds1,chr3,138925896,139075201,-,36.7935682551
Pomgnt1,chr4,116150517,116159844,+,36.7901820106
Polg,chr7,79449382,79466273,-,36.7899727947
AI846148,chr19,7356463,7383026,-,36.753964504
Plk4,chr3,40799950,40816883,+,36.7428412416
Wdr92,chr11,17211892,17235200,+,36.7419351125
Tmem57,chr4,134802759,134853345,-,36.7414105881
Suclg2,chr6,95473008,95718846,-,36.7359766488
Coa7,chr4,108328151,108340718,+,36.730283197
Trpm7,chr2,126791557,126876261,-,36.728708185
Dgkd,chr1,87853286,87944489,+,36.7170107203
Kin,chr2,10080611,10092701,+,36.6748593028
Kat8,chr7,127912516,127925762,+,36.657935685
Itpka,chr2,119742336,119751253,+,36.6515576028
Ep300,chr15,81586213,81652077,+,36.6429486146
Stk35,chr2,129800516,129832285,+,36.6411051501
Fancm,chr12,65075605,65132058,+,36.6296440388
Itga5,chr15,103344285,103366748,-,36.6234540053
Snhg11,chr2,158375637,158386145,+,36.6184601572
Enkd1,chr8,105703651,105708168,-,36.5975568829
Prpf18,chr2,4622166,4652086,-,36.5946801019
Dpm3,chr3,89266460,89267079,+,36.5848971808
Ugcg,chr4,59189549,59222833,+,36.5830622025
Swap70,chr7,110221702,110283506,+,36.5761480899
Inppl1,chr7,101822631,101838226,-,36.5731126717
Angptl4,chr17,33774899,33781575,-,36.5583288269
Naf1,chr8,66860216,66890564,+,36.5429307774
Ccdc55,chr11,77044291,77078437,-,36.5026832689
Ngrn,chr7,80261214,80265378,+,36.488257791
Tollip,chr7,141881584,141902406,-,36.4864716933
Otulin,chr15,27605920,27630693,-,36.4572392494
Zmynd8,chr2,165784151,165884838,-,36.4506120583
Zfp35,chr18,23989633,24005371,+,36.432261517
Smoc1,chr12,81026807,81186414,+,36.4321603462
Ipo8,chr6,148770683,148831467,-,36.4314303642
Wdr73,chr7,80890722,80901269,-,36.4283225959
Fam216a,chr5,122364583,122371963,-,36.3972801325
2310011J03Rik,chr10,80318254,80320548,-,36.3751894365
Wdr83,chr8,85075034,85080746,-,36.3600668155
Wasl,chr6,24613809,24664995,-,36.3581096402
Foxo4,chrX,101254527,101260873,+,36.336559237
Zp3,chr5,135980104,135988624,+,36.2985797063
Acad9,chr3,36065999,36092857,+,36.2945210624
Myo1b,chr1,51749757,51915978,-,36.290699546
Rpp38,chr2,3328948,3332628,-,36.2762996809
Ppp2r5a,chr1,191351980,191397041,-,36.2688934065
Atp2c1,chr9,105411361,105521257,-,36.2633009792
Camsap3,chr8,3587449,3609075,+,36.2630041499
Mink1,chr11,70562880,70614482,+,36.2594502303
Sharpin,chr15,76347039,76351110,-,36.2529473992
Zfhx2,chr14,55061658,55092048,-,36.2473367442
Oas1a,chr5,120896256,120907525,-,36.2426739812
Maged2,chrX,150806420,150814339,-,36.239840851
Slc31a1,chr4,62360700,62391769,+,36.2389565252
Uimc1,chr13,55027879,55100300,-,36.2339269193
Mms22l,chr4,24496461,24602948,+,36.2191830658
Pfkm,chr15,98092588,98132447,+,36.2132253997
Msantd2,chr9,37489320,37524150,+,36.2091189222
Plbd2,chr5,120483892,120503623,-,36.2083162778
Gtf3c5,chr2,28566244,28583279,-,36.2030218488
Rpusd3,chr6,113415318,113419340,-,36.1926902623
Bnip1,chr17,26781078,26792521,+,36.1864149434
Ly75,chr2,60293759,60383231,-,36.1837479897
Tctex1d2,chr16,32419701,32428892,+,36.1508085437
Prpf40b,chr15,99295408,99317007,+,36.1363136799
Zfp593,chr4,134243305,134245591,-,36.1270009661
Adat2,chr10,13552906,13563376,+,36.1210078399
Kat2b,chr17,53566970,53672721,+,36.1007760004
l7Rn6,chr7,89918684,89941204,-,36.0945411285
Kntc1,chr5,123749725,123821593,+,36.0888311439
Ercc1,chr7,19345070,19356524,+,36.0877766041
Plekha3,chr2,76675314,76697335,+,36.0673646476
Msantd3,chr4,48539945,48561920,+,36.0586995092
Slc1a4,chr11,20302179,20332713,-,36.0352827763
Cog1,chr11,113649528,113662401,+,36.0335266444
Smpdl3b,chr4,132732965,132757171,-,36.0291088904
Kif1bp,chr10,62558469,62578457,-,36.0120999326
Net1,chr13,3882017,3918220,-,35.9990753665
Noa1,chr5,77294168,77310086,-,35.9791066668
Tes,chr6,17065148,17105825,+,35.949460334
Cdk5,chr5,24418241,24423530,-,35.9121357353
Trappc8,chr18,20817223,20896078,-,35.8827922193
Slc17a9,chr2,180725338,180742278,+,35.8720621163
Osbpl9,chr4,109061144,109202272,-,35.8691599785
Pim2,chrX,7878305,7883432,+,35.8662158234
Apcdd1,chr18,62922326,62953195,+,35.851683901
Dnttip1,chr2,164746014,164768219,+,35.8503069405
Pde6d,chr1,86543014,86582501,-,35.8326106225
Frrs1,chr3,116859566,116903750,+,35.8218574844
Slc7a7,chr14,54369441,54417702,-,35.7887957896
Rexo1,chr10,80540925,80561560,-,35.7778001226
Usp16,chr16,87454984,87483513,+,35.7526324153
Ppm1f,chr16,16896468,16927375,+,35.7471668637
Dnajc10,chr2,80315465,80354055,+,35.740271456
C330007P06Rik,chrX,36848543,36864246,-,35.7365967749
Cenpi,chrX,134308083,134363104,+,35.7080773184
Prkrir,chr7,98703362,98718061,+,35.7034605374
Msl1,chr11,98795768,98807859,+,35.7008823899
Ftsj1,chrX,8238667,8252406,-,35.699147397
Aars2,chr17,45506840,45520843,+,35.6946804277
Eif2b3,chr4,117019407,117086852,+,35.6838253154
Rbm34,chr8,126947172,126971079,-,35.6703677213
Pdxk,chr10,78436746,78464948,-,35.6677330064
Frmd8,chr19,5850973,5875208,-,35.6640370562
Epas1,chr17,86753863,86833410,+,35.6518314462
Slc7a6,chr8,106168874,106198704,+,35.6360197712
Herpud1,chr8,94386499,94395358,+,35.6280697816
Oip5,chr2,119609531,119618505,-,35.5977891319
1600002H07Rik,chr17,24215055,24220769,-,35.5928737764
Wbp1l,chr19,46599105,46657389,+,35.5609860821
Btf3l4,chr4,108814294,108833584,-,35.5545220472
Med22,chr2,26905266,26910642,-,35.5278255927
Gltscr1l,chr17,46798115,46831413,-,35.5207861495
Ktn1,chr14,47649310,47736564,+,35.5198322192
Lsm10,chr4,126096652,126098584,+,35.5179656674
Chmp2b,chr16,65539132,65562697,-,35.5053894661
Cacul1,chr19,60524695,60581023,-,35.4950029809
Csk,chr9,57626645,57653631,-,35.4823943715
Abhd4,chr14,54254128,54269169,+,35.4704077044
Klhl12,chr1,134455554,134490873,+,35.467908458
Dpp9,chr17,56186681,56218889,-,35.4405968521
Pus7,chr5,23740164,23783711,-,35.4330000083
Usp33,chr3,152346477,152393614,+,35.4322674333
Sec11c,chr18,65800577,65817657,+,35.4039130846
Gtf2ird1,chr5,134357660,134456716,-,35.3925155411
Tssc1,chr12,28751827,28867491,+,35.37343587
Nfatc3,chr8,106059602,106130537,+,35.3543782168
Pdzd4,chrX,73793356,73824969,-,35.3516160544
Tmem180,chr19,46356879,46375254,+,35.3471180004
Rere,chr4,150281915,150621966,+,35.3386518782
Creld1,chr6,113483568,113493338,+,35.3351926418
1700013H16Rik,chrX,53742900,53757831,-,35.3213187044
Rpl10l,chr12,66283378,66284401,-,35.3179736428
Pcnt,chr10,76351253,76442912,-,35.3164773148
Clk4,chr11,51263113,51281770,+,35.2962545975
Katnbl1,chr2,112379210,112414237,+,35.2877186412
Ubl3,chr5,148504630,148552788,-,35.2866611029
Map3k7,chr4,31964106,32023466,+,35.2471683217
Pdxp,chr15,78913918,78919517,+,35.2394603903
Ccp110,chr7,118712610,118737018,+,35.2276137777
Ylpm1,chr12,84996320,85070515,+,35.2225742157
Papd5,chr8,88199212,88259722,+,35.2224534885
Spg7,chr8,123065507,123097751,+,35.1962977697
Trappc11,chr8,47490127,47533470,-,35.183676042
Ppp2r2c,chr5,36868569,36955078,+,35.1830716743
Txlng,chrX,162778916,162829454,-,35.1739282055
Dnajc17,chr2,119172499,119208795,-,35.1041746439
Hnrnpa1,chr15,103240396,103246698,+,35.0866032734
Tnfrsf10b,chr14,69767471,69784411,+,35.0680255718
Tfpi,chr2,84432859,84476775,-,35.0617690416
Knstrn,chr2,118814002,118836212,+,35.0402108202
Snora44,chr4,132309952,132310069,+,35.0287825774
Zfp809,chr9,22225702,22243354,+,35.0173132532
Kansl3,chr1,36335729,36369181,-,35.009513288
Scarb2,chr5,92443872,92505608,-,35.0030893476
Rbfox2,chr15,77078989,77307053,-,35.0004417842
Ccdc107,chr4,43493364,43495921,+,34.9967508191
E2f5,chr3,14578670,14606309,+,34.9792409752
Bcar1,chr8,111710474,111743849,-,34.9774907232
Cep83,chr10,94688789,94790336,+,34.9705894298
Apba3,chr10,81268171,81273247,+,34.9669633236
Lsm6,chr8,78804867,78821152,-,34.9636506925
Stat6,chr10,127642985,127660987,+,34.9443162673
Srxn1,chr2,152105523,152111376,+,34.9192241772
Socs2,chr10,95411489,95416857,-,34.9175489515
Snapc4,chr2,26362764,26380653,-,34.9042352468
Pex3,chr10,13523841,13553142,-,34.903223381
Mmp11,chr10,75923221,75932502,-,34.8876833475
Mob4,chr1,55131244,55154899,+,34.8741575773
Commd3,chr2,18672461,18676216,+,34.8643505817
Pif1,chr9,65587204,65595962,+,34.8525990293
Fancl,chr11,26387083,26471883,+,34.8355195978
Stx5a,chr19,8741423,8755642,+,34.821627164
Mlh1,chr9,111228227,111271608,-,34.8193682256
Rai14,chr15,10568977,10714631,-,34.8154704999
Pak1,chr7,97842938,97912381,+,34.8148698988
Spic,chr10,88675269,88683023,-,34.8016297819
Asrgl1,chr19,9111718,9135566,-,34.8000970404
Fbxo42,chr4,141147921,141204062,+,34.7952420715
BC023829,chrX,70460055,70477043,-,34.7580880111
Arfgap2,chr2,91265114,91277371,+,34.7484665175
Snord95,chr11,48803138,48803206,+,34.7457862713
Mast2,chr4,116306759,116464181,-,34.7383283437
Il6st,chr13,112464069,112506860,+,34.7288196648
Mga,chr2,119897227,119969581,+,34.7072206328
Gprasp1,chrX,135742691,135803468,+,34.702656996
Tmem5,chr10,122081259,122097102,-,34.6908821034
Tmbim1,chr1,74288246,74304336,-,34.6810343216
Stk33,chr7,109279215,109439053,-,34.6740464502
Cog7,chr7,121922838,121981693,-,34.6706378015
Dvl3,chr16,20517063,20532187,+,34.6615589641
Smim20,chr5,53267105,53278540,+,34.6555283824
Ptpmt1,chr2,90910712,90918050,-,34.6412655998
Zmym4,chr4,126861819,126967923,-,34.6303567099
Arhgef25,chr10,127182520,127190054,-,34.6226124778
Snip1,chr4,125066692,125074043,+,34.6155749016
Ascc1,chr10,60002804,60099990,+,34.5922766229
Pkig,chr2,163658385,163726158,+,34.5461280215
Trnt1,chr6,106769137,106782474,+,34.5296034571
Dennd5a,chr7,109893780,109960422,-,34.5164066677
Fam103a1,chr7,81762952,81769490,+,34.4724652813
Pnkp,chr7,44857145,44862929,+,34.4696755255
Atg3,chr16,45158828,45188538,+,34.4610927366
Pdlim7,chr13,55497486,55513446,-,34.420351779
Nkrf,chrX,36887541,36902899,-,34.4168126531
Akr7a5,chr4,139310743,139318786,+,34.4047692956
Rprd1b,chr2,158028496,158078207,+,34.3951302023
Dmtn,chr14,70602183,70636048,-,34.3616437798
Rhebl1,chr15,98877759,98881414,-,34.3571372235
Tbc1d20,chr2,152293871,152312590,+,34.3471713676
Mir6935,chr11,120347349,120347413,-,34.3464875561
Ostm1,chr10,42678915,42702462,+,34.3194334435
Mdp1,chr14,55657878,55660508,-,34.2807394298
Mycbp,chr4,123905012,123912250,+,34.250237488
Slc45a4,chr15,73580290,73624744,-,34.2483877564
Plet1,chr9,50494524,50505639,+,34.2449396755
Vps4a,chr8,107031325,107045756,+,34.2421642015
Myo19,chr11,84880219,84911131,+,34.2366278007
Adgrl1,chr8,83900097,83941954,+,34.2252953338
Mpst,chr15,78406711,78414015,+,34.2227166915
Psen1,chr12,83688562,83735199,+,34.2061235955
Bcl7b,chr5,135168371,135181852,+,34.16827518
Fra10ac1,chr19,38188478,38224132,-,34.1492543343
Snhg4,chr18,35553409,35558316,+,34.145497673
Iqcb1,chr16,36828399,36872715,+,34.1265966055
Cdip1,chr16,4765460,4789935,-,34.1219348435
Map4k3,chr17,80580512,80728025,-,34.1189414037
Fam208a,chr14,27428846,27483554,+,34.1111219462
Atp1a3,chr7,24978168,25005937,-,34.1084409854
Lrrc8d,chr5,105699968,105815215,+,34.0947634439
Mllt1,chr17,56892610,56935388,-,34.0921057821
Irf3,chr7,44997647,45002848,+,34.0892691163
Zfp143,chr7,110061701,110095392,+,34.0847653775
Cnih4,chr1,181150930,181168994,+,34.0399220831
Qsox2,chr2,26209123,26237399,-,34.0387684024
E130309D02Rik,chr5,143301071,143315360,-,34.0373132228
Cdc42ep4,chr11,113726849,113751815,-,34.0266194267
Kctd3,chr1,188971097,189007840,-,34.0265714399
Cecr5,chr6,120509493,120531299,-,34.0067360913
Prr11,chr11,87089155,87108714,-,34.001913547
Rragc,chr4,123917432,123936997,+,33.9954834907
Recql4,chr15,76703552,76710559,-,33.9349800014
Glis2,chr16,4594712,4615957,+,33.9266762968
Cstf3,chr2,104590483,104665425,+,33.925226624
Anxa11,chr14,25842154,25886804,+,33.9042052169
Cenpe,chr3,135212562,135273540,+,33.9008339731
Ptpn1,chr2,167932326,167979385,+,33.8391249434
Gng3,chr19,8836928,8839246,-,33.8371490748
Triml1,chr8,43129806,43141486,-,33.8350493198
Pdrg1,chr2,153008889,153015383,-,33.8334002096
Xpo4,chr14,57582270,57664956,-,33.8286314442
Rab11fip5,chr6,85334961,85374634,-,33.8216649264
Mtrr,chr13,68560779,68582169,-,33.818079058
Adam10,chr9,70679000,70780229,+,33.8105360544
Ndrg3,chr2,156927341,156992111,-,33.7980335569
Itm2c,chr1,85894509,85908698,+,33.796972901
Bola1,chr3,96196587,96197586,-,33.7373612274
Phkg2,chr7,127573347,127583307,+,33.7370047571
Hnrnpr,chr4,136310941,136345979,+,33.7261927839
Ppcs,chr4,119418532,119422420,-,33.652004298
1700029P11Rik,chr15,81980539,81981563,+,33.6499836699
Atraid,chr5,31048639,31054633,+,33.6246828451
Mgmt,chr7,136894610,137128188,+,33.6021206115
Fam118a,chr15,85037061,85062830,+,33.5998336031
Med13l,chr5,118560718,118765437,+,33.5977793375
Gm2a,chr11,55097984,55113028,+,33.5761367031
Fastkd2,chr1,63730624,63753385,+,33.5722667139
Metrn,chr17,25794570,25797045,-,33.5602053551
Med1,chr11,98152154,98193293,-,33.5445605646
Brpf3,chr17,28801125,28838789,+,33.5214422092
Aldh4a1,chr4,139622893,139649691,+,33.5109210514
Sacm1l,chr9,123529881,123592598,+,33.5098747941
Capsl,chr15,9436027,9466035,+,33.500327323
1700097N02Rik,chr17,30622440,30626905,-,33.4938449127
Deaf1,chr7,141297175,141338783,-,33.4794167428
Ccdc93,chr1,121431066,121506460,+,33.4739628883
Pbrm1,chr14,31019137,31121592,+,33.4721921739
Agps,chr2,75832176,75931350,+,33.4650157975
Fam173a,chr17,25790499,25792394,-,33.4535602299
Hyls1,chr9,35560820,35570069,-,33.4481295602
Cited2,chr10,17723227,17725674,+,33.4339814889
Mau2,chr8,70016122,70042734,-,33.4280684395
Rchy1,chr5,91948841,91963068,-,33.4095164624
Ldah,chr12,8208106,8285759,+,33.4085133339
Golga5,chr12,102469133,102497907,+,33.3998128871
Smim7,chr8,72565197,72571048,-,33.3543785988
Zyg11a,chr4,108181933,108217922,-,33.3446119237
Rnf26,chr9,44110780,44113051,-,33.3424368464
Galnt6,chr15,100689914,100729376,-,33.3408499451
Sec24b,chr3,129983184,130060907,-,33.3329935498
Srf,chr17,46546838,46556162,-,33.3272809381
1810043H04Rik,chr11,120098933,120100424,+,33.3208776924
Ccdc97,chr7,25711116,25719053,-,33.3193434145
Chac1,chr2,119351241,119354327,+,33.2981141013
Ahsa2,chr11,23487881,23498039,-,33.2873710514
Dusp11,chr6,85942268,85961667,-,33.283140574
Ppt1,chr4,122836226,122859175,+,33.2607742129
Hscb,chr5,110829069,110839777,-,33.2506914559
Ntn1,chr11,68209363,68386826,-,33.2424378016
Rabep1,chr11,70844760,70943105,+,33.2415382757
Vamp2,chr11,69088527,69092381,+,33.2407250695
Dancr,chr5,74093082,74094336,+,33.2400081367
Rnf31,chr14,55591789,55603671,+,33.2375763014
Coq9,chr8,94838416,94854895,+,33.2183314489
Taf4a,chr2,179912145,179976646,-,33.192957469
Abl1,chr2,31688536,31804362,+,33.1908930037
Cast,chr13,74693293,74808760,-,33.1781853323
Cenpc1,chr5,86012024,86065583,-,33.1732950847
Bmpr1a,chr14,34411067,34502546,-,33.1665442214
Brpf1,chr6,113307136,113324862,+,33.1646380599
H2afj,chr6,136808247,136810074,+,33.1617949526
Lonp2,chr8,86624042,86716638,+,33.1572191029
Fam45a,chr19,60811569,60836229,+,33.1552687929
Tmem55a,chr4,14864218,14915260,+,33.1552229531
Hormad1,chr3,95559676,95587860,+,33.1530592262
Map7d1,chr4,126232167,126256319,-,33.1522826813
Cnep1r1,chr8,88118758,88135197,+,33.1521885353
Senp1,chr15,98038743,98093569,-,33.1430187666
Uap1,chr1,170141222,170174964,-,33.1373562893
Dimt1,chr13,106947128,106960224,+,33.1368948337
Cotl1,chr8,119809213,119840579,-,33.1345858929
Mgat2,chr12,69184157,69186773,+,33.1343651178
Egfl6,chrX,166523006,166585716,-,33.132635845
Wdr33,chr18,31804056,31908987,+,33.1177052415
Gcn1l1,chr5,115565262,115622654,+,33.1088247549
Med7,chr11,46436946,46442721,+,33.1083465188
Cep164,chr9,45766945,45828638,-,33.0916117034
Rpp14,chr14,8080312,8091846,+,33.0744336081
March5,chr19,37207544,37224457,+,33.0701409628
Tubgcp3,chr8,12614276,12672100,-,33.0696745977
Derl1,chr15,57869501,57892418,-,33.0614707804
Diap3,chr14,86656322,87141114,-,33.0479333137
Clybl,chr14,122181693,122402234,+,33.041256962
Tiparp,chr3,65528446,65555518,+,33.0284672463
1810032O08Rik,chr11,116671659,116675798,+,32.99459365
Hmgn5,chrX,109004536,109013380,-,32.9901069749
Adam15,chr3,89339639,89350010,-,32.974097687
Porcn,chrX,8193845,8206525,-,32.9656914539
Sdcbp,chr4,6365679,6396122,+,32.9642524549
Mtmr3,chr11,4480867,4594815,-,32.9585498812
Ppp1r14a,chr7,29289319,29293390,+,32.9472944963
Gm38426,chr8,84913334,84922915,+,32.9249433409
Reep6,chr10,80330144,80336441,+,32.9214077704
Tmem30a,chr9,79768940,79793430,-,32.9092221198
Fam58b,chr11,78750505,78751729,-,32.8839451942
Alkbh7,chr17,56997338,56999336,+,32.8810046136
Dact2,chr17,14195229,14203831,-,32.8775998159
Smagp,chr15,100621339,100636940,-,32.8725108175
Pgap2,chr7,102210334,102238564,+,32.8689234647
Fancd2,chr6,113531681,113596285,+,32.8442902482
Tubgcp4,chr2,121171167,121198770,+,32.8412292633
Sox12,chr2,152393611,152398046,-,32.840408748
Slc4a1ap,chr5,31526994,31554038,+,32.8385908062
Tceb3,chr4,136003369,136021649,-,32.8310453226
Mogs,chr6,83115505,83118898,+,32.8229800787
Mvk,chr5,114444268,114460590,+,32.7849664578
Ccdc9,chr7,16274041,16286795,-,32.7801912809
Pcm1,chr8,41239758,41334087,+,32.7441145074
Pias3,chr3,96696374,96706070,+,32.7109425472
Alg5,chr3,54735538,54749795,+,32.696707205
Mgat4b,chr11,50225334,50235103,+,32.6461319417
Slc35c2,chr2,165276521,165287838,-,32.6437354117
Dpy19l1,chr9,24411778,24503140,-,32.6355958706
Tacc2,chr7,130577483,130764784,+,32.6355134089
B3glct,chr5,149678256,149762599,+,32.6336855199
Cenpq,chr17,40923054,40934551,-,32.6325858574
Ncoa6,chr2,155390655,155440783,-,32.6279666754
Rnf14,chr18,38296634,38317849,+,32.6263572075
Dcaf11,chr14,55560028,55570065,+,32.6242854768
Kank3,chr17,33810522,33822914,+,32.6137253049
Clpx,chr9,65294259,65330658,+,32.6128484802
Actr10,chr12,70937856,70964717,+,32.6079613345
2700097O09Rik,chr12,55045660,55080110,-,32.6057887888
Tvp23b,chr11,62879489,62895184,+,32.6011426736
Khdrbs3,chr15,68928419,69093518,+,32.5946414219
Msl2,chr9,101074761,101104799,+,32.5702465237
Ep400,chr5,110664372,110770717,-,32.5542565353
Fastkd3,chr13,68582247,68592279,+,32.5408612706
Egfl7,chr2,26581055,26592682,+,32.5395231634
Ankrd46,chr15,36477667,36496791,-,32.5387502481
Cul4a,chr8,13105720,13147939,+,32.5306686881
Ugp2,chr11,21321125,21371267,-,32.5293100051
Snhg17,chr2,158353699,158361522,-,32.5230599873
Pik3c3,chr18,30272895,30348120,+,32.5192571084
Sptlc1,chr13,53332747,53377361,-,32.5079629403
Stam,chr2,14074111,14148330,+,32.4947119388
Rnf113a2,chr12,84417199,84418578,+,32.4855372643
Clcn3,chr8,60910388,60983311,-,32.475321408
1810013L24Rik,chr16,8830099,8858924,+,32.4612466911
Zc3h8,chr2,128926267,128944020,-,32.4590738995
1190007I07Rik,chr10,82619850,82623228,-,32.4429247429
Dvl1,chr4,155847316,155859303,+,32.4296560228
Pcf11,chr7,92643711,92669912,-,32.4218544854
Ccdc77,chr6,120324321,120364369,-,32.410116482
Golga4,chr9,118506317,118582519,+,32.4022824863
Tapbp,chr17,33919477,33929290,+,32.4018068457
2410137M14Rik,chr17,36977700,36981237,-,32.3842048587
Mccc1,chr3,35959305,36000678,-,32.3364420005
Dlg5,chr14,24133952,24245920,-,32.3201735699
Zfp280d,chr9,72274898,72363771,+,32.3094025778
Aire,chr10,78030021,78043610,-,32.3054938937
Pura,chr18,36281161,36288244,+,32.2972250663
Fam133b,chr5,3543832,3570546,+,32.2862696473
Ankhd1,chr18,36560602,36658908,+,32.2774400153
Amz2,chr11,109425945,109438148,+,32.2660916516
Lamp2,chrX,38401356,38456460,-,32.2570059152
Tbl2,chr5,135149710,135162662,+,32.2484349099
Hus1,chr11,8993136,9011191,-,32.2413022488
Jmjd1c,chr10,67127257,67256326,+,32.2282402688
Pink1,chr4,138313409,138326296,-,32.2264745214
