name,chr,start,end,strand,RPK
Col19a1,chr1,24586937,24587937,-,0.033120111
Erv3,chr2,131859247,131860247,-,0.0328066078
Gm10389,chr15,10599792,10600792,+,0.0326159266
Gm20125,chr10,17095282,17096282,-,0.0323029461
Nlrp1c-ps,chr11,71284732,71285732,-,0.0317796702
Pyhin1,chr1,173630358,173631358,+,0.0316902262
Slc22a6,chr19,8617495,8618495,+,0.0315353858
5830411N06Rik,chr7,140246800,140247800,+,0.0314657111
LOC432842,chr14,39471928,39472928,+,0.0314168279
Pcdh15,chr10,73821366,73822366,+,0.0305139248
Prrx1,chr1,163313150,163314150,-,0.030428128
AY512915,chr6,95333493,95334493,-,0.0300745469
Grik1,chr16,88289758,88290758,-,0.0300170273
9930111J21Rik1,chr11,48978881,48979881,-,0.0299787668
Abcg8,chr17,84675801,84676801,+,0.029637533
Slc9a4,chr1,40579726,40580726,+,0.0290714576
Olfr536,chr7,140506818,140507818,-,0.0285134492
Pde7b,chr10,20724568,20725568,-,0.0280610556
Dbhos,chr2,27162203,27163203,-,0.0276395799
Fat4,chr3,38886439,38887439,+,0.0274616306
Atp13a5,chr16,29378232,29379232,-,0.0265120618
4930444F02Rik,chr10,18831430,18832430,-,0.0263733273
Pappa2,chr1,158956938,158957938,-,0.0263510853
1700073E17Rik,chr6,145387124,145388124,+,0.0261431181
Slc17a8,chr10,89620749,89621749,-,0.0260125733
BC027072,chr17,71752385,71753385,-,0.0253618584
4930407I10Rik,chr15,82058650,82059650,+,0.0247823617
Mrgprx2,chr7,48498770,48499770,-,0.0243718164
Naip5,chr13,100246836,100247836,-,0.0239912062
Rbp3,chr14,33953521,33954521,+,0.0236589227
Htr2c,chrX,146962012,146963012,+,0.0231289094
Gucy2f,chrX,142196436,142197436,-,0.0230788763
Zfp831,chr2,174643033,174644033,+,0.0225071944
Lrrtm2,chr18,35214524,35215524,-,0.0223917924
Pcdha10,chr18,37004819,37005819,+,0.0211409235
Pcdha5,chr18,36959939,36960939,+,0.0211030196
Pcdhb16,chr18,37477267,37478267,+,0.02084674
Myh1,chr11,67199613,67200613,+,0.0192404014
Cytip,chr2,58159622,58160622,-,0.0191564638
Abca9,chr11,110167653,110168653,-,0.0177267248
Cp,chr3,19956553,19957553,+,0.0176888621
Ppp1r3a,chr6,14754774,14755774,-,0.0175315275
Lrtm1,chr14,29017707,29018707,+,0.0163475669
Scn7a,chr2,66784410,66785410,-,0.0157927146
Ros1,chr10,52194744,52195744,-,0.015647612
Lrrc7,chr3,158561721,158562721,-,0.014851343
9530091C08Rik,chr9,68764845,68765845,+,0.014179771
Sorcs1,chr19,50678146,50679146,-,0.0141436219
Gm17821,chr12,67668771,67669771,-,0.0088676066
Muc5b,chr7,141838571,141839571,+,0.0077396228
Gm38416,chr8,117681121,117682121,+,0
Scg2,chr1,79439590,79440590,-,0
Prg2,chr2,84979960,84980960,+,0
Vmn1r210,chr13,22827614,22828614,-,0
Dct,chr14,118051746,118052746,-,0
Tbxas1,chr6,38918485,38919485,+,0
Slc22a28,chr19,8131482,8132482,-,0
Rmst,chr10,92164678,92165678,-,0
S100a2,chr3,90589746,90590746,+,0
Tubal3,chr13,3924194,3925194,+,0
Vmn1r227,chr17,20734599,20735599,+,0
Vmn1r4,chr6,56956012,56957012,+,0
Gm11562,chr11,99619904,99620904,-,0
Mir6919,chr11,50231744,50232744,+,0
Ldb2,chr5,44799246,44800246,-,0
Igfn1,chr1,136005842,136006842,-,0
Gm10782,chr13,56362399,56363399,+,0
1700084F23Rik,chr13,70027848,70028848,-,0
Olfr1128,chr2,87545042,87546042,-,0
Uts2,chr4,150996596,150997596,+,0
4930545H06Rik,chr10,68320642,68321642,-,0
Pmp2,chr3,10183385,10184385,-,0
1700008C04Rik,chr12,51004655,51005655,+,0
4930478P22Rik,chr5,35361052,35362052,+,0
Lipn,chr19,34066857,34067857,+,0
6030498E09Rik,chrX,38772279,38773279,+,0
Mir5120,chr9,107436235,107437235,+,0
Mir7663,chr10,22728932,22729932,-,0
Mc3r,chr2,172247991,172248991,+,0
Klre1,chr6,129577785,129578785,+,0
4921507L20Rik,chr2,93979533,93980533,+,0
Ccdc121,chr1,181510951,181511951,-,0
Gm5127,chrX,106582685,106583685,+,0
Mir7220,chr18,60953372,60954372,+,0
Perm1,chr4,156215426,156216426,+,0
4930505K13Rik,chr7,120155614,120156614,+,0
Mir429,chr4,156053487,156054487,-,0
Olfr470,chr7,107845231,107846231,-,0
Gm6936,chr16,49979959,49980959,+,0
Zfp648,chr1,154200686,154201686,+,0
Gm13031,chr4,140957402,140958402,-,0
Olfr128,chr17,37923067,37924067,+,0
Fam227b,chr2,126151504,126152504,-,0
Lingo2,chr4,36951244,36952244,-,0
Lyz2,chr10,117281772,117282772,-,0
Prol1,chr5,88316811,88317811,+,0
Slc22a2,chr17,12583688,12584688,+,0
Umod,chr7,119478762,119479762,-,0
Serpini2,chr3,75269578,75270578,-,0
Mir6897,chr1,36143813,36144813,-,0
Obox2,chr7,15388350,15389350,+,0
Tgtp2,chr11,49063712,49064712,-,0
Il12a,chr3,68690143,68691143,+,0
Olfm4,chr14,79999801,80000801,+,0
Znrf4,chr17,56511983,56512983,-,0
Wnt2,chr6,18029945,18030945,-,0
Rfpl4,chr7,5116411,5117411,-,0
Zfp957,chr14,79246867,79247867,-,0
1700028M03Rik,chr3,83573618,83574618,-,0
Rs1,chrX,160767512,160768512,+,0
Mir3067,chr12,81165650,81166650,+,0
Pcdha12,chr18,37019729,37020729,+,0
4930567H12Rik,chr8,125584137,125585137,+,0
Gm13807,chr2,93403046,93404046,+,0
Omd,chr13,49582246,49583246,+,0
Slc25a54,chr3,109079998,109080998,+,0
Wdr38,chr2,38997808,38998808,+,0
Cst12,chr2,148788860,148789860,+,0
Gm833,chr4,152697039,152698039,+,0
Olfr1038-ps,chr2,86119723,86120723,+,0
3110035E14Rik,chr1,9600766,9601766,+,0
C87414,chr5,93670963,93671963,-,0
Mir5135,chr12,76532712,76533712,-,0
Mir679,chr12,109715076,109716076,+,0
1700060C20Rik,chr2,158191507,158192507,+,0
Ptgs2os2,chr1,150164448,150165448,-,0
Borg,chr15,38728016,38729016,-,0
Dsg4,chr18,20435674,20436674,+,0
Lactbl1,chr4,136622120,136623120,+,0
Lilr4b,chr10,51480111,51481111,+,0
Olfr222,chr11,59571238,59572238,-,0
Olfr482,chr7,108095068,108096068,-,0
Olfr697,chr7,106741456,106742456,-,0
Tmevpg1,chr10,118556025,118557025,-,0
Cd70,chr17,57149277,57150277,-,0
Mir7038,chr5,140426838,140427838,+,0
Vmn1r14,chr6,57232938,57233938,+,0
5430403N17Rik,chr8,35882457,35883457,-,0
Lce1k,chr3,92807391,92808391,-,0
Asb18,chr1,90014077,90015077,-,0
Olfr166,chr16,19486339,19487339,+,0
Pah,chr10,87521294,87522294,+,0
Gsdmc3,chr15,63878058,63879058,-,0
Tff3,chr17,31129111,31130111,-,0
Ccdc183,chr2,25617178,25618178,-,0
AI607873,chr1,173741309,173742309,-,0
Prss51,chr14,64093195,64094195,+,0
Qrfp,chr2,31810018,31811018,-,0
Gm15941,chr15,37432164,37433164,-,0
Gm8579,chr6,3288018,3289018,+,0
Ifna14,chr4,88571298,88572298,-,0
Mhrt,chr14,54968286,54969286,+,0
Ang4,chr14,51773090,51774090,-,0
Clec4n,chr6,123229342,123230342,+,0
Gm4872,chr6,53220663,53221663,+,0
Gm5476,chr15,101588072,101589072,-,0
Il27,chr7,126594410,126595410,-,0
Mir15b,chr3,69009271,69010271,+,0
Mir6374,chr6,83400602,83401602,-,0
Pcdha8,chr18,36991966,36992966,+,0
4930474N09Rik,chr12,99162308,99163308,-,0
B230312C02Rik,chr2,180385385,180386385,-,0
Gm15328,chr18,16815906,16816906,+,0
B020014A21Rik,chr10,3132693,3133693,-,0
4930526H09Rik,chr13,110903346,110904346,-,0
BC094916,chr1,173535457,173536457,-,0
Btnl4,chr17,34475437,34476437,-,0
Dkk2,chr3,132084791,132085791,+,0
Kmo,chr1,175631692,175632692,+,0
Lect1,chr14,79661670,79662670,-,0
Neurod2,chr11,98329145,98330145,-,0
Olfr691,chr7,105337214,105338214,-,0
Pcdhac1,chr18,37089635,37090635,+,0
Pebp4,chr14,69839906,69840906,+,0
Scgb2b26,chr7,33944485,33945485,-,0
5031426D15Rik,chr2,6928222,6929222,-,0
1700024B18Rik,chr14,123987134,123988134,+,0
Cngb3,chr4,19280349,19281349,+,0
Gm20098,chr17,51882226,51883226,+,0
Il1b,chr2,129370620,129371620,-,0
Klra2,chr6,131246862,131247862,-,0
Mir326,chr7,99551768,99552768,+,0
S100a9,chr3,90695221,90696221,-,0
Vmn1r43,chr6,89870029,89871029,-,0
1700019M22Rik,chr12,96046722,96047722,-,0
1810008I18Rik,chr7,65803551,65804551,+,0
4930402F06Rik,chr2,35396674,35397674,-,0
4933404K08Rik,chr13,23277849,23278849,+,0
4933436E23Rik,chr1,139378951,139379951,+,0
Adamts12,chr15,11064289,11065289,+,0
Ccdc185,chr1,182748680,182749680,-,0
D030025E07Rik,chr3,128231105,128232105,-,0
Gm11651,chr11,105985194,105986194,-,0
Gm19784,chr18,66949461,66950461,-,0
Gm5485,chr16,48411916,48412916,-,0
Gm6249,chr7,136710104,136711104,-,0
Mir1247,chr12,110277629,110278629,-,0
Mir152,chr11,96849892,96850892,+,0
Mir3080,chr15,82958796,82959796,-,0
Mir378d,chr10,126709891,126710891,-,0
Mir7045,chr6,125096523,125097523,+,0
Mir7675,chr12,11299386,11300386,+,0
Olfr1347,chr7,6488372,6489372,-,0
Olfr1491,chr19,13704328,13705328,+,0
Pcdhb10,chr18,37411173,37412173,+,0
Pcdhb4,chr18,37306954,37307954,+,0
Rhox3h,chrX,37668264,37669264,-,0
Serpinb12,chr1,106933948,106934948,+,0
Slc9c1,chr16,45534765,45535765,+,0
Tchhl1,chr3,93468253,93469253,+,0
Avp,chr2,130582041,130583041,-,0
Fbxw21,chr9,109161522,109162522,-,0
Olfr1140,chr2,87745660,87746660,+,0
Rxfp4,chr3,88652642,88653642,-,0
Mir1191,chr5,76469019,76470019,-,0
AU023762,chr9,113586652,113587652,-,0
Gm2115,chr7,84528453,84529453,+,0
Gm12830,chr4,114821219,114822219,+,0
1700010J16Rik,chr10,112726425,112727425,+,0
4930447J18Rik,chr14,47898363,47899363,+,0
A930019D19Rik,chr2,146258785,146259785,+,0
Mir3473g,chr2,126901885,126902885,-,0
Mir5100,chr11,60728162,60729162,+,0
Olfr683,chr7,105143809,105144809,-,0
Serpinb3b,chr1,107160614,107161614,-,0
6430562O15Rik,chr13,99412326,99413326,-,0
Lrrtm4,chr6,80018376,80019376,+,0
Mir3074-1,chr13,63300783,63301783,-,0
S100a7a,chr3,90653801,90654801,+,0
Gm5132,chrX,9571891,9572891,-,0
H2-M10.6,chr17,36811674,36812674,+,0
Kcnj1,chr9,32371917,32372917,+,0
Gm7714,chr5,88268418,88269418,+,0
Ppy,chr11,102100800,102101800,-,0
AI314278,chr7,89425805,89426805,+,0
1700039E22Rik,chr19,44835438,44836438,-,0
2310057J18Rik,chr10,28985806,28986806,-,0
4930515G16Rik,chr6,67565199,67566199,-,0
4932413F04Rik,chr9,103556589,103557589,+,0
6530411M01Rik,chr17,9167522,9168522,-,0
7420461P10Rik,chr1,162657719,162658719,-,0
9630028B13Rik,chr1,185441319,185442319,-,0
Adam25,chr8,40751707,40752707,+,0
Adgrl4,chr3,151437381,151438381,+,0
BC006965,chr11,112710856,112711856,-,0
C730027H18Rik,chr10,71181540,71182540,-,0
Csf2rb,chr15,78325489,78326489,+,0
Cyp2c40,chr19,39812314,39813314,-,0
Dnajb7,chr15,81407773,81408773,-,0
Dupd1,chr14,21714076,21715076,-,0
Fndc8,chr11,82891644,82892644,+,0
Gfral,chr9,76213157,76214157,-,0
Glipr1l2,chr10,112082853,112083853,+,0
Gm10791,chr16,84971710,84972710,+,0
Gm11548,chr3,36506309,36507309,-,0
Gm11559,chr11,99863975,99864975,+,0
Gm13985,chr2,117812302,117813302,-,0
Gm14461,chr2,78237046,78238046,+,0
Gm16998,chr10,54075421,54076421,+,0
Gm21188,chr13,120051704,120052704,-,0
Gm3285,chr10,77861474,77862474,+,0
Gm8709,chr10,26674151,26675151,-,0
Grip1os2,chr10,119761199,119762199,-,0
Gzme,chr14,56120125,56121125,-,0
Ifnab,chr4,88690768,88691768,-,0
Il1rapl2,chrX,137571048,137572048,+,0
Ivl,chr3,92573235,92574235,-,0
Mir136,chr12,109594826,109595826,+,0
Mir1932,chr11,119389971,119390971,+,0
Mir19b-1,chr14,115043804,115044804,+,0
Mir6947,chr14,29988387,29989387,+,0
Mir6982,chr18,60957572,60958572,+,0
Mir7659,chr10,78339707,78340707,-,0
Mir7687,chr8,120538195,120539195,+,0
Mucl1,chr15,103898800,103899800,-,0
Olfr1378,chr11,50968519,50969519,+,0
Olfr1504,chr19,13887708,13888708,-,0
Olfr161,chr16,3591897,3592897,+,0
Olfr620,chr7,103611851,103612851,-,0
Olfr677,chr7,105055747,105056747,+,0
Prl2a1,chr13,27801154,27802154,+,0
Psg29,chr7,17202976,17203976,+,0
Ptx4,chr17,25120259,25121259,+,0
Slc7a13,chr4,19818226,19819226,+,0
Speer6-ps1,chr13,3148974,3149974,+,0
Tmigd3,chr3,105870357,105871357,+,0
1700031M16Rik,chr15,98397944,98398944,+,0
1700045H11Rik,chr4,150854449,150855449,-,0
1700092C10Rik,chr14,69171343,69172343,-,0
4930451I11Rik,chr7,126830996,126831996,-,0
4933417E11Rik,chr1,72004695,72005695,-,0
Agxt2,chr15,10358078,10359078,+,0
Bpifb9a,chr2,154257378,154258378,+,0
Cd72,chr4,43454126,43455126,-,0
Clca2,chr3,145098541,145099541,-,0
Defb45,chr2,152595985,152596985,-,0
Gm15056,chr8,20901473,20902473,-,0
Gm16617,chr14,51988329,51989329,-,0
Gm28979,chr9,101341693,101342693,+,0
Gm5901,chr7,105374597,105375597,+,0
Gm6756,chr18,36919804,36920804,+,0
Klk1b7-ps,chr7,43944511,43945511,+,0
Klra15,chr6,130380162,130381162,-,0
Mettl21e,chr1,44218431,44219431,-,0
Pcdha11,chr18,37010357,37011357,+,0
Trim30b,chr7,104358146,104359146,-,0
Vmn2r92,chr17,18151429,18152429,+,0
2310016D03Rik,chr12,30466858,30467858,-,0
2700089I24Rik,chr19,59492635,59493635,+,0
4930509J09Rik,chr3,73481151,73482151,-,0
4930554G24Rik,chr11,14178541,14179541,-,0
4933401B06Rik,chrX,107542081,107543081,+,0
4933406D12Rik,chr2,146542430,146543430,+,0
4933429O19Rik,chr14,48878372,48879372,+,0
6430584L05Rik,chr6,55396386,55397386,+,0
9230104L09Rik,chr2,148850434,148851434,-,0
9330158H04Rik,chr6,36387734,36388734,-,0
Akr1c6,chr13,4433842,4434842,+,0
Apol9b,chr15,77728571,77729571,+,0
Cd226,chr18,89196926,89197926,+,0
Cmtm2a,chr8,104292681,104293681,-,0
Cxcr6,chr9,123805976,123806976,+,0
Cyp4b1-ps2,chr4,115582627,115583627,-,0
Fmo2,chr1,162898212,162899212,-,0
Gcg,chr2,62483153,62484153,-,0
Gm14501,chrX,9350098,9351098,+,0
Gm1587,chr14,77798468,77799468,-,0
Gm4956,chr1,21297812,21298812,-,0
Gm5087,chr14,13284138,13285138,-,0
Gm6994,chr14,77506368,77507368,-,0
Gm9731,chr8,27295544,27296544,+,0
Gm9961,chr16,11900863,11901863,+,0
I730028E13Rik,chr9,61138014,61139014,+,0
Kcnj5,chr9,32343737,32344737,-,0
Kcnk9,chr15,72545779,72546779,-,0
Krtap3-2,chr11,99556353,99557353,-,0
Lilra6,chr7,3915001,3916001,-,0
Lrg1,chr17,56121446,56122446,-,0
Mir128-1,chr1,128201860,128202860,+,0
Mir181d,chr8,84178287,84179287,-,0
Mir219a-1,chr17,34024592,34025592,-,0
Mir30c-2,chr1,23291200,23292200,+,0
Mir468,chr6,81896176,81897176,-,0
Mir7000,chr2,92386946,92387946,-,0
Nts,chr10,102489918,102490918,-,0
Olfr165,chr16,19407517,19408517,-,0
Olfr2,chr7,107002105,107003105,-,0
Olfr478,chr7,108031841,108032841,-,0
Olfr821,chr10,130033127,130034127,+,0
Prss2,chr6,41521275,41522275,+,0
Sgcz,chr8,38661008,38662008,-,0
Siglech,chr7,55767677,55768677,+,0
Slc10a2,chr8,5104732,5105732,-,0
Slc46a2,chr4,59914556,59915556,-,0
Vmn1r193,chr13,22219320,22220320,-,0
Vmn1r199,chr13,22382037,22383037,+,0
Vmn1r44,chr6,89892773,89893773,+,0
Vmn2r12,chr5,109097364,109098364,-,0
1700019C18Rik,chr13,35211548,35212548,-,0
1700022H01Rik,chr10,61679790,61680790,-,0
5730435O14Rik,chr10,41567515,41568515,+,0
Acsm2,chr7,119553839,119554839,+,0
Acss2os,chr2,155556430,155557430,-,0
Ccl7,chr11,82045211,82046211,+,0
Cd209a,chr8,3748484,3749484,-,0
Csn2,chr5,87698925,87699925,-,0
Cts6,chr13,61202892,61203892,-,0
Defb41,chr1,18264638,18265638,-,0
Fam71b,chr11,46404227,46405227,+,0
Flg2,chr3,93196772,93197772,+,0
Glp2r,chr11,67770653,67771653,-,0
Gm2696,chr10,77814181,77815181,+,0
Gm5431,chr11,48901652,48902652,-,0
Gm5460,chr14,34040577,34041577,+,0
Gm5868,chr5,72587050,72588050,-,0
Gm6602,chr3,111881402,111882402,+,0
Gm7854,chr5,43234854,43235854,-,0
H2-T22,chr17,36042202,36043202,-,0
Ifi44l,chr3,151762391,151763391,-,0
Krtap3-1,chr11,99566130,99567130,-,0
Lilrb4a,chr10,51490397,51491397,+,0
Mir103-1,chr11,35781895,35782895,+,0
Mir148a,chr6,51269410,51270410,-,0
Mir1963,chr7,29083194,29084194,-,0
Mir219b,chr2,29845146,29846146,+,0
Mir5112,chr18,82719780,82720780,+,0
Mir6364,chr2,166672217,166673217,+,0
Mir7050,chr7,31039817,31040817,-,0
Mir7085,chr9,44399922,44400922,+,0
Musk,chr4,58285461,58286461,+,0
Olfr1447,chr19,12901278,12902278,-,0
Olfr192,chr16,59098490,59099490,-,0
Olfr204,chr16,59314905,59315905,-,0
Osr1,chr12,9573941,9574941,+,0
Prss3,chr6,41377113,41378113,-,0
Rgs13,chr1,144176872,144177872,-,0
Rgs18,chr1,144774921,144775921,-,0
Rnase9,chr14,51041367,51042367,-,0
Serpina3k,chr12,104337985,104338985,+,0
Skint1,chr4,112005768,112006768,+,0
Skint5,chr4,113999003,114000003,-,0
Sprr2g,chr3,92373414,92374414,+,0
Sult1c2,chr17,53845458,53846458,-,0
Tm4sf4,chr3,57424909,57425909,+,0
Ubqlnl,chr7,104150056,104151056,-,0
Vmn2r35,chr7,7819367,7820367,-,0
Adh6a,chr3,138312785,138313785,+,0
C030023E24Rik,chrX,61190792,61191792,+,0
Csprs,chr1_GL456221_random,162511,163511,-,0
Dusp21,chrX,18145369,18146369,+,0
Gdf1,chr8,70315274,70316274,+,0
Gjd2,chr2,114013119,114014119,-,0
Gm13103,chr4,143845996,143846996,+,0
Gm20757,chr10,92374873,92375873,-,0
Mir290b,chr7,3218195,3219195,-,0
Ms4a4c,chr19,11407160,11408160,+,0
Olfr1055,chr2,86347264,86348264,-,0
Olfr924,chr9,38847615,38848615,+,0
Oosp2,chr19,11660059,11661059,-,0
Slco6b1,chr1,96997060,96998060,-,0
Tmprss15,chr16,79090597,79091597,-,0
Vmn2r96,chr17,18581226,18582226,+,0
Alb,chr5,90460388,90461388,+,0
Asb5,chr8,54549830,54550830,+,0
0610031O16Rik,chr3,138239163,138240163,-,0
1110015O18Rik,chr3,4798207,4799207,+,0
1110025L11Rik,chr16,89063502,89064502,-,0
1110058D11Rik,chr17,64050172,64051172,-,0
1500012K07Rik,chr7,75308195,75309195,+,0
1500015L24Rik,chr19,20404787,20405787,+,0
1500017E21Rik,chr19,36688979,36689979,-,0
1600019K03Rik,chr16,35508919,35509919,-,0
1600027J07Rik,chr8,103347034,103348034,-,0
1700001D01Rik,chr8,61288372,61289372,-,0
1700001F09Rik,chr14,43347311,43348311,-,0
1700001G01Rik,chr18,17035007,17036007,+,0
1700003C15Rik,chr5,11768808,11769808,-,0
1700003E24Rik,chrX,93155720,93156720,+,0
1700003G13Rik,chr9,45321579,45322579,-,0
1700003H04Rik,chr3,124580591,124581591,-,0
1700003I22Rik,chr1,56018477,56019477,+,0
1700006E09Rik,chr11,101986555,101987555,+,0
1700008P02Rik,chr3,6619943,6620943,-,0
1700009J07Rik,chr10,77892919,77893919,+,0
1700010K23Rik,chr16,66656617,66657617,+,0
1700012A03Rik,chr6,32049787,32050787,+,0
1700012H19Rik,chr11,112824628,112825628,-,0
1700012I11Rik,chr15,67226268,67227268,+,0
1700012P22Rik,chr4,144438272,144439272,-,0
1700015E13Rik,chr1,170308360,170309360,+,0
1700016L21Rik,chr1,80445431,80446431,+,0
1700016P04Rik,chr6,13412836,13413836,+,0
1700017D01Rik,chr19,11130378,11131378,-,0
1700017G19Rik,chr3,40522412,40523412,-,0
1700017L05Rik,chr5,77464987,77465987,+,0
1700018A04Rik,chr13,31582013,31583013,-,0
1700018C11Rik,chr4,63621929,63622929,-,0
1700018F24Rik,chr5,145042489,145043489,+,0
1700018G05Rik,chrX,102927871,102928871,+,0
1700020A23Rik,chr2,130404758,130405758,+,0
1700020D14Rik,chrY,205649,206649,+,0
1700022A22Rik,chr15,46324084,46325084,+,0
1700022E09Rik,chr16,59468738,59469738,-,0
1700022H16Rik,chr12,9570085,9571085,-,0
1700022I11Rik,chr4,42969445,42970445,+,0
1700023C21Rik,chr11,109845377,109846377,+,0
1700023F02Rik,chr10,66123564,66124564,-,0
1700024N05Rik,chr6,43174358,43175358,-,0
1700024P04Rik,chr13,98984065,98985065,-,0
1700025B11Rik,chr15,77561392,77562392,-,0
1700025C18Rik,chr2,165090250,165091250,-,0
1700025F22Rik,chr19,11164820,11165820,-,0
1700025J12Rik,chr7,121589402,121590402,+,0
1700027A15Rik,chr1,73015535,73016535,+,0
1700027F06Rik,chr6,124363986,124364986,-,0
1700027F09Rik,chr5,64467442,64468442,-,0
1700027H10Rik,chr3,45438809,45439809,-,0
1700030F04Rik,chr6,117751269,117752269,-,0
1700030L20Rik,chr3,136448849,136449849,-,0
1700031P21Rik,chr12,52601822,52602822,-,0
1700034E13Rik,chr18,52645719,52646719,+,0
1700034G24Rik,chr5,112589496,112590496,-,0
1700034I23Rik,chr3,40902043,40903043,-,0
1700034J05Rik,chr6,146953921,146954921,-,0
1700036G14Rik,chr3,85317018,85318018,+,0
1700041M19Rik,chr16,77010381,77011381,-,0
1700044K03Rik,chr18,49522788,49523788,+,0
1700046C09Rik,chr11,14598725,14599725,-,0
1700047A11Rik,chr8,26082108,26083108,+,0
1700047G03Rik,chr15,11966561,11967561,+,0
1700047I17Rik2,chr12,55124027,55125027,+,0
1700048M11Rik,chr16,92311966,92312966,-,0
1700049L16Rik,chr10,71980190,71981190,-,0
1700052I22Rik,chr12,80923947,80924947,-,0
1700054A03Rik,chr19,53075751,53076751,+,0
1700054K19Rik,chr6,112210207,112211207,+,0
1700054M17Rik,chr2,118304413,118305413,+,0
1700060C16Rik,chr6,143650788,143651788,-,0
1700061F12Rik,chr2,9189014,9190014,+,0
1700063A18Rik,chr1,96021258,96022258,-,0
1700063O14Rik,chr5,91766800,91767800,-,0
1700064J06Rik,chr10,119092404,119093404,+,0
1700065J18Rik,chr1,192841204,192842204,+,0
1700065L07Rik,chr6,73470521,73471521,-,0
1700065O20Rik,chr18,49817456,49818456,-,0
1700066N21Rik,chr5,87978851,87979851,-,0
1700066O22Rik,chr18,57533252,57534252,-,0
1700069P05Rik,chr6,118247954,118248954,-,0
1700072B07Rik,chr9,58370003,58371003,+,0
1700072I22Rik,chr11,103638435,103639435,+,0
1700072O05Rik,chr6,120554295,120555295,+,0
1700074H08Rik,chr13,119679541,119680541,+,0
1700074P13Rik,chr6,40940057,40941057,-,0
1700080E11Rik,chr9,105144582,105145582,-,0
1700080N15Rik,chr2,4140641,4141641,-,0
1700084D21Rik,chr13,113135575,113136575,+,0
1700085C21Rik,chr12,82938655,82939655,-,0
1700091H14Rik,chr14,42094777,42095777,-,0
1700092C02Rik,chr8,77623671,77624671,+,0
1700092E19Rik,chr13,26311906,26312906,-,0
1700092K14Rik,chr11,114197757,114198757,+,0
1700094M24Rik,chr6,52491950,52492950,+,0
1700096P03Rik,chr8,87641710,87642710,-,0
1700099I09Rik,chr13,102759754,102760754,+,0
1700100L14Rik,chr13,70572740,70573740,+,0
1700101O22Rik,chr12,7379830,7380830,-,0
1700104L18Rik,chr12,54233114,54234114,+,0
1700108J01Rik,chr14,122233138,122234138,-,0
1700109I08Rik,chr14,39655162,39656162,+,0
1700109K24Rik,chr15,77083897,77084897,+,0
1700110I01Rik,chr14,3261901,3262901,+,0
1700110I07Rik,chr7,41089343,41090343,-,0
1700112J05Rik,chr5,77018363,77019363,-,0
1700120E14Rik,chr18,74530624,74531624,-,0
1700120G07Rik,chr7,135195502,135196502,-,0
1700121L16Rik,chrX,104816275,104817275,+,0
1700122C19Rik,chr19,37464753,37465753,+,0
1700123K08Rik,chr5,138564194,138565194,-,0
1700123L14Rik,chr6,96165705,96166705,-,0
1700123O21Rik,chr16,5975086,5976086,+,0
1700125G02Rik,chr4,124894282,124895282,-,0
1700126H18Rik,chr5,66190835,66191835,-,0
1700128A07Rik,chr14,106486020,106487020,-,0
1700129C05Rik,chr14,59142393,59143393,-,0
1810007C17Rik,chr12,49480362,49481362,-,0
1810009J06Rik,chr6,40964271,40965271,+,0
1810011H11Rik,chr14,32785462,32786462,+,0
1810018F18Rik,chr19,58698416,58699416,+,0
1810053B23Rik,chr16,93359043,93360043,-,0
1810065E05Rik,chr11,58420610,58421610,+,0
2010001E11Rik,chr10,39926423,39927423,-,0
2010009K17Rik,chr2,158091297,158092297,-,0
2010106C02Rik,chr17,86286678,86287678,-,0
2210010C04Rik,chr6,41035009,41036009,-,0
2210407C18Rik,chr11,58612992,58613992,-,0
2210409D07Rik,chr18,57638085,57639085,-,0
2210414B05Rik,chr4,3656005,3657005,+,0
2300003K06Rik,chr11,99837566,99838566,-,0
2310002L09Rik,chr4,73950346,73951346,-,0
2310005A03Rik,chr2,155099579,155100579,-,0
2310020H05Rik,chr13,99087421,99088421,-,0
2310034C09Rik,chr16,88758346,88759346,+,0
2310043O21Rik,chr15,38594434,38595434,-,0
2310045n01rik-mef2b,chr8,70138998,70139998,+,0
2310050C09Rik,chr3,92869705,92870705,-,0
2310057N15Rik,chr16,88773706,88774706,-,0
2310061N02Rik,chr16,88707462,88708462,-,0
2310075C17Rik,chr9,112226955,112227955,+,0
2310079G19Rik,chr16,88627166,88628166,-,0
2310081J21Rik,chr13,50261314,50262314,+,0
2700069I18Rik,chr3,5220323,5221323,-,0
2810404M03Rik,chr8,41826766,41827766,+,0
2810405F15Rik,chr2,116075596,116076596,-,0
2810442N19Rik,chr1,162004468,162005468,+,0
2810471M01Rik,chr11,28681063,28682063,+,0
2900057B20Rik,chr18,76097971,76098971,-,0
2900079G21Rik,chr9,112233776,112234776,+,0
2900092C05Rik,chr7,12512050,12513050,+,0
3110009F21Rik,chr12,110157573,110158573,-,0
3110015C05Rik,chr13,111228931,111229931,-,0
4831407H17Rik,chr14,30457535,30458535,+,0
4833422C13Rik,chr13,91741372,91742372,-,0
4833423E24Rik,chr2,85518435,85519435,-,0
4833427F10Rik,chr17,35771949,35772949,+,0
4921501E09Rik,chr17,33067558,33068558,-,0
4921508D12Rik,chr2,132424240,132425240,+,0
4921511H03Rik,chr5,7303663,7304663,+,0
4921511I17Rik,chr12,12391975,12392975,-,0
4921511M17Rik,chrX,154120185,154121185,-,0
