name,chr,start,end,strand,RPK
Lrrc40,chr3,158036181,158037181,+,1329.8251565785
Brd3,chr2,27475173,27476173,-,1329.5545553659
Setd6,chr8,95715412,95716412,+,1329.4680141921
Nup214,chr2,31973949,31974949,+,1329.3458606291
Tcf7,chr11,52282071,52283071,-,1328.991116058
N6amt2,chr14,57571069,57572069,-,1328.8246446624
Tsc2,chr17,24632127,24633127,-,1328.7513464087
Phf11d,chr14,59364990,59365990,-,1328.2635201514
Tmx2,chr2,84678328,84679328,-,1327.1167082573
Ubxn6,chr17,56074489,56075489,-,1326.4356779527
Hk1,chr10,62379408,62380408,-,1326.0847540347
Fbxo6,chr4,148151635,148152635,-,1325.8326979313
Sh3glb2,chr2,30358816,30359816,-,1325.5971943727
Cystm1,chr18,36348123,36349123,+,1324.1658399298
Tsnax,chr8,125012496,125013496,+,1323.277291574
Polr3e,chr7,120917243,120918243,+,1321.3854133381
Sema4b,chr7,80186340,80187340,+,1320.879290733
Srrd,chr5,112342540,112343540,-,1320.535390228
Pigx,chr16,32099227,32100227,-,1320.3633079439
Stk11,chr10,80115302,80116302,+,1320.1824476581
Prkar2a,chr9,108691642,108692642,+,1319.0216736719
Tyms,chr5,30073125,30074125,-,1318.8043880378
Atad2,chr15,58134582,58135582,-,1318.6536203398
Gpaa1,chr15,76330793,76331793,+,1317.0422044352
Nufip1,chr14,76110390,76111390,+,1317.0255548563
Wdr70,chr15,8098709,8099709,-,1316.8744024712
Eapp,chr12,54695365,54696365,-,1316.8559678279
Lias,chr5,65390996,65391996,+,1316.6848782887
Wrap53,chr11,69578824,69579824,-,1316.2827266339
Senp2,chr16,22008983,22009983,+,1315.6608426588
1110059E24Rik,chr19,21652291,21653291,-,1315.6563088562
Srprb,chr9,103201565,103202565,-,1315.6245321877
Pip5k1c,chr10,81292462,81293462,+,1315.2006399026
Cnpy3,chr17,46751714,46752714,-,1314.9359582165
Nfya,chr17,48409320,48410320,-,1314.0945252088
Sccpdh,chr1,179667730,179668730,+,1313.5805478521
Jtb,chr3,90231096,90232096,+,1312.8597307515
1110012L19Rik,chrX,70385412,70386412,+,1312.4497006109
Sptbn1,chr11,30219272,30220272,-,1311.1636110607
Tmed1,chr9,21509686,21510686,-,1310.6461224733
Me1,chr9,86695414,86696414,-,1310.118391044
Chmp4c,chr3,10366472,10367472,+,1309.8158753184
Pex5,chr6,124414567,124415567,-,1309.3093766816
Pak2,chr16,32078842,32079842,-,1308.5863876361
Fbxo21,chr5,117976269,117977269,+,1307.5560812416
Ptpn11,chr5,121190897,121191897,-,1307.2083330573
Arnt,chr3,95433889,95434889,+,1306.5511475756
Ly6g6e,chr17,35076441,35077441,+,1306.1257784379
Cpne1,chr2,156111465,156112465,-,1305.6040605341
Ncoa5,chr2,165034279,165035279,-,1304.8202833031
Ppp2r1b,chr9,50856423,50857423,+,1304.6436644457
Lig3,chr11,82780608,82781608,+,1304.0193964504
Pip4k2b,chr11,97744204,97745204,-,1303.3944984698
Rabif,chr1,134494159,134495159,+,1302.1879057563
Arhgef1,chr7,24902485,24903485,+,1301.9953965048
Ube2e1,chr14,18331344,18332344,-,1301.7733524924
Pbx2,chr17,34591970,34592970,+,1301.5049421881
Zc3h7b,chr15,81744347,81745347,+,1300.4091028248
Ivd,chr2,118861499,118862499,+,1300.1653600849
Ago2,chr15,73184447,73185447,-,1299.5686949258
Wsb2,chr5,117356804,117357804,+,1299.5339086628
Zdhhc5,chr2,84714664,84715664,-,1298.6872353282
Triap1,chr5,115340746,115341746,+,1298.4576544614
Setd2,chr9,110532096,110533096,+,1297.7427829947
Cyfip1,chr7,55841570,55842570,+,1297.6573655421
Rabggta,chr14,55721676,55722676,-,1297.3599943891
Man1b1,chr2,25332242,25333242,+,1297.1584460069
Desi1,chr15,82015640,82016640,-,1296.7318093626
Mcm3ap,chr10,76468470,76469470,+,1296.4703927704
Pls3,chrX,75874670,75875670,-,1296.1412705807
Ppp2r5c,chr12,110446678,110447678,+,1296.1226737662
Pcyt1b,chrX,93654362,93655362,+,1295.8406416037
Smg8,chr11,87086277,87087277,-,1295.812954887
Gt(ROSA)26Sor,chr6,113076744,113077744,-,1295.2317355355
Ube2e3,chr2,78868546,78869546,+,1294.6200232496
Urah,chr7,140834995,140835995,+,1293.9556730935
Sgol2a,chr1,57984839,57985839,+,1293.9395813622
Nsd1,chr13,55209281,55210281,+,1293.780971241
Tst,chr15,78405359,78406359,-,1293.4620910554
Acp1,chr12,30911112,30912112,-,1292.6524514854
Dhodh,chr8,109608173,109609173,-,1292.496683864
Alkbh1,chr12,87443339,87444339,-,1292.41504891
Ubr4,chr4,139380158,139381158,+,1292.3310046854
Dync1h1,chr12,110600894,110601894,+,1291.5011369172
Trmt112,chr19,6909197,6910197,+,1291.4696516204
Arfgap1,chr2,180966724,180967724,+,1290.1802675031
Zc3hav1,chr6,38354103,38355103,-,1289.3947605371
Stau1,chr2,166995799,166996799,-,1289.020383623
Anapc16,chr10,60002612,60003612,-,1288.8839802416
Paip2b,chr6,83831241,83832241,-,1288.7018272363
Mad1l1,chr5,140321052,140322052,-,1287.9545210657
Ap1g1,chr8,109778082,109779082,+,1287.6702708167
Usp46,chr5,74067911,74068911,-,1287.5881227091
Pgls,chr8,71591683,71592683,+,1286.6103273627
Ndc80,chr17,71526357,71527357,-,1286.267104713
Trim26,chr17,36836645,36837645,+,1285.8978057534
Commd5,chr15,76899440,76900440,+,1285.2961737052
Ccdc117,chr11,5541717,5542717,-,1285.2423359904
Dapk3,chr10,81182506,81183506,+,1284.642351624
Cdc40,chr10,40882643,40883643,-,1283.8104649074
Mettl5,chr2,69885115,69886115,-,1283.404174029
Limk2,chr11,3408738,3409738,-,1282.7435423201
Zp3,chr5,135979604,135980604,+,1282.3466561601
Fbxw11,chr11,32642054,32643054,+,1281.127980922
Tssc4,chr7,143068867,143069867,+,1280.9179932584
Mre11a,chr9,14784206,14785206,+,1280.0642547267
Lamtor3,chr3,137918054,137919054,+,1279.51793793
Ska3,chr14,57825663,57826663,-,1276.8972370039
Acsl3,chr1,78657324,78658324,+,1276.8132754754
Ccdc86,chr19,10948766,10949766,-,1276.5462581593
Fam117a,chr11,95336517,95337517,+,1276.0557619959
Stk4,chr2,164073677,164074677,+,1275.4950573778
2210013O21Rik,chrX,153723053,153724053,+,1275.1570103611
Pgc,chr17,47726341,47727341,+,1274.5123118332
Pramel7,chr2,87491918,87492918,-,1273.7874923255
Uxs1,chr1,43827208,43828208,-,1273.7823103088
Ptk7,chr17,46629004,46630004,-,1273.592175824
Chchd5,chr2,129129199,129130199,+,1273.0331534323
B4galt3,chr1,171269827,171270827,+,1272.601387215
Minos1,chr4,139130613,139131613,-,1272.2832796062
Vcl,chr14,20928932,20929932,+,1271.7220130509
Mettl2,chr11,105125924,105126924,+,1271.117638642
Dap3,chr3,88949782,88950782,-,1270.8706899599
Stk25,chr1,93635227,93636227,-,1270.7368652646
Pofut2,chr10,77258799,77259799,+,1270.6575840544
Tmem231,chr8,111933291,111934291,-,1270.6218401347
Rbm27,chr18,42274852,42275852,+,1270.2211846186
Dalrd3,chr9,108569391,108570391,+,1269.9148001945
Rad9a,chr19,4201103,4202103,-,1269.7030120533
Tjap1,chr17,46282526,46283526,-,1269.4635474579
Crtc2,chr3,90253780,90254780,+,1268.4064332877
Zfp64,chr2,168955087,168956087,-,1267.8558067865
Nfkbia,chr12,55492147,55493147,-,1267.7034981578
Uspl1,chr5,149184059,149185059,+,1267.6789197701
Pick1,chr15,79228672,79229672,+,1267.4915278388
Uba5,chr9,104062621,104063621,-,1267.4011182797
Eps15l1,chr8,72420974,72421974,-,1267.363416431
Tmem223,chr19,8770495,8771495,+,1267.199770313
Taf8,chr17,47501787,47502787,-,1267.1200696534
Khdc3,chr9,73101897,73102897,+,1266.8943807276
Atg16l1,chr1,87755510,87756510,+,1266.7918612792
Snx12,chrX,101222063,101223063,-,1266.6347385068
Zdhhc6,chr19,55315532,55316532,-,1266.5172989821
Tjp1,chr7,65370744,65371744,-,1266.2822247081
Hexim1,chr11,103115824,103116824,+,1266.1897349167
Apex2,chrX,150587649,150588649,-,1265.7142810239
B4galt5,chr2,167348678,167349678,-,1265.692126811
Zfp664,chr5,124862204,124863204,+,1265.0881208577
Cox19,chr5,139344666,139345666,-,1265.0415586957
Cby1,chr15,79658726,79659726,+,1264.8202824784
Nus1,chr10,52417046,52418046,+,1262.693628605
Higd1a,chr9,121857500,121858500,-,1262.3480744955
Ube3c,chr5,29568741,29569741,+,1262.2280262194
Mnt,chr11,74830423,74831423,+,1261.4787457046
Spg21,chr9,65460436,65461436,+,1261.2735709946
Psph,chr5,129786753,129787753,-,1261.1875290841
Dnajb12,chr10,59879090,59880090,+,1260.7700032688
Tmed4,chr11,6274337,6275337,-,1260.4040000677
Mepce,chr5,137786201,137787201,-,1260.3832021706
Rpusd1,chr17,25727250,25728250,+,1258.424080351
Mcf2,chrX,60178589,60179589,-,1257.5158548534
Strn3,chr12,51691414,51692414,-,1256.5272354768
Sh3bp4,chr1,89069961,89070961,+,1256.2925246335
Spcs3,chr8,54529498,54530498,-,1256.2908642332
Arih1,chr9,59485874,59486874,-,1256.0074133955
Ccar2,chr14,70153291,70154291,-,1254.6342923905
Sgol1,chr17,53688815,53689815,-,1254.5317561842
Gpd2,chr2,57237177,57238177,+,1254.5058309478
9430016H08Rik,chr1,57406047,57407047,+,1254.3083499925
0610009O20Rik,chr18,38249748,38250748,+,1254.108001645
Rnf216,chr5,143112520,143113520,-,1253.8792655601
Rpusd4,chr9,35267380,35268380,+,1253.6625194101
Letm1,chr5,33782204,33783204,-,1253.3920845227
2210016L21Rik,chr5,114941701,114942701,+,1253.2969976507
Coro2b,chr9,62536544,62537544,-,1253.1767419074
Jade3,chrX,20425187,20426187,+,1253.1041065565
Sirt2,chr7,28766251,28767251,+,1252.6279143317
Epn2,chr11,61579187,61580187,-,1252.1623852675
Pdia5,chr16,35490373,35491373,-,1251.7602431411
Fibp,chr19,5460106,5461106,+,1251.1942834221
Psme2,chr14,55590601,55591601,-,1250.8029829444
Zfp146,chr7,30169227,30170227,-,1250.7595052261
Krr1,chr10,111972194,111973194,+,1250.242347149
Armt1,chr10,4432104,4433104,+,1250.2101723033
Ttk,chr9,83834188,83835188,+,1249.5000182269
9530068E07Rik,chr11,52395927,52396927,+,1249.4622568896
Wtap,chr17,12992039,12993039,-,1249.3972482727
Stxbp2,chr8,3630659,3631659,+,1248.9207302413
Dhps,chr8,85071256,85072256,+,1248.724633697
Nuf2,chr1,169530964,169531964,-,1248.57886431
Ing1,chr8,11555261,11556261,+,1248.3935848753
Vps16,chr2,130423819,130424819,+,1248.2508542355
Iqgap3,chr3,88081550,88082550,+,1247.6346754367
Pik3r2,chr8,70776212,70777212,-,1247.2147150128
Ube2b,chr11,51999966,52000966,-,1246.7577822196
Erp44,chr4,48279089,48280089,-,1246.1291164908
Tcfl5,chr2,180642191,180643191,-,1245.6892860122
Opa3,chr7,19227888,19228888,+,1244.9357587085
Fam207a,chr10,77515313,77516313,-,1244.8381818708
Nle1,chr11,82907895,82908895,-,1244.6559894523
Vegfb,chr19,6987151,6988151,-,1244.6399023176
Chmp6,chr11,119913309,119914309,+,1244.5779932301
Armc1,chr3,19162565,19163565,-,1243.0105309307
Scamp5,chr9,57467560,57468560,-,1242.4222120438
Ciao1,chr2,127247316,127248316,-,1241.8983590399
Oaz2,chr9,65676047,65677047,+,1240.9142716914
Aco1,chr4,40142764,40143764,+,1240.4945494469
Dnph1,chr17,46496288,46497288,+,1240.2371168857
Alkbh2,chr5,114127676,114128676,-,1240.1639490093
Ap1b1,chr11,4947020,4948020,+,1240.1528071123
Slc20a2,chr8,22476199,22477199,+,1240.0462116779
Cinp,chr12,110888645,110889645,-,1239.8450629953
Abi1,chr2,23039741,23040741,-,1239.2495376263
Neurl4,chr11,69901315,69902315,+,1238.3937962133
Thap4,chr1,93754338,93755338,-,1238.1183206919
Vkorc1,chr7,127895117,127896117,-,1237.9808401295
D10Jhu81e,chr10,78169268,78170268,-,1237.8603894522
H2afj,chr6,136807747,136808747,+,1237.7954957873
Agk,chr6,40324977,40325977,+,1237.5715736494
Rrp8,chr7,105736885,105737885,-,1236.8092457399
Vps11,chr9,44361170,44362170,-,1236.5504155874
Gm13157,chr4,147809288,147810288,-,1236.4663259521
Fkbp11,chr15,98727698,98728698,-,1235.5828086827
Thoc2,chrX,41911401,41912401,-,1235.4506089828
Sec61a2,chr2,5894853,5895853,-,1234.5569452202
Rras2,chr7,114117281,114118281,-,1233.7173668205
Wdr48,chr9,119894394,119895394,+,1233.4611984774
Rnf138,chr18,21000799,21001799,+,1233.3403078421
Pygo2,chr3,89429713,89430713,+,1231.8225200777
Trim13,chr14,61597725,61598725,+,1230.6049527012
Polb,chr8,22652937,22653937,-,1229.4292670923
Mprip,chr11,59661994,59662994,+,1228.9051981638
Spred2,chr11,19923941,19924941,+,1228.7539041446
Usp28,chr9,48984884,48985884,+,1228.5820767006
Cbx2,chr11,119022528,119023528,+,1228.5091756497
Atg2a,chr19,6241167,6242167,+,1228.2653855128
Abcf3,chr16,20548102,20549102,+,1227.9164285706
Cfap36,chr11,29246772,29247772,-,1227.8207984169
Srcap,chr7,127511482,127512482,+,1227.6668688687
Prr12,chr7,45052381,45053381,-,1227.0638272168
Strada,chr11,106193103,106194103,-,1226.3758689763
Sbf1,chr15,89314811,89315811,-,1226.0339662102
Ankrd17,chr5,90365685,90366685,-,1225.6004760492
Fkbp6,chr5,135349544,135350544,-,1224.741712614
Spdl1,chr11,34833141,34834141,-,1223.3498388305
Mcoln1,chr8,3500018,3501018,+,1222.2900652248
Prdm4,chr10,85916486,85917486,-,1221.4749010556
Rad51ap1,chr6,126939055,126940055,-,1220.6592468841
Fam64a,chr11,72042001,72043001,+,1220.513160019
Gcdh,chr8,84893421,84894421,-,1220.1479357434
0610011F06Rik,chr17,25874999,25875999,+,1219.9040083436
Brca1,chr11,101551455,101552455,-,1219.3790830987
Tfap4,chr16,4559220,4560220,-,1219.1644789536
Cxxc5,chr18,35829317,35830317,+,1218.9000066662
Nol8,chr13,49652577,49653577,+,1218.3095047069
Tead1,chr7,112678819,112679819,+,1218.1729021442
Pkn2,chr3,142881504,142882504,-,1218.1702017368
Tm2d2,chr8,25016710,25017710,+,1217.8710617009
Cc2d1b,chr4,108619455,108620455,+,1217.3907008781
Tmed7,chr18,46597035,46598035,-,1216.8645056666
Hccs,chrX,169319843,169320843,-,1214.5296015034
Tfam,chr10,71237544,71238544,-,1214.1481948647
Ercc2,chr7,19381538,19382538,+,1214.0126858544
Bst2,chr8,71536937,71537937,-,1213.5133302293
Riok3,chr18,12128349,12129349,+,1213.0911976685
Ehmt1,chr2,24919109,24920109,-,1213.0866185569
Map2k4,chr11,65787797,65788797,-,1212.3774721567
Mef2d,chr3,88141894,88142894,+,1212.249856049
Apcdd1,chr18,62921826,62922826,+,1211.832621074
Zrsr2,chrX,163958166,163959166,-,1211.6587101874
Gm20939,chr17,94864417,94865417,+,1211.4951312784
Dcaf7,chr11,106036371,106037371,+,1211.3283817331
Fgfr1op,chr17,8165017,8166017,+,1211.2701225537
Crip1,chr12,113151511,113152511,+,1210.4926452081
Mavs,chr2,131233562,131234562,+,1209.7979986492
Gtf2h2,chr13,100492109,100493109,-,1209.7370924468
Afg3l1,chr8,123477361,123478361,+,1209.6848970265
Arhgap19,chr19,41801584,41802584,-,1209.4290791345
Smagp,chr15,100636440,100637440,-,1209.3895970724
Bnip3l,chr14,67008377,67009377,-,1209.2061909388
Serinc1,chr10,57532029,57533029,-,1208.2722507471
Tusc2,chr9,107562754,107563754,+,1206.1069430577
Aff4,chr11,53350266,53351266,+,1206.1027284692
Gss,chr2,155592310,155593310,-,1205.7442356667
Rhno1,chr6,128362397,128363397,-,1205.4969146017
2700062C07Rik,chr18,24470370,24471370,+,1204.5465515267
Zfp281,chr1,136624400,136625400,+,1204.3654868868
Abtb1,chr6,88841435,88842435,-,1203.6519438428
Pnpla6,chr8,3514883,3515883,+,1202.497543973
Sbno1,chr5,124425414,124426414,-,1202.4167703538
Ubac1,chr2,26021260,26022260,-,1202.334920048
0610009B22Rik,chr11,51688134,51689134,-,1202.0491317971
Calcoco1,chr15,102721678,102722678,-,1201.7345627097
Pdhx,chr2,103073013,103074013,-,1201.268312658
Enc1,chr13,97240604,97241604,+,1201.2418360979
Toe1,chr4,116807059,116808059,-,1200.9297457592
Chrac1,chr15,73089911,73090911,+,1200.5553665298
Fanci,chr7,79391837,79392837,+,1199.3719594152
C77080,chr4,129260904,129261904,-,1199.1543222908
Ext2,chr2,93822068,93823068,-,1196.7878087024
Usb1,chr8,95331783,95332783,+,1196.306872808
Tuba3a,chr6,125285542,125286542,-,1196.1315306837
Hmgb3,chrX,71555416,71556416,+,1195.7659493091
Fbrs,chr7,127484720,127485720,+,1195.6080823099
Nipsnap3b,chr4,53011423,53012423,+,1194.9271060002
Coq6,chr12,84361467,84362467,+,1194.7785281565
Bcl7c,chr7,127708266,127709266,-,1194.6171937883
Ipmk,chr10,71347292,71348292,+,1194.5880765649
Timm10b,chr7,105640039,105641039,+,1194.2676334871
Pygb,chr2,150786295,150787295,+,1194.0141301925
Arl2bp,chr8,94666099,94667099,+,1193.5103321576
Abcg2,chr6,58596171,58597171,+,1193.3245708288
Snx10,chr6,51523402,51524402,+,1192.8502071356
Apobec2,chr17,48432228,48433228,-,1191.262294277
Zdhhc16,chr19,41932971,41933971,+,1191.2401639899
Tbc1d15,chr10,115250993,115251993,-,1191.0373761754
Pogz,chr3,94837066,94838066,+,1190.8391145633
Rce1,chr19,4625117,4626117,-,1189.8849729499
Nol12,chr15,78934432,78935432,+,1189.8590922858
Jkamp,chr12,72085338,72086338,+,1189.8351166183
Mtss1,chr15,59081526,59082526,-,1189.5919661805
Ssr1,chr13,37993690,37994690,-,1189.5104753783
Hes1,chr16,30064856,30065856,+,1189.4818866123
Exosc4,chr15,76326896,76327896,+,1188.4497544749
Flii,chr11,60726763,60727763,-,1188.4038544853
Psmg3,chr5,139826343,139827343,-,1188.3566879518
Evl,chr12,108554219,108555219,+,1188.2317612438
Ptdss1,chr13,66932329,66933329,+,1188.1424963526
Tob1,chr11,94210953,94211953,+,1187.898017099
Pi4k2a,chr19,42089934,42090934,+,1187.6482550827
Elk1,chrX,20950108,20951108,-,1187.1300866852
Arl6ip5,chr6,97210291,97211291,+,1186.8062851217
Mtmr14,chr6,113237342,113238342,+,1186.7468720615
Sdf2l1,chr16,17131883,17132883,-,1186.6471757119
Arhgef18,chr8,3392507,3393507,+,1186.4995767707
Cenpp,chr13,49652231,49653231,-,1185.4756924584
BC027231,chr16,44723800,44724800,+,1185.4583829767
Ccndbp1,chr2,121007907,121008907,+,1185.2726561634
Nrm,chr17,35860817,35861817,+,1184.9142044907
Isca2,chr12,84772769,84773769,+,1184.4413209369
Snord72,chr15,5117920,5118920,+,1184.0656358478
Papd4,chr13,93191783,93192783,-,1183.9596416201
Ogdhl,chr14,32321518,32322518,+,1183.1351783735
Atg4b,chr1,93754532,93755532,+,1182.9238329525
Naa60,chr16,3884118,3885118,+,1182.7437476958
Rbmx2,chrX,48694503,48695503,+,1182.376207394
Senp6,chr9,80066402,80067402,+,1181.7893165967
Pdcd6ip,chr9,113707759,113708759,-,1181.6918324792
Dyrk3,chr1,131137734,131138734,-,1180.561259941
Slc38a7,chr8,95852991,95853991,-,1180.5027636946
Gnptg,chr17,25239616,25240616,-,1178.7585133883
Etl4,chr2,20289412,20290412,+,1178.5833916585
Dr1,chr5,108268396,108269396,+,1178.1403899755
Hint2,chr4,43655945,43656945,-,1178.0251668019
Tubgcp2,chr7,140036174,140037174,-,1177.5257880091
Snora7a,chr6,115807603,115808603,-,1176.880833255
Atg12,chr18,46741079,46742079,-,1176.8042035059
Mgrn1,chr16,4885599,4886599,+,1176.6623960958
Utp20,chr10,88826314,88827314,-,1176.6246842696
Atp8b2,chr3,89962832,89963832,-,1176.0452333981
Iah1,chr12,21315891,21316891,+,1175.7455409874
Haus5,chr7,30664494,30665494,-,1175.606539385
Rnmt,chr18,68299854,68300854,+,1175.2320342013
Kdm6b,chr11,69413175,69414175,-,1174.9013896582
Eya3,chr4,132638545,132639545,+,1174.6194473211
Mark2,chr19,7341360,7342360,-,1173.2316459021
Map4k1,chr7,28982353,28983353,+,1173.1430324244
Zkscan17,chr11,59506140,59507140,-,1172.4665520175
Pim2,chrX,7877805,7878805,+,1172.3578385187
Tmbim1,chr1,74303836,74304836,-,1171.937159411
Wdhd1,chr14,47276357,47277357,-,1170.9134394319
Nr5a2,chr1,136959948,136960948,-,1170.6953552508
Ppic,chr18,53417507,53418507,-,1169.6237094695
Msrb2,chr2,19371135,19372135,+,1169.5715286631
Stag2,chrX,42148911,42149911,+,1168.7402767608
Ranbp2,chr10,58446351,58447351,+,1167.3492547119
Gigyf1,chr5,137518379,137519379,+,1167.3038225739
Cog8,chr8,107056237,107057237,-,1166.8971186993
Anapc1,chr2,128686895,128687895,-,1166.643224288
Ptbp3,chr4,59548864,59549864,-,1166.3999744901
Tfpt,chr7,3629429,3630429,-,1166.1750785268
Gatad2b,chr3,90341153,90342153,+,1165.7373213723
Rassf7,chr7,141215359,141216359,+,1165.4462187097
9030624J02Rik,chr7,118739770,118740770,+,1165.3865867953
Tm2d3,chr7,65692916,65693916,+,1164.8178407909
Rad54l,chr4,116123190,116124190,-,1164.0118789756
Txndc9,chr1,37996708,37997708,-,1163.9426078242
Zfp638,chr6,83913852,83914852,+,1163.2720240574
Dnajc5,chr2,181519984,181520984,+,1163.0258120252
Klf8,chrX,153237544,153238544,+,1162.7041346
Surf1,chr2,26916030,26917030,-,1162.58201948
Ciapin1,chr8,94837840,94838840,-,1162.2794962194
Tars2,chr3,95754477,95755477,-,1161.3539095951
Acaa1a,chr9,119340793,119341793,+,1160.5007746473
Galt,chr4,41754727,41755727,+,1160.2152763084
Rfng,chr11,120783704,120784704,-,1160.1094043443
Ppap2a,chr13,112800276,112801276,+,1159.2639818968
Adrb3,chr8,27229088,27230088,-,1158.7949495226
Bcl10,chr3,145923761,145924761,+,1158.4950119877
Dse,chr10,34207051,34208051,-,1158.4372803187
Gpr107,chr2,31151815,31152815,+,1158.2969564004
Fbxo38,chr18,62548243,62549243,-,1158.2641893889
Mpv17,chr5,31153751,31154751,-,1157.0116195119
Tmem63b,chr17,45685718,45686718,-,1155.8832511231
Twistnb,chr12,33429123,33430123,+,1155.8144144167
Cycs,chr6,50565974,50566974,-,1155.6579866307
EU599041,chr7,43213538,43214538,+,1155.6484835185
Smpdl3b,chr4,132756671,132757671,-,1155.6319662407
Rnf111,chr9,70503225,70504225,-,1155.5635133739
Qtrtd1,chr16,43889176,43890176,-,1155.0830319566
Lpar1,chr4,58552991,58553991,-,1154.8974830404
Rab11a,chr9,64737256,64738256,-,1154.8819674373
Rps6ka6,chrX,111537459,111538459,-,1154.8710080962
Fbp2,chr13,62857870,62858870,-,1152.2402727361
Trnau1ap,chr4,132329038,132330038,-,1151.9647046972
Ift20,chr11,78535935,78536935,+,1151.6068449012
Cep85,chr4,134186585,134187585,-,1150.8943624093
Snora41,chr1,63178522,63179522,+,1150.2459227542
Zfp511,chr7,140035890,140036890,+,1149.2236219566
Crkl,chr16,17451484,17452484,+,1148.2488620757
Unc119b,chr5,115134475,115135475,-,1148.088849745
Kif2a,chr13,107021614,107022614,-,1147.8730165212
Ing4,chr6,125039347,125040347,+,1147.6510002192
Pipox,chr11,77893372,77894372,-,1147.5946963435
2610524H06Rik,chr5,114822968,114823968,-,1147.5237927753
Ergic2,chr6,148211874,148212874,-,1147.4450067854
Ube2n,chr10,95514661,95515661,+,1146.9530417317
Pop7,chr5,137501929,137502929,-,1146.9283389976
Dhx29,chr13,112927292,112928292,+,1146.8838948251
Gnpnat1,chr14,45388296,45389296,-,1146.2208207501
Paxbp1,chr16,91043879,91044879,-,1145.7936439348
Flot2,chr11,78037440,78038440,+,1145.54043393
Bptf,chr11,107131422,107132422,-,1142.3338820344
Gga1,chr15,78876689,78877689,+,1142.1264493221
Vrk3,chr7,44748128,44749128,+,1142.0485776161
Zfp639,chr3,32510049,32511049,+,1141.9318015014
Ip6k1,chr9,108002147,108003147,+,1141.4900658364
Kif15,chr9,122950580,122951580,+,1141.3440681899
Map3k3,chr11,106084401,106085401,+,1141.2478254945
Smad4,chr18,73703241,73704241,-,1140.9202986691
Zfhx2,chr14,55091548,55092548,-,1140.7664819325
Anapc10,chr8,79711319,79712319,+,1140.6040295591
Ccnt1,chr15,98567136,98568136,-,1140.2083956388
Dpp7,chr2,25355832,25356832,-,1140.0653385485
Cyp51,chr5,4104197,4105197,-,1139.698429513
D10Wsu102e,chr10,83359720,83360720,+,1139.4230307967
Mmachc,chr4,116707885,116708885,-,1138.8127406776
Spata5,chr3,37419779,37420779,+,1138.7391854368
Stx12,chr4,132883958,132884958,-,1138.7335116614
Ttll4,chr1,74661253,74662253,+,1138.3216809379
Dock6,chr9,21852135,21853135,-,1138.1895229175
Snora31,chr14,75847422,75848422,+,1137.6768883798
Epas1,chr17,86753363,86754363,+,1136.8145821676
Mad2l2,chr4,148130419,148131419,+,1136.7839331091
Gba,chr3,89202424,89203424,+,1136.2662046405
Rmdn3,chr2,119156534,119157534,-,1136.2612211531
Sumf2,chr5,129846489,129847489,+,1135.2701190061
Kat5,chr19,5609594,5610594,-,1135.2034171587
Tet1,chr10,62879514,62880514,-,1134.9742153403
Emc8,chr8,120667612,120668612,-,1134.8744005917
Tmem9,chr1,136007718,136008718,+,1134.8096695543
Cops7b,chr1,86586599,86587599,+,1133.6132360078
Ints1,chr5,139775178,139776178,-,1133.4464277105
Slc28a1,chr7,81114298,81115298,+,1133.2823224619
Thoc1,chr18,9957679,9958679,+,1133.248499212
Rapgef1,chr2,29619219,29620219,+,1133.1034834557
Ppp1r14a,chr7,29288819,29289819,+,1132.6150628493
Stk40,chr4,126103456,126104456,+,1132.59734327
Adk,chr14,21052073,21053073,+,1131.9096488399
Srebf1,chr11,60220104,60221104,-,1131.834333995
Cdc27,chr11,104550120,104551120,-,1131.2991253724
Akt2,chr7,27591059,27592059,+,1131.2623890223
Stard7,chr2,127269728,127270728,+,1130.8265038654
Adprhl2,chr4,126321203,126322203,-,1130.5105537005
Chd1,chr17,15704466,15705466,+,1130.3939751384
Vrk1,chr12,106009762,106010762,+,1129.6633852348
Dgcr8,chr16,18288668,18289668,-,1129.4291329373
Mkrn2,chr6,115601437,115602437,+,1129.2512398676
Ints10,chr8,68793428,68794428,+,1129.0123032069
Pglyrp1,chr7,18884189,18885189,+,1128.49123214
Camsap3,chr8,3586949,3587949,+,1127.9997134016
Wwc2,chr8,47990051,47991051,-,1127.6029130783
Slc25a12,chr2,71367054,71368054,-,1127.6023755894
Lhpp,chr7,132610142,132611142,+,1127.4102595377
Parn,chr16,13667670,13668670,-,1127.202659763
Trappc6b,chr12,59060972,59061972,-,1127.1216168039
Slc38a1,chr15,96642413,96643413,-,1126.9185466476
Rbbp6,chr7,122970063,122971063,+,1126.6538830463
Serpinb6c,chr13,33905208,33906208,-,1126.4513544281
Mterf3,chr13,66932572,66933572,-,1126.3297986589
Golt1b,chr6,142386742,142387742,+,1125.6707562486
Pdcd10,chr3,75556352,75557352,-,1125.0416260461
Tmem51,chr4,142083804,142084804,-,1124.8820205941
Dgkz,chr2,91963063,91964063,-,1124.6417696316
Nudt2,chr4,41464647,41465647,+,1124.2918100253
Ndufaf1,chr2,119662298,119663298,-,1124.185170327
Dnajc13,chr9,104262430,104263430,-,1123.3350995613
Far1,chr7,113513333,113514333,+,1123.2049491359
Tmem109,chr19,10881243,10882243,-,1122.9719916455
Trmt2a,chr16,18248382,18249382,+,1122.8785603423
